"","long","lat","heuteVok","breitVok","wachsenVokStem","wachsenVokEnd","butter"
"837",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"838",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"839",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"840",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"841",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"842",7.21078,47.9095,"e","ei","V-long","e","Butter"
"843",7.21078,47.9095,"e","ei","V-long","e","Butter"
"844",7.21078,47.9095,"e","ei","V-long","e","Butter"
"845",7.21078,47.9095,"e","ei","V-long","e","Butter"
"846",7.21078,47.9095,"e","ei","V-long","e","Butter"
"847",6.97525,47.91008,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"848",7.29205,47.91022,"e","ei","V-short","a/o","Anke(n)/Butter"
"849",7.35924,47.91132,"e","ei","V-short","a/o","Butter"
"850",8.61605,47.91149,"sonst","oa","V-short","a/o","Butter"
"851",9.20037,47.91152,"ei/ai","oi","V-short","a/o","Butter"
"852",8.81255,47.91175,"i/ie","oa","V-long","e","Butter"
"853",9.01554,47.91191,"ei/ai","oo","V-short","a/o","Anke(n)"
"854",8.21309,47.91261,"i/ie",NA,"V-long","e","Butter"
"855",9.12618,47.91369,"ei/ai","oi","V-short","a/o","Butter"
"856",8.93517,47.91373,"i/ie","oa","V-long","e","Butter"
"857",9.04401,47.91392,"ei/ai","ei","V-long","e","Butter"
"858",8.67575,47.91421,"ü","ei","V-short","a/o","Anke(n)"
"859",8.67575,47.91421,"ü","ei","V-short","a/o","Anke(n)"
"860",8.67575,47.91421,"i/ie","aa","V-long","e","Butter"
"861",8.67575,47.91421,"i/ie","aa","V-long","e","Butter"
"862",7.75208,47.91557,"i/ie","ei","V-short","a/o","Butter"
"863",7.53712,47.91578,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"864",7.53712,47.91578,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"865",7.53712,47.91578,"e","ei","V-short","a/o","Anke(n)"
"866",7.53712,47.91578,"e","ei","V-short","a/o","Anke(n)"
"867",8.25483,47.91602,"ü","ei","V-long","e","Butter"
"868",7.62385,47.91694,"i/ie","ei","V-short","a/o","Anke(n)"
"869",9.35318,47.91762,"eu","ei","V-short","a/o","Butter"
"870",7.70333,47.91813,"i/ie","ei","V-short","a/o","Butter"
"871",8.23807,47.9196,"i/ie","ei","V-long","-0","Butter"
"872",7.74356,47.91979,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"873",7.77924,47.91994,"i/ie","ei","V-short","a/o","Butter"
"874",7.77924,47.91994,"i/ie","ei","V-short","a/o","Butter"
"875",7.77924,47.91994,"ü","ei","V-short","a/o","Butter"
"876",7.77924,47.91994,"ü","ei","V-short","a/o","Butter"
"877",8.78447,47.92082,"ü","oa","V-short","a/o","Anke(n)/Butter"
"878",7.1604,47.92318,"i/ie","ei","V-short","a/o","k.A."
"879",8.99683,47.92357,"i/ie","oa","V-short","a/o","Anke(n)"
"880",8.48886,47.92431,"ü","oa","V-short","a/o","Butter"
"881",7.67473,47.92531,"i/ie","ei","V-long","e","Butter"
"882",9.0105,47.92565,"eu","oa","V-short","a/o","Butter"
"883",9.25466,47.92614,"ei/ai","oi","V-short","a/o","Anke(n)/Butter"
"884",9.25466,47.92614,"ei/ai","oi","V-short","a/o","Anke(n)/Butter"
"885",9.25466,47.92614,"ei/ai","oi","V-short","a/o","Anke(n)/Butter"
"886",9.25466,47.92614,"ei/ai","oi","V-short","a/o","Anke(n)/Butter"
"887",7.18638,47.92816,"e",NA,"V-short","a/o","Anke(n)"
"888",7.2942,47.92837,"i/ie","ei","V-short","a/o","Anke(n)"
"889",7.53917,47.9288,"e","ei","V-short","a/o","Butter"
"890",8.85302,47.92883,"i/ie","aa","V-long","e","Anke(n)/Butter"
"891",6.96629,47.92912,"e","ei","V-short","a/o","Anke(n)"
"892",7.23501,47.9292,"i/ie","ei","V-short","a/o","Butter"
"893",8.4011,47.92931,"i/ie","oa","V-short","a/o","Butter"
"894",8.44765,47.9301,"i/ie","oa","V-short","a/o","Butter"
"895",7.94506,47.93146,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"896",7.85911,47.93223,"i/ie","ei","V-short","a/o","Butter"
"897",7.23248,47.9323,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"898",8.65129,47.93283,"ü","oa","V-short","a/o","Butter"
"899",8.65129,47.93283,"ü","oa","V-short","a/o","Butter"
"900",8.65129,47.93283,"i/ie","oa","V-short","a/o","Butter"
"901",8.65129,47.93283,"i/ie","oa","V-short","a/o","Butter"
"902",7.80967,47.93307,"i/ie","ei","V-short","a/o","Anke(n)"
"903",7.965,47.93356,"i/ie","ei","V-short","a/o","Butter"
"904",7.5622,47.9336,"e","ei","V-short","a/o","Butter"
"905",8.35693,47.93373,"i/ie","oa","V-short","a/o","Butter"
"906",7.71217,47.93434,"i/ie","ei","V-short","a/o","Anke(n)"
"907",7.64962,47.93629,"e","ei","V-short","n","Butter"
"908",7.62702,47.93691,"i/ie","ei","V-short","a/o","Butter"
"909",8.90748,47.93756,"i/ie","oa","V-short","a/o","Anke(n)/Butter"
"910",7.72683,47.93837,"i/ie","ei","V-short","a/o","Butter"
"911",7.17716,47.93851,"ei/ai","ei","V-short","a/o","Anke(n)"
"912",7.68958,47.93875,"i/ie","ei","V-short","a/o","Butter"
"913",7.68958,47.93875,"i/ie","ei","V-short","a/o","Butter"
"914",7.68958,47.93875,"i/ie","ei","V-short","a/o","Butter"
"915",7.68958,47.93875,"i/ie","ei","V-short","a/o","Butter"
"916",9.12126,47.93997,"ü","ei","V-short","a/o","Butter"
"917",8.07603,47.94014,"i/ie","ei","V-long","e","Butter"
"918",8.50063,47.9405,"i/ie","oa","V-short","a/o","Butter"
"919",7.14925,47.94057,"e","ei","V-short","a/o","Anke(n)"
"920",7.75445,47.94133,"i/ie","ei","V-short","a/o","Butter"
"921",7.15877,47.9414,"i/ie","ei","V-short","a/o","Butter"
"922",7.46359,47.94159,"i/ie","ei","V-short","a/o","Butter"
"923",7.12209,47.94246,"e","ei","V-short","a/o","Butter"
"924",9.10721,47.94343,"i/ie","ei","V-long","e","Anke(n)/Butter"
"925",7.37872,47.94354,"e","ei","V-short","a/o","Butter"
"926",7.37872,47.94354,"e","ei","V-short","a/o","Butter"
"927",7.37872,47.94354,"sonst","ei","V-short","a/o","Butter"
"928",7.37872,47.94354,"sonst","ei","V-short","a/o","Butter"
"929",7.12943,47.94619,"e","ei","V-short","a/o","Butter"
"930",7.814,47.94661,"i/ie","ei","V-short","a/o","Anke(n)"
"931",7.99689,47.94697,"i/ie","ei","V-long","e","k.A."
"932",8.55997,47.9474,"i/ie","oa","V-short","a/o","Butter"
"933",8.13811,47.9479,"i/ie","ei","V-short","a/o","Butter"
"934",8.23987,47.948,"i/ie","ei","V-long","e","Butter"
"935",8.71521,47.94848,"i/ie","oa","V-short","a/o","Butter"
"936",7.38146,47.94864,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"937",9.0299,47.9487,"i/ie","oa","V-short","a/o","Anke(n)/Butter"
"938",8.2909,47.94957,"i/ie","ei","V-long","e","Butter"
"939",8.99628,47.95028,"ei/ai","aa","V-short","a/o","Anke(n)"
"940",8.73032,47.95055,"i/ie","oa","V-short","a/o","Butter"
"941",8.50052,47.95113,"i/ie","oa","V-long","e","Butter"
"942",7.67244,47.95561,"i/ie","ei","V-short","a/o","Butter"
"943",7.38657,47.95675,"e","ei","V-short","a/o","Butter"
"944",7.82976,47.95687,"i/ie","ei","V-short","a/o","Butter"
"945",7.2595,47.95742,"i/ie","ei","V-long","a/o","Anke(n)/Butter"
"946",7.77981,47.95761,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"947",7.71392,47.95851,"ü","ei","V-short","e","Anke(n)"
"948",7.76422,47.959,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"949",7.29696,47.95968,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"950",8.38827,47.96002,"ü","aa","V-long","e","Butter"
"951",8.98238,47.9602,"ei/ai","oa","V-short","a/o","Butter"
"952",8.26837,47.96084,"i/ie","ei","V-long","a/o","Butter"
"953",8.00773,47.96134,"i/ie","ei","V-long","e","Butter"
"954",9.04788,47.96159,"ei/ai","ei","V-long","e","Anke(n)"
"955",7.76194,47.96231,"i/ie","ei","V-short","a/o","Butter"
"956",7.95261,47.96345,"i/ie","ei","V-short","a/o","Anke(n)"
"957",8.47258,47.964,"i/ie","oa","V-short","a/o","Butter"
"958",7.90831,47.96423,"i/ie","ei","V-short","a/o","Butter"
"959",8.29595,47.96531,"i/ie","ei","V-long","e","Butter"
"960",7.39442,47.96547,"i/ie","ei","V-short","a/o","Butter"
"961",7.39442,47.96547,"i/ie","ei","V-short","a/o","Butter"
"962",7.39442,47.96547,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"963",7.39442,47.96547,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"964",7.23437,47.96595,"e","ei","V-long","e","Butter"
"965",7.23437,47.96595,"e","ei","V-long","e","Butter"
"966",7.23437,47.96595,"e","ei","V-short","a/o","Butter"
"967",7.23437,47.96595,"e","ei","V-short","a/o","Butter"
"968",7.82532,47.96635,"i/ie","ei","V-short","a/o","Butter"
"969",9.10143,47.9671,"eu","oi","V-long","e","Butter"
"970",8.75916,47.96779,"i/ie","oa","k.A.","k.A.","Anke(n)"
"971",8.42701,47.96861,"i/ie","oa","V-short","a/o","Butter"
"972",7.69883,47.96873,"sonst",NA,"V-short","a/o","Butter"
"973",7.53776,47.96942,"i/ie","ei","V-short","a/o","Butter"
"974",9.25932,47.96971,"eu","oi","V-short","a/o","Butter"
"975",8.61256,47.96992,"i/ie","aa","V-long","e","Butter"
"976",9.03261,47.97091,"i/ie","ei","V-short","a/o","Anke(n)"
"977",7.97957,47.97091,"i/ie","ei","V-short","a/o","Anke(n)"
"978",9.03261,47.97091,"ei/ai","ei","V-short","a/o","Butter"
"979",7.97957,47.97091,"ei/ai","ei","V-short","a/o","Butter"
"980",7.19806,47.97442,"e","ei","V-short","a/o","Butter"
"981",8.60629,47.97542,"i/ie","oa","V-long","e","Butter"
"982",7.48828,47.97561,"e","ei","V-long","e","Butter"
"983",7.95028,47.97747,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"984",7.90338,47.97778,"i/ie","ei","V-long","e","Anke(n)"
"985",7.60042,47.97883,"e","ei","V-long","e","Butter"
"986",7.8056,47.97934,"i/ie","ei","V-short","a/o","Butter"
"987",7.6594,47.97942,"e","ei","V-long","a/o","Anke(n)"
"988",8.00642,47.97982,"i/ie","ei","V-long","e","Butter"
"989",8.5512,47.98,"i/ie","oa","V-short","a/o","Butter"
"990",6.96296,47.98143,"i/ie","ei","V-short","a/o","Butter"
"991",8.16331,47.98172,"i/ie","ei","V-long","e","Butter"
"992",7.71599,47.98216,"i/ie","ei","V-short","a/o","Anke(n)"
"993",8.47107,47.98253,"i/ie","oa","V-short","a/o","Butter"
"994",8.5657,47.98295,"i/ie","oa","V-short","a/o","Butter"
"995",8.67098,47.98355,"i/ie","oa","V-long","e","Anke(n)"
"996",7.96093,47.98418,"i/ie","ei","V-short","a/o","Butter"
"997",8.04607,47.98466,"i/ie","ei","V-long","e","Butter"
"998",8.9985,47.98553,"i/ie","oa","V-short","a/o","Anke(n)/Butter"
"999",7.39795,47.9862,"e","ei","V-short","a/o","Anke(n)/Butter"
"1000",7.21903,47.98623,"i/ie","ei","V-long","e","Butter"
"1001",8.24463,47.98628,"i/ie","ei","V-long","e","Butter"
"1002",7.67114,47.98702,"i/ie","ei","V-short","a/o","Butter"
"1003",7.90282,47.98715,"ü","ei","V-short","a/o","Anke(n)/Butter"
"1004",7.2903,47.98827,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1005",7.2903,47.98827,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1006",7.2903,47.98827,"i/ie","ei","V-short","a/o","Anke(n)"
"1007",7.2903,47.98827,"i/ie","ei","V-short","a/o","Anke(n)"
"1008",7.82166,47.9895,"i/ie","ei","V-long","e","Butter"
"1009",7.55885,47.98979,"e",NA,"V-short","a/o","Butter"
"1010",8.63525,47.99144,"i/ie","oa","V-long","a/o","Butter"
"1011",8.71709,47.99269,"i/ie","oa","V-short","a/o","Anke(n)"
"1012",9.07121,47.99412,"eu","ei","V-short","a/o","Butter"
"1013",8.31732,47.99481,"i/ie","ei","V-long","e","Butter"
"1014",9.11537,47.99484,"ei/ai","oi","V-short","a/o","Butter"
"1015",9.03387,47.99511,"ü","oi","V-short","a/o","Anke(n)"
"1016",7.07276,47.99621,"e","ei","V-short","a/o","Butter"
"1017",8.41033,47.99946,"i/ie","oa","V-short","a/o","Anke(n)"
"1018",7.71585,48.00052,"i/ie","ei","V-short","a/o","Butter"
"1019",8.13564,48.0008,"i/ie","ei","V-long","e","Anke(n)"
"1020",7.98047,48.00263,"i/ie","ei","V-short","a/o","Butter"
"1021",7.51347,48.00264,"e","ei","V-short","a/o","Butter"
"1022",7.15948,48.00283,"e","ei","V-short","a/o","Butter"
"1023",8.46686,48.00388,"i/ie","oa","V-long","e","Butter"
"1024",9.20194,48.00389,"ei/ai","oi","V-short","a/o","Butter"
"1025",7.03325,48.00405,"e","ei","V-short","a/o","Butter"
"1026",9.65803,48.0041,"ei/ai","oi","V-short","a/o","Butter"
"1027",7.94267,48.00437,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1028",7.45782,48.00441,"e","ei","V-long","e","Butter"
"1029",7.27661,48.00444,"e","ei","V-short","a/o","Butter"
"1030",8.25368,48.00477,"i/ie","ei","V-long","e","Anke(n)"
"1031",7.55708,48.00563,"i/ie","ei","V-short","a/o","Butter"
"1032",8.86067,48.00602,"i/ie","oa","V-short","a/o","Butter"
"1033",7.3831,48.00666,"e","ei","V-short","a/o","Butter"
"1034",8.09239,48.00756,"i/ie","oi","V-long","e","Anke(n)/Butter"
"1035",8.09239,48.00756,"i/ie","oi","V-long","e","Anke(n)/Butter"
"1036",8.09239,48.00756,"i/ie","ei","V-long","e","Anke(n)"
"1037",8.09239,48.00756,"i/ie","ei","V-long","e","Anke(n)"
"1038",7.81511,48.00987,"ü","ei","V-short","a/o","Anke(n)"
"1039",7.30016,48.0108,"i/ie","ei","V-short","a/o","Butter"
"1040",9.15825,48.01089,"ü","ei","V-long","n","Butter"
"1041",8.98672,48.011,"i/ie","oa","V-long","e","Butter"
"1042",7.57243,48.0111,"e","ei","V-short","a/o","Butter"
"1043",8.45524,48.01134,"i/ie","oa","V-long","e","Butter"
"1044",7.07146,48.01325,"i/ie","ei","V-short","a/o","Butter"
"1045",8.4704,48.01378,"i/ie","oi","V-short","a/o","Butter"
"1046",7.64227,48.01556,"i/ie","ei","V-short","a/o","Butter"
"1047",8.03492,48.01587,"i/ie","ei","V-short","a/o","Anke(n)"
"1048",7.80072,48.01663,"i/ie","ei","V-short","a/o","Butter"
"1049",7.32932,48.01677,"i/ie","ei","V-short","a/o","Anke(n)"
"1050",7.55292,48.01693,"e","ei","V-short","a/o","Butter"
"1051",7.68864,48.0173,"i/ie","ei","V-short","a/o","Butter"
"1052",7.30037,48.01773,"e","ei","V-short","a/o","Butter"
"1053",8.53214,48.01807,"i/ie","oa","V-short","a/o","Butter"
"1054",9.10207,48.01811,"ei/ai","oi","V-short","a/o","Butter"
"1055",7.52909,48.01843,"e","ei","V-short","a/o","Anke(n)/Butter"
"1056",7.28224,48.01954,"e","ei","V-short","a/o","Anke(n)/Butter"
"1057",7.40918,48.0211,"e","ei","V-short","a/o","Butter"
"1058",7.71857,48.02338,"i/ie","ei","V-short","a/o","Anke(n)"
"1059",7.10087,48.02382,"e","ei","V-long","a/o","Anke(n)/Butter"
"1060",8.17383,48.02447,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1061",8.37157,48.0254,"i/ie","ei","V-long","e","Butter"
"1062",7.08731,48.02582,"e","ei","V-short","a/o","Butter"
"1063",8.56986,48.02587,"i/ie","oa","V-long","e","Butter"
"1064",7.86149,48.02593,"i/ie","ei","V-short","a/o","Butter"
"1065",7.43962,48.02594,"e","ei","V-short","a/o","Butter"
"1066",7.5016,48.02747,"e","ei","k.A.","k.A.","k.A."
"1067",8.26602,48.02831,"i/ie","ei","V-short","a/o","Anke(n)"
"1068",7.14594,48.02896,"e","ei","V-short","a/o","Anke(n)/Butter"
"1069",8.45381,48.02981,"i/ie","oo","V-long","e","Anke(n)"
"1070",7.11745,48.03105,"sonst","ei","V-short","a/o","Butter"
"1071",8.47117,48.03143,"i/ie","oa","V-short","a/o","Butter"
"1072",7.7624,48.03183,"ü","ei","V-short","a/o","Anke(n)"
"1073",7.28067,48.03226,"e","ei","V-short","a/o","Butter"
"1074",8.11606,48.0323,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1075",8.41798,48.03273,"i/ie","ei","V-short","a/o","k.A."
"1076",7.87337,48.0328,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1077",7.17071,48.03351,"e","ei","k.A.","k.A.","Butter"
"1078",7.92468,48.0349,"i/ie","ei","V-long","a/o","Butter"
"1079",8.03377,48.03722,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1080",7.20324,48.03797,"sonst",NA,"V-short","a/o","Butter"
"1081",7.54467,48.04048,"e","ei","V-short","a/o","Butter"
"1082",7.30455,48.04168,"e","ei","V-long","e","Butter"
"1083",7.13185,48.0418,"e","ei","V-short","a/o","Anke(n)"
"1084",7.13185,48.0418,"e","ei","V-short","a/o","Anke(n)"
"1085",7.13185,48.0418,"i/ie","ei","V-short","a/o","Butter"
"1086",7.13185,48.0418,"i/ie","ei","V-short","a/o","Butter"
"1087",7.41499,48.04248,"e","ei","V-short","a/o","Butter"
"1088",9.12846,48.04259,"ei/ai","oi","V-long","e","Butter"
"1089",9.01551,48.04265,"ü","ei","V-short","a/o","Butter"
"1090",7.95,48.04291,"i/ie","ei","V-short","a/o","Butter"
"1091",7.87313,48.04353,"ü","ei","V-short","a/o","Butter"
"1092",8.13807,48.04398,"i/ie","ei","V-long","e","Anke(n)"
"1093",8.30495,48.04519,"ü","ei","V-long","e","Anke(n)"
"1094",7.59332,48.04535,"i/ie","ei","V-long","a/o","Butter"
"1095",7.64554,48.04572,"i/ie","ei","V-short","a/o","Butter"
"1096",7.17323,48.0464,"i/ie","ei","V-short","a/o","Butter"
"1097",8.23618,48.04705,"i/ie","ei","V-long","e","Butter"
"1098",9.10404,48.04793,"ei/ai","oi","V-long","e","Butter"
"1099",7.96407,48.04803,"i/ie","ei","V-short","a/o","Butter"
"1100",7.80212,48.0489,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1101",7.72686,48.04969,"i/ie","ei","V-short","a/o","Anke(n)"
"1102",7.9028,48.0513,"i/ie","ei","V-short","a/o","Butter"
"1103",7.6813,48.05162,"e","ei","V-short","a/o","Anke(n)/Butter"
"1104",7.20558,48.05217,"e","ei","V-short","a/o","Butter"
"1105",8.20648,48.05227,"i/ie","ei","V-long","e","Anke(n)"
"1106",7.78045,48.05415,"i/ie","ei","V-short","a/o","Anke(n)"
"1107",7.10163,48.05432,"e","ei","V-short","a/o","Butter"
"1108",7.12607,48.05444,"e","ei","V-long","e","Butter"
"1109",9.05221,48.0555,"ü","ei","V-short","a/o","Butter"
"1110",8.45901,48.0567,"i/ie","oa","V-short","a/o","Anke(n)"
"1111",7.13528,48.06037,"e","ei","V-short","a/o","Butter"
"1112",7.77912,48.06092,"i/ie","ei","V-short","a/o","Anke(n)"
"1113",7.30629,48.06133,"i/ie","ei","V-short","a/o","Butter"
"1114",7.22416,48.06257,"e","ei","V-short","a/o","Butter"
"1115",7.47996,48.06278,"i/ie","ei","V-long","a/o","Butter"
"1116",7.10254,48.06373,"e","ei","V-short","a/o","Butter"
"1117",7.85113,48.06391,"i/ie","ei","V-short","a/o","Butter"
"1118",7.41512,48.06763,"e","ei","V-short","a/o","Butter"
"1119",7.62448,48.06769,"ü","ei","V-short","a/o","Butter"
"1120",7.87987,48.06793,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1121",7.76972,48.0689,"ü",NA,"V-short","a/o","Butter"
"1122",7.79978,48.07044,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1123",7.23755,48.07261,"e","ei","V-short","a/o","Butter"
"1124",8.25784,48.07437,"i/ie","ei","V-long","e","Anke(n)"
"1125",7.92471,48.07551,"ü","ei","V-short","a/o","Anke(n)/Butter"
"1126",7.72593,48.07743,"i/ie","ei","V-short","a/o","Anke(n)"
"1127",7.53422,48.07788,"e","ei","V-short","a/o","Butter"
"1128",8.36628,48.07845,"i/ie","oa","V-long","e","Butter"
"1129",8.09331,48.0797,"i/ie","ei","V-long","e","Anke(n)"
"1130",7.64262,48.07988,"i/ie","ei","V-short","a/o","Anke(n)"
"1131",7.3934,48.08116,"e","ei","V-short","e","Butter"
"1132",7.82538,48.08175,"i/ie","ei","V-short","a/o","Anke(n)"
"1133",7.36359,48.08198,"e","ei","V-short","e","Butter"
"1134",7.36359,48.08198,"e","ei","V-short","e","Butter"
"1135",7.36359,48.08198,"e","ei","V-short","e","Butter"
"1136",7.36359,48.08198,"e","ei","V-short","e","Butter"
"1137",7.36359,48.08198,"e","ei","V-short","e","Butter"
"1138",7.36359,48.08198,"e","ei","V-short","e","Butter"
"1139",7.36359,48.08198,"e","ei","V-long","a/o","Butter"
"1140",7.36359,48.08198,"e","ei","V-long","a/o","Butter"
"1141",7.36359,48.08198,"e","ei","V-long","a/o","Butter"
"1142",7.36359,48.08198,"e","ei","V-long","a/o","Butter"
"1143",7.36359,48.08198,"e","ei","V-long","a/o","Butter"
"1144",7.36359,48.08198,"e","ei","V-long","a/o","Butter"
"1145",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1146",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1147",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1148",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1149",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1150",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1151",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1152",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1153",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1154",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1155",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1156",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1157",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1158",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1159",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1160",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1161",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1162",7.36359,48.08198,"e","ei","V-short","a/o","Butter"
"1163",7.36359,48.08198,"e","ei","V-short","a/o","Anke(n)/Butter"
"1164",7.36359,48.08198,"e","ei","V-short","a/o","Anke(n)/Butter"
"1165",7.36359,48.08198,"e","ei","V-short","a/o","Anke(n)/Butter"
"1166",7.36359,48.08198,"e","ei","V-short","a/o","Anke(n)/Butter"
"1167",7.36359,48.08198,"e","ei","V-short","a/o","Anke(n)/Butter"
"1168",7.36359,48.08198,"e","ei","V-short","a/o","Anke(n)/Butter"
"1169",7.91201,48.08253,"i/ie","ei","V-short","a/o","Butter"
"1170",7.41118,48.0844,"e","ei","V-long","e","Butter"
"1171",7.27884,48.0862,"i/ie","ei","V-short","a/o","Butter"
"1172",7.27884,48.0862,"i/ie","ei","V-short","a/o","Butter"
"1173",7.27884,48.0862,"e","ei","V-short","a/o","Anke(n)"
"1174",7.27884,48.0862,"e","ei","V-short","a/o","Anke(n)"
"1175",7.30991,48.0865,"e","ei","V-short","a/o","Butter"
"1176",7.48632,48.08696,"e","ei","V-short","a/o","Butter"
"1177",7.63551,48.08944,"i/ie","ei","V-short","a/o","Butter"
"1178",7.45233,48.08996,"e","ei","V-short","a/o","Butter"
"1179",8.55237,48.09031,"i/ie","oa","V-long","e","Butter"
"1180",7.78356,48.09119,"i/ie","ei","V-short","e","Butter"
"1181",7.50406,48.09192,"e","ei","V-short","a/o","Butter"
"1182",7.55624,48.09319,"i/ie","ei","V-short","a/o","Anke(n)"
"1183",7.30725,48.0936,"e","ei","V-long","a/o","Butter"
"1184",7.96049,48.09361,"i/ie","ei","V-short","a/o","Anke(n)"
"1185",8.31901,48.09369,"i/ie","oa","V-long","e","Butter"
"1186",7.74563,48.09417,"i/ie","ei","V-short","a/o","Anke(n)"
"1187",8.50084,48.09608,"i/ie","oa","V-short","a/o","Butter"
"1188",7.65599,48.09787,"i/ie","ei","V-short","a/o","Butter"
"1189",7.8564,48.09846,"i/ie","ei","V-short","a/o","Anke(n)"
"1190",7.43735,48.09944,"e","ei","V-short","e","Anke(n)"
"1191",7.27596,48.09972,"e","ei","V-short","a/o","Anke(n)"
"1192",8.42939,48.09993,"i/ie","oa","V-long","e","Butter"
"1193",7.59943,48.10194,"sonst",NA,"V-long","a/o","Butter"
"1194",7.47318,48.10199,"e","ei","V-short","a/o","Butter"
"1195",7.47318,48.10199,"e","ei","V-short","a/o","Butter"
"1196",7.47318,48.10199,"i/ie","ei","V-short","e","Butter"
"1197",7.47318,48.10199,"i/ie","ei","V-short","e","Butter"
"1198",7.87829,48.10253,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"1199",8.04838,48.10278,"i/ie","ei","V-long","e","Anke(n)"
"1200",8.20401,48.10371,"i/ie","ei","V-long","e","Butter"
"1201",7.90788,48.10424,"i/ie","ei","V-long","e","Anke(n)/Butter"
"1202",7.68308,48.10435,"i/ie","ei","V-short","a/o","Anke(n)"
"1203",7.9721,48.10586,"i/ie","ei","V-short","a/o","Butter"
"1204",8.46928,48.10596,"i/ie","oa","V-long","e","Butter"
"1205",7.62537,48.10625,"i/ie","ei","V-short","a/o","Butter"
"1206",8.99619,48.10638,"ü","oa","V-long","e","Anke(n)"
"1207",7.43868,48.10708,"ü","ei","V-short","a/o","Butter"
"1208",7.98804,48.10755,"i/ie","ei","V-short","a/o","Butter"
"1209",7.77794,48.10762,"sonst",NA,"V-long","e","Butter"
"1210",7.28497,48.10796,"ei/ai","ei","V-short","a/o","k.A."
"1211",7.42541,48.11028,"e","ei","V-long","e","Butter"
"1212",7.19258,48.11083,"sonst","other","V-short","a/o","Anke(n)/Butter"
"1213",8.50341,48.11215,"i/ie","oa","V-short","a/o","Butter"
"1214",8.3086,48.11587,"i/ie","oa","V-short","a/o","Anke(n)"
"1215",7.5426,48.11609,"e","ei","V-short","a/o","Anke(n)/Butter"
"1216",7.88675,48.11814,"i/ie","ei","V-long","e","Butter"
"1217",7.98722,48.11814,"i/ie","ei","V-long","e","Butter"
"1218",7.88675,48.11814,"i/ie","ei","V-short","a/o","Anke(n)"
"1219",7.98722,48.11814,"i/ie","ei","V-short","a/o","Anke(n)"
"1220",7.60965,48.11815,"i/ie","ei","V-short","a/o","Butter"
"1221",9.07816,48.12086,"ü","oi","V-short","a/o","Anke(n)"
"1222",7.84951,48.1209,"i/ie","ei","V-short","a/o","Butter"
"1223",7.73937,48.12209,"i/ie","ei","V-short","a/o","Butter"
"1224",7.47771,48.12279,"i/ie","ei","k.A.","k.A.","Butter"
"1225",9.03485,48.1237,"ü","oi","V-short","a/o","Anke(n)/Butter"
"1226",7.44536,48.12387,"i/ie","ei","V-short","a/o","Butter"
"1227",7.28484,48.12465,"e","ei","V-short","a/o","Anke(n)"
