"","long","lat","heuteVok","breitVok","wachsenVokStem","wachsenVokEnd","butter"
"433",8.89807,47.73495,"i/ie","oa","V-short","a/o","Anke(n)"
"434",8.77716,47.73498,"ü","oa","V-long","e","Butter"
"435",9.07201,47.73526,"i/ie","oa","V-short","a/o","Butter"
"436",9.24549,47.73557,"ei/ai","ei","V-short","a/o","Butter"
"437",7.26699,47.73596,"i/ie","ei","V-short","a/o","Butter"
"438",7.642,47.73653,"ü",NA,"V-short","a/o","Butter"
"439",7.04125,47.73832,"ei/ai","ei","V-short","a/o","Butter"
"440",9.15648,47.7384,"i/ie","oa","V-short","a/o","Butter"
"441",9.26168,47.73847,"i/ie","oa","V-short","a/o","Anke(n)/Butter"
"442",8.73023,47.73862,"ü","oa","V-short","a/o","Butter"
"443",7.604,47.73928,"i/ie","ei","V-long","e","Butter"
"444",8.39032,47.73994,"ü","ei","V-long","e","Butter"
"445",7.95137,47.7412,"ü","ei","V-short","a/o","Butter"
"446",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"447",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"448",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"449",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"450",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"451",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"452",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"453",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"454",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"455",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"456",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"457",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"458",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"459",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"460",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"461",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"462",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"463",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"464",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"465",8.00438,47.74133,"ü","ei","V-short","a/o","Anke(n)"
"466",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"467",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"468",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"469",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"470",8.00438,47.74133,"ü","ei","V-short","a/o","Butter"
"471",9.00452,47.74143,"i/ie","oa","V-long","e","Butter"
"472",7.90629,47.74318,"ü","ei","V-short","a/o","Butter"
"473",7.39739,47.74412,"e","ei","V-short","a/o","Butter"
"474",7.39739,47.74412,"e","ei","V-short","a/o","Butter"
"475",7.39739,47.74412,"e","ei","V-long","e","Butter"
"476",7.39739,47.74412,"e","ei","V-long","e","Butter"
"477",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"478",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"479",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"480",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"481",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"482",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"483",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"484",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"485",8.97017,47.74493,"i/ie","ei","V-long","e","Butter"
"486",8.44659,47.74541,"ü","ei","V-short","a/o","Butter"
"487",9.29936,47.74645,"eu","oi","V-short","a/o","Butter"
"488",7.76723,47.74789,"ü","ei","V-short","a/o","Butter"
"489",7.2319,47.74911,"i/ie","ei","V-short","a/o","Butter"
"490",7.36836,47.74966,"e","ei","V-short","a/o","Butter"
"491",8.3126,47.74971,"ü","ei","V-short","a/o","Butter"
"492",8.75733,47.75075,"ü","ei","V-short","a/o","Butter"
"493",7.79724,47.75076,"ü","ei","V-short","a/o","Butter"
"494",8.26708,47.75087,"ü","ei","V-short","a/o","Butter"
"495",7.83139,47.7509,"ü","ei","V-short","a/o","Butter"
"496",7.34375,47.7517,"e","ei","V-short","a/o","Butter"
"497",7.34375,47.7517,"e","ei","V-short","a/o","Butter"
"498",7.34375,47.7517,"e","ei","V-short","a/o","Butter"
"499",7.34375,47.7517,"e","ei","V-short","a/o","Butter"
"500",9.33753,47.75241,"ei/ai","oa","V-short","a/o","Butter"
"501",7.16714,47.75272,"i/ie","ei","V-short","a/o","Butter"
"502",9.19513,47.75277,"ei/ai","oa","V-short","a/o","Butter"
"503",7.0913,47.75291,"i/ie","ei","V-short","a/o","Butter"
"504",8.93568,47.75355,"sonst",NA,"V-long","e","Butter"
"505",8.36102,47.75368,"ü","ei","V-short","a/o","Butter"
"506",8.16959,47.75398,"ü","ei","V-short","a/o","Anke(n)"
"507",7.57624,47.75579,"i/ie","ei","V-short","a/o","Butter"
"508",7.0544,47.75581,"i/ie","ei","V-short","a/o","Butter"
"509",8.21221,47.75633,"ü","ei","k.A.","a/o","k.A."
"510",7.64434,47.75677,"ü","ei","V-short","a/o","Butter"
"511",7.02216,47.75778,"i/ie","ei","V-short","a/o","Butter"
"512",7.50503,47.75908,"e","ei","V-short","a/o","Butter"
"513",9.31134,47.75967,"ei/ai","oa","V-short","a/o","Butter"
"514",9.2852,47.76025,"ei/ai","oa","V-short","a/o","Butter"
"515",7.88397,47.7603,"i/ie","ei","V-long","e","Butter"
"516",7.28171,47.7605,"i/ie","ei","V-long","e","Butter"
"517",7.28171,47.76054,"i/ie","ei","V-short","a/o","Butter"
"518",8.01336,47.76141,"ü","ei","V-short","a/o","Butter"
"519",8.12792,47.76144,"ü","ei","k.A.","k.A.","Anke(n)/Butter"
"520",7.15065,47.7618,"i/ie","ei","V-short","a/o","Butter"
"521",7.59411,47.76239,"ü","ei","V-short","a/o","Butter"
"522",9.07596,47.76281,"i/ie","ei","V-short","a/o","Butter"
"523",9.43083,47.76354,"i/ie","oa","V-short","a/o","Butter"
"524",8.83317,47.76378,"ü","oa","V-short","a/o","Anke(n)"
"525",8.74873,47.76389,"ü","oo","V-long","e","Butter"
"526",8.78189,47.7649,"ü","oo","k.A.","k.A.","k.A."
"527",9.00337,47.76589,"i/ie","oa","V-short","a/o","Butter"
"528",9.1592,47.76732,"ei/ai","oa","V-long","e","Butter"
"529",7.95327,47.76746,"ü","ei","V-short","a/o","Butter"
"530",9.21621,47.76835,"ei/ai","oa","V-short","a/o","Butter"
"531",8.70119,47.76891,"ü","oo","V-long","e","Butter"
"532",7.35997,47.76894,"e","ei","V-short","a/o","Anke(n)"
"533",7.35997,47.76894,"e","ei","V-short","a/o","Anke(n)"
"534",7.35997,47.76894,"e","ei","V-short","a/o","Butter"
"535",7.35997,47.76894,"e","ei","V-short","a/o","Butter"
"536",7.55314,47.76918,"i/ie","ei","V-short","a/o","Butter"
"537",9.40565,47.76961,"ü","oa","V-short","a/o","Butter"
"538",7.72688,47.77116,"ü","ei","V-short","a/o","Butter"
"539",6.99386,47.7727,"i/ie","ei","V-long","e","Butter"
"540",7.64081,47.7737,"ü","ei","V-short","a/o","Butter"
"541",8.998,47.77415,"i/ie","oa","V-short","a/o","Butter"
"542",8.26186,47.7749,"ü","ei","k.A.","k.A.","Butter"
"543",8.26186,47.7749,"ü","ei","k.A.","k.A.","Butter"
"544",8.26186,47.7749,"i/ie","ei","V-short","a/o","Butter"
"545",8.26186,47.7749,"i/ie","ei","V-short","a/o","Butter"
"546",9.02698,47.77495,"i/ie","aa","V-short","a/o","Butter"
"547",9.37828,47.77517,"ü","ei","V-short","a/o","Butter"
"548",7.05868,47.77527,"i/ie","ei","V-long","e","Butter"
"549",8.3775,47.7761,"ü","ei","V-short","a/o","Butter"
"550",7.82686,47.77616,"ü","ei","V-short","a/o","Butter"
"551",9.28599,47.77663,"ei/ai","oa","V-short","a/o","Butter"
"552",7.13352,47.77692,"i/ie","ei","V-short","a/o","Butter"
"553",7.0877,47.77839,"i/ie","ei","V-short","a/o","Butter"
"554",8.42524,47.77843,"ü","ei","V-short","a/o","Butter"
"555",8.46354,47.77888,"i/ie","ei","V-short","a/o","Butter"
"556",7.97232,47.77964,"ü","ei","V-short","a/o","Butter"
"557",9.1896,47.78026,"ei/ai","oa","V-short","a/o","Butter"
"558",8.64153,47.78137,"i/ie","aa","V-long","e","Butter"
"559",7.34839,47.78217,"e","ei","V-short","a/o","Butter"
"560",7.34839,47.78217,"e","ei","V-short","a/o","Butter"
"561",7.34839,47.78217,"i/ie","ei","V-long","e","Anke(n)/Butter"
"562",7.34839,47.78217,"i/ie","ei","V-long","e","Anke(n)/Butter"
"563",6.979,47.78312,"e","ei","V-short","a/o","Anke(n)"
"564",8.34635,47.78326,"i/ie","ei","V-short","a/o","Butter"
"565",6.97173,47.78361,"e","ei","V-short","a/o","Anke(n)"
"566",7.92311,47.78574,"i/ie","ei","V-long","e","Butter"
"567",8.49573,47.78613,"ü","oo","V-short","a/o","Butter"
"568",7.89443,47.78637,"ü","ei","V-short","a/o","Butter"
"569",7.50646,47.78661,"e","ei","V-short","a/o","Anke(n)"
"570",8.87581,47.78669,"i/ie","oa","V-short","a/o","Butter"
"571",7.65665,47.78685,"ü","ei","V-short","a/o","Butter"
"572",7.59221,47.78776,"ü","ei","V-long","e","Butter"
"573",8.97547,47.78849,"i/ie","oa","V-long","e","Butter"
"574",7.3698,47.78852,"e","ei","V-short","a/o","Butter"
"575",9.13275,47.78865,"ei/ai","oa","V-short","a/o","Butter"
"576",7.07084,47.78935,"ei/ai","ei","V-short","a/o","Butter"
"577",9.30037,47.78969,"ei/ai","aa","V-short","a/o","Butter"
"578",7.33579,47.79025,"i/ie","ei","V-short","a/o","Butter"
"579",8.79029,47.79154,"ü","oa","V-short","a/o","Butter"
"580",8.6839,47.79252,"ü","oo","V-long","e","Butter"
"581",8.6839,47.79252,"ü","oo","V-long","e","Butter"
"582",8.6839,47.79252,"ü",NA,"V-short","a/o","Butter"
"583",8.6839,47.79252,"ü",NA,"V-short","a/o","Butter"
"584",7.88227,47.79265,"i/ie","ei","V-short","a/o","Butter"
"585",8.72585,47.79296,"ü","oo","V-long","e","Butter"
"586",7.09999,47.79305,"i/ie","ei","V-short","a/o","Butter"
"587",8.38083,47.79495,"ei/ai","oa","V-short","a/o","Butter"
"588",9.42902,47.79495,"ei/ai","oa","V-short","a/o","Butter"
"589",8.38083,47.79495,"i/ie","ei","V-long","e","Butter"
"590",9.42902,47.79495,"i/ie","ei","V-long","e","Butter"
"591",9.09665,47.79525,"i/ie","aa","V-short","a/o","Butter"
"592",7.02973,47.7953,"e","ei","V-short","a/o","Butter"
"593",7.8271,47.79543,"ü","ei","V-short","a/o","k.A."
"594",8.35185,47.79705,"i/ie","ei","V-short","a/o","Butter"
"595",9.26015,47.7972,"ei/ai","oa","V-short","a/o","Butter"
"596",9.36523,47.79833,"ei/ai","oa","V-short","a/o","k.A."
"597",8.40272,47.79846,"ü","ei","V-long","e","Butter"
"598",8.17706,47.7987,"ü","ei","V-short","a/o","Butter"
"599",6.95965,47.79904,"i/ie","ei","V-long","a/o","Butter"
"600",8.87459,47.79932,"i/ie","aa","V-short","a/o","Anke(n)"
"601",8.76917,47.79954,"i/ie","oa","V-short","a/o","Butter"
"602",7.91301,47.80054,"i/ie","ei","V-short","a/o","Butter"
"603",9.3844,47.80143,"ei/ai","oa","V-short","a/o","Butter"
"604",7.37806,47.80152,"i/ie","ei","V-short","a/o","Butter"
"605",7.84054,47.80226,"i/ie","ei","V-short","a/o","Butter"
"606",8.92209,47.80296,"i/ie","oa","V-long","e","Butter"
"607",7.89522,47.80317,"ü","ei","V-short","a/o","Butter"
"608",8.43056,47.80389,"i/ie","ei","V-short","a/o","Butter"
"609",9.02835,47.80402,"i/ie","oa","V-short","a/o","Butter"
"610",9.23743,47.80427,"ei/ai","oa","V-short","a/o","Butter"
"611",7.93964,47.80434,"i/ie","ei","V-short","a/o","Butter"
"612",8.83529,47.80435,"ü","aa","V-long","e","Butter"
"613",9.32135,47.80541,"ei/ai","oa","V-short","a/o","Butter"
"614",7.67934,47.80555,"i/ie","ei","V-short","a/o","Butter"
"615",6.93211,47.80559,"i/ie","ei","V-short","a/o","Butter"
"616",9.29433,47.80634,"ei/ai","oa","V-short","a/o","Butter"
"617",7.64763,47.80664,"ü","ei","V-short","a/o","Butter"
"618",8.60654,47.8069,"i/ie","oo","k.A.","k.A.","Butter"
"619",6.90688,47.80694,"e","ei","V-short","a/o","Butter"
"620",7.12206,47.80704,"e","ei","V-long","a/o","Butter"
"621",7.69904,47.80743,"i/ie","ei","V-short","a/o","Butter"
"622",8.63235,47.80782,"i/ie","oo","V-long","e","Butter"
"623",8.81866,47.80792,"sonst",NA,"V-long","e","Butter"
"624",8.5291,47.80794,"i/ie","oa","V-long","e","Butter"
"625",7.62923,47.80821,"i/ie","ei","V-short","a/o","Butter"
"626",6.94324,47.80838,"e","ei","V-short","a/o","Butter"
"627",8.49815,47.80904,"i/ie","oo","V-short","a/o","Butter"
"628",7.17837,47.80918,"i/ie","ei","V-short","a/o","Butter"
"629",9.17351,47.80982,"ei/ai","oa","V-short","a/o","Butter"
"630",7.10335,47.81019,"e","ei","V-short","a/o","Butter"
"631",9.27056,47.81023,"ei/ai","oa","V-short","a/o","Butter"
"632",7.24063,47.81047,"i/ie","ei","V-long","e","Butter"
"633",7.24063,47.81047,"i/ie","ei","V-long","e","Butter"
"634",7.24063,47.81047,"i/ie","ei","V-short","a/o","Butter"
"635",7.24063,47.81047,"i/ie","ei","V-short","a/o","Butter"
"636",7.33993,47.81085,"e","ei","V-short","a/o","Butter"
"637",8.45286,47.81178,"i/ie","ei","V-short","a/o","Butter"
"638",7.56012,47.81393,"i/ie","oi","V-short","a/o","Butter"
"639",8.68358,47.81394,"ü","oo","V-long","e","Butter"
"640",8.90712,47.81585,"ü","oa","V-long","a/o","Anke(n)/Butter"
"641",8.61478,47.81599,"i/ie","oo","V-short","a/o","Butter"
"642",7.53969,47.81643,"i/ie","ei","V-short","a/o","Butter"
"643",9.11824,47.81683,"ei/ai","oa","V-short","a/o","Butter"
"644",8.17828,47.81706,"i/ie","ei","V-short","a/o","Butter"
"645",8.66036,47.81721,"i/ie","oa","V-short","a/o","k.A."
"646",7.38278,47.81739,"ei/ai","ei","V-short","a/o","Butter"
"647",8.07059,47.81749,"ü","ei","V-short","a/o","Anke(n)"
"648",7.93888,47.8175,"i/ie","ei","V-short","a/o","Butter"
"649",9.34649,47.8185,"ei/ai","oa","V-short","a/o","Butter"
"650",8.7018,47.81859,"i/ie","oo","V-short","a/o","Butter"
"651",8.55432,47.81867,"i/ie","oo","V-long","e","Butter"
"652",8.55432,47.81867,"i/ie","oo","V-long","e","Butter"
"653",8.55432,47.81867,"i/ie","oo","V-short","a/o","Butter"
"654",8.55432,47.81867,"i/ie","oo","V-short","a/o","Butter"
"655",9.05916,47.8189,"i/ie","oa","V-short","a/o","Butter"
"656",8.34216,47.8198,"i/ie","ei","V-short","a/o","Butter"
"657",7.17804,47.81981,"e","ei","V-short","a/o","Anke(n)"
"658",8.96632,47.81985,"i/ie","oa","V-short","a/o","Butter"
"659",9.31203,47.81993,"sonst",NA,"V-short","a/o","Butter"
"660",7.15487,47.82041,"i/ie","ei","V-short","a/o","Butter"
"661",8.01571,47.82095,"ü","ei","V-short","a/o","Butter"
"662",8.01571,47.82095,"ü","ei","V-short","a/o","Butter"
"663",8.01571,47.82095,"ü","ei","V-long","e","Anke(n)"
"664",8.01571,47.82095,"ü","ei","V-long","e","Anke(n)"
"665",9.01058,47.82135,"ü","aa","V-long","e","Butter"
"666",7.65195,47.82164,"ü","ei","V-short","a/o","Butter"
"667",8.863,47.82187,"i/ie","oa","V-long","e","Butter"
"668",6.9473,47.82212,"e","ei","V-short","a/o","Butter"
"669",7.35868,47.82216,"i/ie","ei","V-short","a/o","Butter"
"670",8.75772,47.82306,"i/ie","oo","V-long","e","Butter"
"671",9.21042,47.82312,"ei/ai","ei","k.A.","k.A.","Butter"
"672",8.80075,47.82351,"i/ie","oa","V-short","a/o","Butter"
"673",9.25398,47.82461,"ei/ai","oa","k.A.","k.A.","Butter"
"674",7.51396,47.82468,"i/ie","ei","V-long","e","Butter"
"675",8.39596,47.82501,"i/ie","ei","V-short","a/o","Butter"
"676",7.25504,47.82648,"e","ei","V-short","a/o","Butter"
"677",7.67237,47.82744,"i/ie","ei","V-short","a/o","Butter"
"678",7.6208,47.82868,"i/ie","ei","V-long","e","Butter"
"679",7.94634,47.82887,"i/ie","ei","V-short","a/o","Butter"
"680",7.07947,47.82929,"i/ie","ei","V-short","a/o","Butter"
"681",9.09477,47.82968,"ei/ai","oo","V-short","a/o","Butter"
"682",9.3248,47.82972,"ei/ai","oa","V-short","a/o","Butter"
"683",9.13657,47.83337,"ei/ai","oa","V-short","a/o","Butter"
"684",7.65681,47.83383,"i/ie","ei","V-short","a/o","Butter"
"685",7.30181,47.83432,"e","ei","V-long","a/o","Butter"
"686",7.17766,47.83549,"i/ie","ei","V-short","a/o","Butter"
"687",8.1233,47.8356,"i/ie","ei","V-long","e","Anke(n)/Butter"
"688",8.92977,47.83688,"i/ie","oa","V-long","e","Butter"
"689",9.19109,47.83714,"i/ie","oa","V-short","a/o","Butter"
"690",8.77423,47.8379,"i/ie","ao","V-long","e","Butter"
"691",8.44464,47.83863,"i/ie","oa","V-long","e","Butter"
"692",8.53265,47.83981,"i/ie","ei","V-short","a/o","Butter"
"693",8.48733,47.84,"ü","oo","V-long","e","Butter"
"694",7.97372,47.84091,"e","ei","V-short","a/o","Butter"
"695",7.70727,47.84122,"ü","ei","V-long","e","Butter"
"696",7.79435,47.84136,"ü","ei","V-short","a/o","Butter"
"697",7.8814,47.84169,"i/ie","ei","V-short","a/o","Butter"
"698",8.29672,47.84246,"sonst","ei","V-long","e","Butter"
"699",8.95914,47.84256,"i/ie","oa","k.A.","k.A.","Butter"
"700",7.92836,47.843,"i/ie","ei","V-short","a/o","Butter"
"701",7.57779,47.84303,"ü","ei","V-short","a/o","Anke(n)"
"702",8.6077,47.84306,"i/ie","aa","V-short","a/o","Butter"
"703",8.8497,47.84307,"ü","oi","V-long","e","Butter"
"704",7.07073,47.84351,"i/ie","ei","V-short","a/o","Butter"
"705",8.16112,47.84388,"i/ie","ei","V-short","a/o","Butter"
"706",8.76516,47.84558,"i/ie","oa","V-long","e","Butter"
"707",7.63735,47.8479,"i/ie","ei","V-short","a/o","Anke(n)"
"708",7.21533,47.8484,"e","ei","V-short","a/o","Butter"
"709",7.86115,47.84975,"i/ie","ei","V-short","e","Butter"
"710",8.26456,47.84976,"i/ie","ei","V-long","e","Butter"
"711",7.94335,47.85074,"i/ie","ei","V-short","a/o","Butter"
"712",8.76853,47.85186,"i/ie","ei","V-short","a/o","Anke(n)"
"713",7.51712,47.85248,"e","ei","V-long","e","Anke(n)/Butter"
"714",9.01468,47.85384,"ei/ai","ei","V-short","a/o","Anke(n)"
"715",8.35108,47.85467,"i/ie","aa","V-long","e","Butter"
"716",7.78649,47.85518,"i/ie","ei","V-short","a/o","Butter"
"717",9.05857,47.85618,"ei/ai","aa","V-short","a/o","Anke(n)"
"718",7.91725,47.857,"i/ie","ei","V-short","a/o","Butter"
"719",8.11016,47.85701,"i/ie","ei","V-short","a/o","Butter"
"720",8.8974,47.85806,"i/ie","oo","V-short","a/o","Butter"
"721",8.31065,47.85812,"i/ie","oa","V-long","e","Butter"
"722",9.32995,47.85865,"ei/ai","oa","V-long","e","Butter"
"723",8.4031,47.85931,"i/ie","oa","V-short","a/o","Butter"
"724",7.63962,47.85945,"i/ie","ei","V-short","a/o","Butter"
"725",9.27568,47.85957,"sonst",NA,"V-short","a/o","Butter"
"726",7.25961,47.86006,"e","ei","V-short","a/o","Butter"
"727",8.50328,47.86021,"i/ie","oa","V-long","e","Butter"
"728",7.70076,47.86061,"i/ie","ei","V-short","a/o","Anke(n)"
"729",7.04865,47.86081,"i/ie","ei","V-long","e","Butter"
"730",9.37456,47.86209,"ei/ai","oa","V-short","a/o","Butter"
"731",9.00909,47.86237,"ei/ai","oa","V-short","a/o","Anke(n)"
"732",9.16937,47.86289,"ei/ai","oa","V-short","a/o","Butter"
"733",9.16937,47.86289,"ei/ai","oa","V-short","a/o","Butter"
"734",9.16937,47.86289,"ei/ai","oi","k.A.","k.A.","Butter"
"735",9.16937,47.86289,"ei/ai","oi","k.A.","k.A.","Butter"
"736",8.66787,47.86461,"i/ie","oo","V-long","e","Butter"
"737",7.03487,47.86486,"e","ei","V-short","a/o","Butter"
"738",7.27197,47.86504,"e","ei","V-short","a/o","Butter"
"739",7.35432,47.86522,"e","ei","V-short","a/o","Butter"
"740",8.14698,47.86647,"i/ie","ei","V-short","a/o","Butter"
"741",8.81087,47.86719,"i/ie","oa","V-long","e","Butter"
"742",8.46432,47.8676,"i/ie","oa","V-short","a/o","Anke(n)/Butter"
"743",8.74175,47.86811,"i/ie","aa","V-short","a/o","Butter"
"744",7.45274,47.86847,"i/ie","ei","V-long","a/o","Butter"
"745",8.20144,47.8687,"i/ie","ei","V-short","a/o","Butter"
"746",8.0952,47.86975,"i/ie","ei","V-long","e","Butter"
"747",8.12453,47.8699,"i/ie","ei","V-short","a/o","Anke(n)"
"748",8.53811,47.87011,"i/ie","oa","V-long","e","Butter"
"749",7.66768,47.87108,"i/ie","ei","V-short","a/o","Butter"
"750",7.00519,47.87122,"i/ie","ei","V-short","a/o","Butter"
"751",7.69689,47.87134,"i/ie","ei","V-short","a/o","Anke(n)"
"752",7.81186,47.87153,"i/ie","ei","V-short","a/o","Butter"
"753",7.72184,47.87162,"i/ie","ei","V-short","a/o","Butter"
"754",6.97488,47.87245,"i/ie","ei","V-short","a/o","Butter"
"755",8.71683,47.87248,"i/ie","aa","V-short","a/o","Butter"
"756",7.59238,47.87313,"i/ie","ei","V-short","a/o","Butter"
"757",7.10326,47.87359,"i/ie","ei","V-short","a/o","Anke(n)/Butter"
"758",7.03186,47.87365,"ei/ai","oa","V-short","a/o","Anke(n)"
"759",9.0005,47.87365,"ei/ai","oa","V-short","a/o","Anke(n)"
"760",7.03186,47.87365,"i/ie","ei","V-short","a/o","Butter"
"761",9.0005,47.87365,"i/ie","ei","V-short","a/o","Butter"
"762",7.20969,47.87406,"e","ei","V-short","a/o","Butter"
"763",8.34864,47.8748,"i/ie","aa","V-short","a/o","Anke(n)/Butter"
"764",8.97748,47.87563,"i/ie","oa","V-short","a/o","Butter"
"765",8.97748,47.87563,"i/ie","oa","V-short","a/o","Butter"
"766",8.97748,47.87563,"ei/ai","aa","V-long","e","Butter"
"767",8.97748,47.87563,"ei/ai","aa","V-long","e","Butter"
"768",7.83588,47.87776,"i/ie","ei","V-short","a/o","Butter"
"769",7.30418,47.87789,"e","ei","V-short","a/o","Butter"
"770",7.05832,47.88017,"e","ei","V-short","a/o","Butter"
"771",8.95295,47.88032,"i/ie","ä","V-long","e","Butter"
"772",7.01113,47.88081,"i/ie","ei","V-short","a/o","Butter"
"773",8.96262,47.88125,"i/ie","oa","V-long","e","Butter"
"774",8.40711,47.88128,"i/ie","oa","V-long","e","Anke(n)/Butter"
"775",7.72962,47.88166,"i/ie","ei","V-short","a/o","Butter"
"776",6.95521,47.88255,"e","ei","V-long","a/o","Butter"
"777",7.53396,47.88426,"e","ei","V-short","a/o","Butter"
"778",8.34547,47.8844,"ü","oa","V-short","a/o","Butter"
"779",6.98836,47.88519,"e","ei","V-short","a/o","Butter"
"780",7.68027,47.88527,"i/ie","ei","V-short","a/o","Anke(n)"
"781",7.22862,47.88613,"e","ei","V-short","a/o","Butter"
"782",8.90723,47.8873,"i/ie","ei","V-short","a/o","Butter"
"783",7.28212,47.88747,"e","ei","V-short","a/o","Butter"
"784",7.46704,47.8888,"i/ie","ei","V-short","a/o","Butter"
"785",7.65221,47.8908,"i/ie","ei","V-short","a/o","Butter"
"786",8.55367,47.89124,"ü","oa","V-short","a/o","Anke(n)/Butter"
"787",8.49054,47.89134,"i/ie","oa","V-short","a/o","Butter"
"788",8.43444,47.8919,"i/ie","oa","V-short","a/o","Butter"
"789",8.17667,47.89199,"i/ie","ei","V-short","a/o","Butter"
"790",8.29448,47.89247,"i/ie","ei","V-long","e","Butter"
"791",9.00808,47.89295,"ei/ai","oo","V-short","a/o","Anke(n)/Butter"
"792",8.88331,47.8933,"i/ie","oa","V-short","a/o","Butter"
"793",7.87525,47.8938,"i/ie","ei","V-short","a/o","Butter"
"794",8.51475,47.89489,"i/ie","oa","V-short","a/o","Anke(n)/Butter"
"795",9.30821,47.89505,"ei/ai","oi","V-short","a/o","Butter"
"796",7.94887,47.89511,"i/ie","ei","V-short","a/o","Butter"
"797",6.98613,47.89621,"e","ei","V-short","a/o","Butter"
"798",7.35308,47.89742,"ei/ai","ei","V-long","a/o","Anke(n)"
"799",9.2431,47.89832,"ei/ai","oi","V-short","a/o","Butter"
"800",7.17995,47.8995,"e","ei","V-short","a/o","Butter"
"801",7.17995,47.8995,"e","ei","V-short","a/o","Butter"
"802",7.17995,47.8995,"e","ei","V-short","a/o","Butter"
"803",7.17995,47.8995,"e","ei","V-short","a/o","Butter"
"804",9.04053,47.89958,"ei/ai","oa","V-short","a/o","Butter"
"805",9.04053,47.89958,"ei/ai","oa","V-short","a/o","Butter"
"806",9.04053,47.89958,"ei/ai","aa","V-short","a/o","Butter"
"807",9.04053,47.89958,"ei/ai","aa","V-short","a/o","Butter"
"808",8.36266,47.90077,"i/ie","oa","V-long","e","Butter"
"809",7.89778,47.90096,"i/ie","ei","V-short","a/o","Butter"
"810",8.14936,47.90254,"i/ie","ei","V-long","e","Butter"
"811",8.14936,47.90254,"i/ie","ei","V-long","e","Butter"
"812",8.14936,47.90254,"i/ie","oa","V-short","a/o","Butter"
"813",8.14936,47.90254,"i/ie","oa","V-short","a/o","Butter"
"814",7.25365,47.90288,"e","ei","V-long","a/o","Anke(n)"
"815",7.66581,47.90315,"i/ie","ei","V-short","a/o","Butter"
"816",8.92043,47.90334,"i/ie","oa","V-long","e","Butter"
"817",7.15658,47.90483,"e","ei","V-short","a/o","Butter"
"818",8.10487,47.90631,"i/ie",NA,"V-long","e","Butter"
"819",8.53796,47.90851,"i/ie","aa","V-short","a/o","Anke(n)"
"820",7.83776,47.909,"i/ie","ei","V-short","a/o","Butter"
"821",7.4473,47.90935,"i/ie","ei","V-short","a/o","Butter"
"822",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)"
"823",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)"
"824",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)"
"825",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)"
"826",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)"
"827",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)/Butter"
"828",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)/Butter"
"829",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)/Butter"
"830",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)/Butter"
"831",7.21078,47.9095,"e","ei","V-short","a/o","Anke(n)/Butter"
"832",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"833",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"834",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"835",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
"836",7.21078,47.9095,"i/ie","ei","V-short","a/o","Butter"
