xcord,ycord,data,NN1,NN2,NN3,NN4,NN5,n1,n2,n3,n4,n5,nSum1,nSum2,nSum3,nSum4,nSum5,nrm,cor
409677.640326391,5271292.30268681,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
407615.03279394,5269643.81322563,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
408880.233181358,5268047.64351044,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
404378.710969586,5267617.15407509,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
401511.158970215,5267104.5280092,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412606.890632815,5279366.92114421,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
415067.8149526,5279676.19230714,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
417237.441646837,5278425.50298533,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
422999.415062465,5278359.76571783,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
424339.989525022,5277952.02739473,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
421019.822986517,5275604.01482267,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
423182.96128027,5274451.30101392,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
421799.292961056,5273774.97388836,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
422794.674257457,5272995.83954991,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
418350.468064715,5271556.85987253,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
415791.504029217,5271761.09044995,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
414101.742713613,5274251.2657228,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
417697.324589161,5275677.7955453,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412743.090819434,5277731.90717122,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
418268.680880782,5268938.01799607,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
421914.271057165,5269560.61138242,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
360846.025064189,5269650.84264657,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
359914.533470417,5270569.36471441,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
390699.43029175,5307975.25993878,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
390699.43029175,5307975.25993878,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
390396.810747869,5304476.59827182,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
389070.049387929,5300968.61947799,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
398054.9560166,5300293.97941129,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
398247.38208666,5301574.65316279,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
400368.446883653,5302830.63871026,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
399249.862405437,5305042.39874667,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
397181.720095769,5307985.01021998,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
394741.736551069,5303158.34650094,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
393589.171169104,5299833.0267129,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
400290.190926957,5306397.33325195,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
401336.865326197,5304391.5608331,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
402553.235078003,5302822.27207225,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
402822.572179127,5301624.86039085,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
400885.971616205,5312219.27302814,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
403273.428682999,5299461.68436854,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
409225.221775615,5300917.08973593,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
409789.203562247,5299371.92381049,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
405019.614640166,5303928.47252762,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
404419.483939296,5302822.21707593,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
403122.140856019,5308014.45340765,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
406759.731365706,5307669.89472203,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
411150.906345808,5302704.74797206,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
414801.080540496,5300228.57938828,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
416303.024745379,5299310.65614389,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
419818.689427223,5299406.46091907,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
420952.008045701,5300251.2488,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
419009.238880122,5300974.02126659,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
421432.059387605,5305176.96625735,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
417622.604769293,5305880.39213858,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
422694.998549713,5309434.10417808,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
413150.359551828,5306839.75169798,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
415927.193802772,5305108.90079606,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
423209.454751416,5299128.11057458,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412957.532469283,5303369.80829422,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
345169.299328907,5296763.17479467,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
346010.859566793,5297051.01024576,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
346355.372491678,5298569.92996541,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
347212.025455936,5295980.44846143,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
348614.712779367,5294173.11924191,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
343284.377759018,5296964.04722712,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
349697.734901068,5292986.1103846,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
348071.595329469,5294241.83235151,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
352449.045944307,5295428.6896146,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
354561.110386197,5293147.80555553,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
354186.080078661,5290993.17183468,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
351775.525498242,5291273.37191861,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
356743.712398726,5293440.38845088,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
357704.391839679,5295046.94885628,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
358002.751162399,5296945.64408547,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
359394.966887289,5296561.36665447,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
356267.728305008,5299112.48729253,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
360172.169537876,5293193.16736299,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
361415.250876484,5291481.96773511,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
361886.901109691,5297988.11209342,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
355511.108901866,5294689.8007912,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
363619.610809515,5297880.28834524,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
363616.471091637,5296698.32205628,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
368280.930455451,5296733.73012294,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
368280.930455451,5296733.73012294,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
369399.90200224,5298488.58692261,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
363632.2588735,5299623.58731216,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
371232.994927329,5291111.04465755,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
375861.15287438,5290031.65333837,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
375861.15287438,5290031.65333837,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
377146.343999193,5297838.54614176,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
375715.940727258,5296611.54943685,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
375356.72389715,5294328.78188852,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
376281.215627757,5293410.56189476,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
377899.829463926,5294082.25938053,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
378548.782546967,5295514.04006662,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
376281.215627757,5293410.56189476,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
377117.452613655,5291921.75961812,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
377117.452613655,5291921.75961812,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
378939.103295246,5297270.3948495,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
390682.703574785,5296929.89665734,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
392206.865811537,5296623.36242272,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
396778.68853717,5298179.8445507,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
399483.626927546,5298704.75232412,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
399096.311712314,5297356.29383736,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
398743.79692409,5295694.85326557,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
397369.24964569,5295893.60119953,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
394556.206768349,5293670.61785923,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
399380.934019936,5293483.6406659,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
394647.271684606,5290848.45124079,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
398168.833705951,5292042.89608028,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
398400.330105125,5290156.6838223,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
393294.682420884,5290139.42745031,nd,nd,nd,nd,nd,ng,1,1,1,1,0,1,2,3,4,4,0.8,0.7
391591.289381845,5291659.67529345,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
387964.94431606,5290605.72055017,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
388131.179633369,5293663.27531469,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
388774.250567675,5297883.49559115,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
400635.825807581,5297974.45089868,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
401115.914309986,5295532.67273056,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
402594.437719428,5295716.60950005,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
404612.489130292,5291650.89779009,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412111.734143868,5292088.16683171,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412162.189466372,5294229.5513735,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
403175.826506232,5287384.6937804,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
421142.549449466,5297817.54306335,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
420566.892828518,5296561.51224484,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
420603.726165343,5295098.1249611,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
418603.845539978,5294703.47787796,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
417275.883664967,5295014.65391058,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
413180.071041471,5294973.45869268,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
416289.322316142,5293859.39689072,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
417190.039481714,5293148.34957612,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
419337.243899801,5293048.02562071,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
423014.196251314,5292319.92852689,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
421568.818595252,5290985.38090264,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
425361.078245382,5288030.76349002,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
416364.772446553,5290262.19597535,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
356943.519127835,5290601.99648357,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
354337.281638082,5288532.85479932,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
356806.517535832,5286598.75000311,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
361270.026218206,5287822.54685372,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
362026.076263291,5286456.80663261,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
355319.543460372,5284717.35575957,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
354590.176822919,5282929.61969288,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
360019.399678969,5283464.65265274,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
358463.200043167,5285601.80433095,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
353151.378834834,5289074.29137072,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
362627.015890683,5290443.4484335,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
367471.466030509,5289929.30608796,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
370068.845538021,5288408.36738147,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
372719.844251917,5286295.94673931,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
371011.165665963,5284465.65456829,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
372054.550557507,5283684.2731996,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
373141.670773319,5283999.56532678,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
369752.723954387,5281162.45306538,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
369752.723954387,5281162.45306538,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
366097.429604459,5282371.85060335,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
370031.628957084,5283324.4282244,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
366829.231325729,5285109.30011647,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
362475.462928334,5280995.27748924,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
365098.624512878,5281299.67632923,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
364455.687288051,5283520.7328107,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
367044.446549404,5287460.5629076,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
373817.449408808,5286668.93386391,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
379864.018238386,5289104.57938155,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
379864.018238386,5289104.57938155,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
381273.32155267,5287354.45023805,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
379173.607559313,5286451.59732648,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
376932.07194162,5284341.67003752,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
380164.083779572,5283401.322599,nd,nd,nd,nd,ng,nd,1,1,1,0,1,1,2,3,3,4,0.8,0.7
380414.256549598,5282279.89397229,nd,nd,nd,ng,ng,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
379627.6122882,5282688.6048049,nd,nd,nd,nd,ng,nd,1,1,1,0,1,1,2,3,3,4,0.8,0.7
377349.066580208,5281159.63140687,nd,nd,nd,ng,ng,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
377700.887503642,5289765.7477755,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
379845.767431473,5285577.08593446,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
389087.068389801,5287382.22217149,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
391824.238657513,5287510.67048035,nd,nd,ng,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
395342.049924605,5288266.63612569,nd,ng,nd,nd,nd,ng,0,1,1,1,0,0,1,2,3,3,0.6,0.4
398185.492264962,5287910.3263136,nd,nd,nd,nd,nd,ng,1,1,1,1,0,1,2,3,4,4,0.8,0.7
397665.795577911,5285613.75784525,nd,ng,nd,ng,nd,nd,0,1,0,1,1,0,1,1,2,3,0.6,0.4
395758.253238595,5285132.95232918,ng,nd,ng,ng,nd,ng,0,1,1,0,1,0,1,2,2,3,0.6,0.4
393841.284816128,5286495.09265609,ng,nd,nd,ng,nd,nd,0,0,1,0,0,0,0,1,1,1,0.2,-0.2
391204.980713553,5285924.64323521,nd,nd,nd,nd,ng,ng,1,1,1,0,0,1,2,3,3,3,0.6,0.4
389975.909694587,5285125.09167374,nd,nd,nd,ng,nd,nd,1,1,0,1,1,1,2,2,3,4,0.8,0.7
387733.714028431,5282674.27392112,nd,nd,nd,nd,ng,nd,1,1,1,0,1,1,2,3,3,4,0.8,0.7
387733.714028431,5282674.27392112,nd,nd,nd,nd,ng,nd,1,1,1,0,1,1,2,3,3,4,0.8,0.7
387733.714028431,5282674.27392112,nd,nd,nd,nd,ng,nd,1,1,1,0,1,1,2,3,3,4,0.8,0.7
388167.941342312,5285537.62395765,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
390549.916096873,5283051.93056084,ng,nd,ng,nd,ng,ng,0,1,0,1,1,0,1,1,2,3,0.6,0.4
392114.343800969,5282734.73932389,ng,ng,ng,ng,ng,nd,1,1,1,1,0,1,2,3,4,4,0.8,0.7
394769.121341079,5281723.31575113,ng,ng,ng,ng,ng,ng,1,1,1,1,1,1,2,3,4,5,1,1
397036.084584904,5283355.86620199,ng,ng,nd,ng,nd,ng,1,0,1,0,1,1,1,2,2,3,0.6,0.4
399660.746345815,5285442.20835337,nd,nd,nd,ng,ng,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
392475.468953693,5281032.63789199,ng,ng,ng,ng,ng,nd,1,1,1,1,0,1,2,3,4,4,0.8,0.7
391133.18970756,5280968.66814083,ng,ng,ng,ng,nd,nd,1,1,1,0,0,1,2,3,3,3,0.6,0.4
389151.502540749,5283013.94912344,nd,ng,nd,nd,nd,nd,0,1,1,1,1,0,1,2,3,4,0.8,0.7
403175.826506232,5287384.6937804,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
407594.434235857,5289015.73938393,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
409848.83929945,5289299.31348223,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412408.704718524,5289275.65800947,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
411527.618355484,5284883.59124816,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
409731.864799753,5285922.81978311,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
407938.038774728,5286240.01324229,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
404967.183171728,5285025.01377005,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
407321.724775358,5281222.8963382,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
409814.024654876,5282467.65887556,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
405346.718067631,5282668.74601173,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
415255.049445532,5287412.53521114,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
418010.523534468,5288335.6122861,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
418595.164508964,5287092.38500043,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
421386.907856392,5288068.79045243,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
416288.142148906,5286716.12176789,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
415507.412047095,5285274.54529613,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
417808.396360331,5285550.55458462,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412747.503047414,5285529.89584172,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
413957.765496143,5284431.33923175,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
416632.70112513,5284072.19487714,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
419920.704977723,5283203.36920885,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412979.664095699,5281544.56089574,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
414507.696372628,5281621.94024545,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
426062.727975515,5290253.82390436,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
425361.078245382,5288030.76349002,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
354996.600179651,5281400.43659218,nd,nd,nd,nd,nd,ng,1,1,1,1,0,1,2,3,4,4,0.8,0.7
356742.982595064,5281279.31647277,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
361072.804781423,5279755.40164884,nd,nd,nd,ng,nd,nd,1,1,0,1,1,1,2,2,3,4,0.8,0.7
361605.102959845,5279076.64877711,nd,nd,ng,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
359787.822381679,5278309.51213413,ng,nd,nd,nd,nd,nd,0,0,0,0,0,0,0,0,0,0,0,-0.5
358868.744867713,5276913.9385239,nd,nd,ng,nd,ng,nd,1,0,1,0,1,1,1,2,2,3,0.6,0.4
358268.990509855,5277596.80953483,nd,nd,ng,ng,nd,nd,1,0,0,1,1,1,1,1,2,3,0.6,0.4
356747.82473176,5277019.09673559,ng,nd,nd,nd,nd,nd,0,0,0,0,0,0,0,0,0,0,0,-0.5
354148.199010534,5277158.12753732,nd,nd,ng,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
351634.240312944,5277265.00222655,nd,nd,ng,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
357608.400140424,5275539.05563503,nd,nd,ng,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
358298.479477571,5274296.82360276,nd,nd,nd,nd,nd,ng,1,1,1,1,0,1,2,3,4,4,0.8,0.7
358602.717419757,5273042.90477252,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
360619.289510877,5272917.62892098,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
361935.001434041,5276257.77631294,nd,nd,ng,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
381018.625891856,5273859.94948252,nd,ng,ng,ng,nd,nd,0,0,0,1,1,0,0,0,1,2,0.4,0.1
386899.10508169,5372587.16787625,nd,nd,nd,nn,nn,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
386899.10508169,5372587.16787625,nd,nd,nd,nn,nn,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
386899.10508169,5372587.16787625,nd,nd,nd,nn,nn,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
388924.604182398,5371487.31295333,nn,nd,nd,nd,nd,nn,0,0,0,0,1,0,0,0,0,1,0.2,-0.2
