xcord,ycord,data,NN1,NN2,NN3,NN4,NN5,n1,n2,n3,n4,n5,nSum1,nSum2,nSum3,nSum4,nSum5,nrm,cor
394141.694160414,5385459.58879633,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
421780.800997444,5429218.64348191,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
411000.589384318,5422881.9932512,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
400618.552674561,5382400.55277494,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
391415.068189606,5380636.78978333,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
391415.068189606,5380636.78978333,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
389359.802059664,5379807.21615364,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
391708.189439296,5379645.97710244,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
394114.267217517,5380076.17607752,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
397828.40880853,5379332.71654009,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
395875.98758655,5375962.6793391,nd,nd,nd,nd,nd,nn,1,1,1,1,0,1,2,3,4,4,0.8,0.7
394117.297994971,5375596.22065375,nd,nd,nd,nn,nn,nd,1,1,0,0,1,1,2,2,2,3,0.6,0.4
391303.682212014,5375351.69896257,nd,nn,nd,nd,nd,nd,0,1,1,1,1,0,1,2,3,4,0.8,0.7
397169.871578203,5373406.0792906,nd,nn,nd,nd,nd,nd,0,1,1,1,1,0,1,2,3,4,0.8,0.7
399808.345082033,5374449.41119255,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
399332.713704127,5376567.09786635,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
395845.317043873,5379660.31924281,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
390138.797731281,5380619.26866301,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412586.013969595,5380800.13798952,nd,nd,nd,ng,nd,nd,1,1,0,1,1,1,2,2,3,4,0.8,0.7
413098.708248072,5374997.50731698,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
412788.663775033,5374002.78375174,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
404895.390645058,5375878.00004874,nd,nd,nd,nd,nd,ng,1,1,1,1,0,1,2,3,4,4,0.8,0.7
404895.390645058,5375878.00004874,nd,nd,nd,nd,nd,ng,1,1,1,1,0,1,2,3,4,4,0.8,0.7
401621.088939103,5381939.31677256,nd,nd,nd,nd,nd,ng,1,1,1,1,0,1,2,3,4,4,0.8,0.7
403177.164365225,5381524.31861227,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
399931.201305454,5379125.99952743,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
414716.794240877,5380314.98984595,nd,ng,nd,nd,nd,nd,0,1,1,1,1,0,1,2,3,4,0.8,0.7
417377.371368966,5379151.35191027,nd,ng,nd,ng,nd,nd,0,1,0,1,1,0,1,1,2,3,0.6,0.4
419813.820852478,5380007.81524021,ng,nd,ng,nd,nd,nd,0,1,0,0,0,0,1,1,1,1,0.2,-0.2
423915.935368345,5378724.6982152,nd,nd,nd,ng,nd,nd,1,1,0,1,1,1,2,2,3,4,0.8,0.7
424717.08253151,5376819.53888533,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
424884.228017708,5373178.6006034,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
422969.437728852,5374045.97443714,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
420530.730861705,5373591.7033576,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
417381.580862053,5374749.76977083,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
417381.580862053,5374749.76977083,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
415227.151840058,5375830.11664788,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
418229.141298547,5376767.52273978,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
420388.233025917,5376686.61913675,nd,nd,nd,ng,nd,nd,1,1,0,1,1,1,2,2,3,4,0.8,0.7
416558.345526635,5379759.32918416,ng,nd,nd,nd,ng,nd,0,0,0,1,0,0,0,0,1,1,0.2,-0.2
376155.953875178,5372388.73519093,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
376155.953875178,5372388.73519093,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
371226.648780131,5366256.90191519,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
461701.414616644,5458872.95483029,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
462400.339730225,5456526.78445625,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
467118.288450478,5462969.13468637,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
463614.110354,5461044.55502073,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
465243.40912462,5460127.93097928,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
468692.642085277,5460192.80335096,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
474042.437669011,5461178.82990376,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
473180.006682731,5456811.64854662,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
471080.58999208,5457020.17199853,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
464874.226018621,5455490.9674889,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
477891.388961674,5463408.79633951,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
478316.579913457,5460297.59888672,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
478316.579913457,5460297.59888672,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
480932.645335694,5461120.57898845,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
482442.629405961,5462946.55298195,nd,nd,nd,nd,nd,nn,1,1,1,1,0,1,2,3,4,4,0.8,0.7
486597.411312725,5463231.66878064,nn,nd,nd,nd,nd,nd,0,0,0,0,0,0,0,0,0,0,0,-0.5
487040.975703865,5460574.70989284,nd,nn,nd,nd,nd,nd,0,1,1,1,1,0,1,2,3,4,0.8,0.7
484036.617958006,5458771.63006388,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
480756.216889191,5458902.19895559,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
478246.10450144,5457554.14647974,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
476711.684161256,5455962.88653061,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
479049.131793615,5456191.39820538,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
482265.816661078,5456795.97993835,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
484769.487584344,5457368.79235686,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
484292.253427774,5455073.34063712,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
490425.398026854,5463060.23604408,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
491586.051911227,5462632.54734202,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
494169.260263176,5460789.31140517,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
497166.378574569,5460000.96922797,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
498173.955785046,5463701.43308339,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
498808.880167628,5456260.58885427,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
496692.496506444,5456716.14071561,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
490799.682019525,5455685.61833146,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
488484.459868081,5457580.99039797,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
491060.140650528,5460124.23951697,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
493028.320033583,5455438.88088008,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
507324.97315995,5463368.05454232,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
509658.537102703,5462854.71535045,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
506097.881771129,5459842.42367446,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
506504.632384115,5457767.33029913,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
508863.716768688,5455483.84748215,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
502920.152283323,5455886.59101565,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
500688.901105845,5457525.62198975,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
502510.838657437,5459864.07204077,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
501623.264373518,5461403.45711082,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
504561.199956274,5462724.71474096,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
499970.924675008,5461857.90757817,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
510365.052469802,5460870.47903126,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
509893.683381838,5458996.37495107,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
510751.722663632,5456832.37643612,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
457013.945174502,5453494.43985527,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
460178.237138175,5453724.12934475,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
461354.64104579,5449457.7759885,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
458052.757342412,5448311.23651526,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
465022.197161907,5452548.36704173,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
467200.429063283,5454437.14104555,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
473383.400111746,5451925.75447015,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
474743.118356402,5451954.92885137,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
474256.646366404,5450078.38251545,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
474141.624469685,5447918.86573615,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
472435.856783224,5447382.38567781,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
466854.048401902,5448156.83492855,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
463332.791123628,5447058.49184339,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
476821.153117825,5454828.47168156,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
478025.070665306,5454303.25145705,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
479819.83178376,5455232.44308366,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
483562.057788229,5453535.75735433,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
484040.225669272,5452739.4815229,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
485834.547734314,5450870.25199141,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
486374.206114883,5448494.30637218,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
481835.390012483,5447386.79353337,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
476329.165244683,5447203.11340778,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
479151.84852909,5451993.18069961,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
488036.05398973,5454768.21682671,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
493347.712122208,5454165.5872829,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
493903.172892721,5451599.14522809,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
498737.916566684,5454585.27083658,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
497611.43886468,5450069.93505435,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
499402.716747055,5450430.74997087,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
498613.969606536,5447945.15202343,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
495687.021642497,5446504.80504325,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
495403.223912426,5448828.46287652,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
492034.641714111,5446144.23406607,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
489965.608720622,5449220.32124311,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
490958.799245139,5450654.91250596,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
504060.659169169,5452596.68327944,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
507433.312103704,5454176.59160376,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
504220.209507303,5454373.29728905,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
457315.129587489,5445653.15529964,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
457377.365754984,5442852.20286851,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
456839.586041603,5441428.90655429,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
455639.861236227,5438675.73707905,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
462112.250044154,5439236.85463544,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
462768.532847048,5445962.7691464,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
473185.459138137,5445508.79844684,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
470890.006672373,5441291.48971259,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
466566.019441895,5442708.92491484,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
465044.300905481,5441773.3816528,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
465520.191966581,5438763.2104052,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
464250.23480024,5437664.00518676,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
467374.873830822,5437123.31646902,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
473880.809809135,5436976.51680305,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
474117.700302173,5438759.66969725,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
470890.006672373,5441291.48971259,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
479476.662769974,5444560.23217635,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
477326.235178781,5443657.04978005,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
475637.386783762,5443543.06419936,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
479263.186590488,5441108.11126796,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
479126.080403458,5439578.94342763,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
481424.779816005,5439056.03691953,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
484443.387974858,5437137.97309639,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
484436.526248255,5440667.57685293,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
483273.062157006,5442967.71804281,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
485872.415768684,5444036.57360169,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
498802.762987549,5444834.61162761,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
497409.619341723,5443771.20962328,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
493420.663748181,5442693.96598356,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
489532.884834176,5443090.16305634,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
489541.113135979,5438955.81090683,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
492919.697586068,5438246.76627579,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
507482.097571655,5443961.32029988,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
451535.852667851,5427911.86030524,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
461384.943918551,5434796.12967367,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
461143.283624029,5432940.1495771,nd,nd,nd,nd,nn,nd,1,1,1,0,1,1,2,3,3,4,0.8,0.7
460169.775988836,5430681.39364781,nd,nd,nd,nn,nd,nd,1,1,0,1,1,1,2,2,3,4,0.8,0.7
463109.30278216,5428368.74259517,nn,nd,nn,nd,nd,nd,0,1,0,0,0,0,1,1,1,1,0.2,-0.2
456795.751524703,5428777.81980351,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
452847.441317133,5428011.73879414,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
452074.894085143,5431041.1439338,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
454627.991023097,5433496.59710187,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
454627.991023097,5433496.59710187,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
455876.651361999,5437060.72022282,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
469723.435533666,5436108.33424829,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
474857.338985825,5434138.30646529,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
474226.808246842,5430039.09828274,nd,nd,nn,nd,nn,nd,1,0,1,0,1,1,1,2,2,3,0.6,0.4
471584.095008222,5428659.0670153,nn,nd,nd,nd,nn,nn,0,0,0,1,1,0,0,0,1,2,0.4,0.1
468356.061621861,5427488.13949117,nd,nd,nn,nn,nd,nd,1,0,0,1,1,1,1,1,2,3,0.6,0.4
465415.110803706,5427995.93368042,nn,nd,nn,nd,nd,nd,0,1,0,0,0,0,1,1,1,1,0.2,-0.2
468890.665784572,5431124.77959837,nd,nn,nd,nd,nn,nd,0,1,1,0,1,0,1,2,2,3,0.6,0.4
465743.057191221,5433486.78699385,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
478808.521637051,5435744.83925299,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
476999.47954596,5435400.76481683,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
479774.305161344,5432615.19178626,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
478552.65522753,5431339.13388089,nd,nd,nd,nd,nd,nn,1,1,1,1,0,1,2,3,4,4,0.8,0.7
476502.583837792,5432073.36609831,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
476844.635368314,5431378.24071135,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
476764.241357147,5427887.92256819,nn,nd,nd,nd,nd,nd,0,0,0,0,0,0,0,0,0,0,0,-0.5
479842.003647708,5428519.55002664,nd,nd,nd,nn,nd,nd,1,1,0,1,1,1,2,2,3,4,0.8,0.7
430270.079183071,5426558.34445659,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
432052.790485326,5425445.57989802,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434426.905081526,5424766.66221134,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434426.905081526,5424766.66221134,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434426.905081526,5424766.66221134,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
436688.547274392,5425218.50143203,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
436033.656067919,5422811.22519049,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
437464.031861054,5419071.65823186,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
434363.596115371,5420517.07551978,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
431937.787356794,5422148.30040572,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
403992.591663008,5352405.95455352,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428107.913472441,5421636.13236973,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428987.234938267,5421789.38532893,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
428986.078705326,5420264.01052057,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
431668.954802661,5419516.65914368,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
440027.000438893,5424994.69259688,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
446409.954964942,5424358.04206489,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
450005.629697835,5424818.1446879,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
447941.803023953,5423256.21075682,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
446422.88228978,5420075.5190365,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
445409.065128604,5421115.94802067,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
442400.941611436,5420024.52419265,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
442085.992727142,5420520.29555302,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
454114.39947538,5426611.47476117,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
454818.287406838,5426172.13558675,nd,nd,nd,nd,nd,nd,1,1,1,1,1,1,2,3,4,5,1,1
456530.784968592,5424728.81410173,nd,nd,nd,nd,nn,nd,1,1,1,0,1,1,2,3,3,4,0.8,0.7
459911.370306822,5424757.8744611,nd,nd,nd,nn,nd,nd,1,1,0,1,1,1,2,2,3,4,0.8,0.7
460594.668593937,5426272.67893526,nd,nd,nd,nd,nn,nn,1,1,1,0,0,1,2,3,3,3,0.6,0.4
461262.996275709,5427476.39483761,nd,nd,nn,nd,nd,nd,1,0,1,1,1,1,1,2,3,4,0.8,0.7
461800.411552358,5423933.03342832,nd,nn,nd,nn,nd,nd,0,1,0,1,1,0,1,1,2,3,0.6,0.4
460960.988306285,5422906.10171178,nn,nd,nn,nd,nn,nd,0,1,0,1,0,0,1,1,2,2,0.4,0.1
462120.254688951,5421674.114914,nn,nn,nd,nn,nd,nn,1,0,1,0,1,1,1,2,2,3,0.6,0.4
460622.792972164,5420012.53148471,nn,nn,nd,nn,nn,nn,1,0,1,1,1,1,1,2,3,4,0.8,0.7
455018.633324545,5419730.38305712,nd,nd,nn,nn,nn,nn,1,0,0,0,0,1,1,1,1,1,0.2,-0.2
456243.476589976,5421232.53300509,nn,nd,nd,nd,nn,nn,0,0,0,1,1,0,0,0,1,2,0.4,0.1
466528.113467402,5426024.76088023,nd,nn,nd,nd,nn,nn,0,1,1,0,0,0,1,2,2,2,0.4,0.1
467343.922687565,5423786.53691193,nd,nn,nd,nn,nn,nd,0,1,0,0,1,0,1,1,1,2,0.4,0.1
468378.611374308,5422836.74171343,nn,nn,nd,nn,nn,nn,1,0,1,1,1,1,1,2,3,4,0.8,0.7
468722.207360732,5421840.96161337,nn,nn,nn,nd,nn,nn,1,1,0,1,1,1,2,2,3,4,0.8,0.7
468443.227983718,5419772.60345015,nn,nn,nn,nn,nn,nn,1,1,1,1,1,1,2,3,4,5,1,1
465898.00315314,5421345.0743508,nn,nd,nd,nn,nn,nn,0,0,1,1,1,0,0,1,2,3,0.6,0.4
464198.945846494,5422452.97944031,nd,nn,nn,nd,nn,nd,0,0,1,0,1,0,0,1,1,2,0.4,0.1
471606.059145801,5423654.19067754,nn,nn,nn,nn,nn,nn,1,1,1,1,1,1,2,3,4,5,1,1
471606.059145801,5423654.19067754,nn,nn,nn,nn,nn,nn,1,1,1,1,1,1,2,3,4,5,1,1
472175.279155749,5421997.14942992,nn,nn,nn,nn,nn,nn,1,1,1,1,1,1,2,3,4,5,1,1
473261.481238408,5420098.65848027,nn,nn,nn,nn,nn,nn,1,1,1,1,1,1,2,3,4,5,1,1
477579.43472765,5426363.80921656,nd,nn,nd,nn,nn,nd,0,1,0,0,1,0,1,1,1,2,0.4,0.1
480082.522898131,5424213.21044093,nn,nn,nn,nd,nd,nn,1,1,0,0,1,1,2,2,2,3,0.6,0.4
478659.615191808,5422836.69774423,nn,nn,nn,nn,nd,nn,1,1,1,0,1,1,2,3,3,4,0.8,0.7
