data,X_utm,Y_utm,class
Hünd,390138.797731281,5380619.26866301,nd
Hind,412586.013969595,5380800.13798952,nd
"Hend, Hind",413098.708248072,5374997.50731698,nd
"Hund, Hind",412788.663775033,5374002.78375174,nd
"Hunde, Hind",404895.390645058,5375878.00004874,nd
Hund,404895.390645058,5375878.00004874,nd
Hünd,401621.088939103,5381939.31677256,nd
"Hund (Sg.), Hind (Pl.)",403177.164365225,5381524.31861227,nd
d'Hend,399931.201305454,5379125.99952743,nd
Hund,414716.794240877,5380314.98984595,nd
d'Hond,417377.371368966,5379151.35191027,nd
Hung,419813.820852478,5380007.81524021,ng
Hind,423915.935368345,5378724.6982152,nd
Hind,424717.08253151,5376819.53888533,nd
Hund,424884.228017708,5373178.6006034,nd
"Hund, Hind",422969.437728852,5374045.97443714,nd
Hind,420530.730861705,5373591.7033576,nd
d'Hound,417381.580862053,5374749.76977083,nd
d'Hund,417381.580862053,5374749.76977083,nd
Hund,415227.151840058,5375830.11664788,nd
unsre Hund,418229.141298547,5376767.52273978,nd
Hind,420388.233025917,5376686.61913675,nd
Hung,416558.345526635,5379759.32918416,ng
Hoend,376155.953875178,5372388.73519093,nd
Huend,376155.953875178,5372388.73519093,nd
Hunde,371226.648780131,5366256.90191519,nd
Hu̱nde,461701.414616644,5458872.95483029,nd
die Hund,462400.339730225,5456526.78445625,nd
Hund,467118.288450478,5462969.13468637,nd
"Hund, Handä",463614.110354,5461044.55502073,nd
Hunde,465243.40912462,5460127.93097928,nd
Hünd,468692.642085277,5460192.80335096,nd
Hund (m) ,474042.437669011,5461178.82990376,nd
Hund ,473180.006682731,5456811.64854662,nd
Hund,471080.58999208,5457020.17199853,nd
Hund,464874.226018621,5455490.9674889,nd
Hund,477891.388961674,5463408.79633951,nd
Hund,478316.579913457,5460297.59888672,nd
Hund,478316.579913457,5460297.59888672,nd
Hünd,480932.645335694,5461120.57898845,nd
"Hund, Hund",482442.629405961,5462946.55298195,nd
Hunn,486597.411312725,5463231.66878064,nn
Hünd,487040.975703865,5460574.70989284,nd
Hund,484036.617958006,5458771.63006388,nd
Hund,480756.216889191,5458902.19895559,nd
Hund,478246.10450144,5457554.14647974,nd
Hund,476711.684161256,5455962.88653061,nd
Hund,479049.131793615,5456191.39820538,nd
Hund,482265.816661078,5456795.97993835,nd
Hunde,484769.487584344,5457368.79235686,nd
Hund,484292.253427774,5455073.34063712,nd
Hund,490425.398026854,5463060.23604408,nd
Hind,491586.051911227,5462632.54734202,nd
Hunde,494169.260263176,5460789.31140517,nd
Hund,497166.378574569,5460000.96922797,nd
Hind,498173.955785046,5463701.43308339,nd
Hund,498808.880167628,5456260.58885427,nd
Hund,496692.496506444,5456716.14071561,nd
Hund,490799.682019525,5455685.61833146,nd
Hind,488484.459868081,5457580.99039797,nd
Hund,491060.140650528,5460124.23951697,nd
Hind,493028.320033583,5455438.88088008,nd
Hund,507324.97315995,5463368.05454232,nd
die Hind,509658.537102703,5462854.71535045,nd
Hund,506097.881771129,5459842.42367446,nd
Hind,506504.632384115,5457767.33029913,nd
"Hind, Hind",508863.716768688,5455483.84748215,nd
Hund,502920.152283323,5455886.59101565,nd
Hind,500688.901105845,5457525.62198975,nd
Hunde,502510.838657437,5459864.07204077,nd
Hind,501623.264373518,5461403.45711082,nd
d'Hind,504561.199956274,5462724.71474096,nd
Hünd,499970.924675008,5461857.90757817,nd
Hund,510365.052469802,5460870.47903126,nd
Hünd,509893.683381838,5458996.37495107,nd
Hund,510751.722663632,5456832.37643612,nd
d'Hünd,457013.945174502,5453494.43985527,nd
Hunde,460178.237138175,5453724.12934475,nd
d'Hund,461354.64104579,5449457.7759885,nd
Hund,458052.757342412,5448311.23651526,nd
Hund,465022.197161907,5452548.36704173,nd
Hund,467200.429063283,5454437.14104555,nd
Hund,473383.400111746,5451925.75447015,nd
"Hund, Hind",474743.118356402,5451954.92885137,nd
Hind,474256.646366404,5450078.38251545,nd
Hund,474141.624469685,5447918.86573615,nd
Hund,472435.856783224,5447382.38567781,nd
Hünd,466854.048401902,5448156.83492855,nd
"Hund, Hünde",463332.791123628,5447058.49184339,nd
d'Hund,476821.153117825,5454828.47168156,nd
Hund,478025.070665306,5454303.25145705,nd
Hunde,479819.83178376,5455232.44308366,nd
Hund,483562.057788229,5453535.75735433,nd
Hund,484040.225669272,5452739.4815229,nd
die Hund,485834.547734314,5450870.25199141,nd
Hund,486374.206114883,5448494.30637218,nd
Hind,481835.390012483,5447386.79353337,nd
Hund ,476329.165244683,5447203.11340778,nd
Hünd,479151.84852909,5451993.18069961,nd
Hind,488036.05398973,5454768.21682671,nd
die Hund,493347.712122208,5454165.5872829,nd
Hind,493903.172892721,5451599.14522809,nd
die Hund,498737.916566684,5454585.27083658,nd
Hund,497611.43886468,5450069.93505435,nd
d'Hund,499402.716747055,5450430.74997087,nd
Hunde,498613.969606536,5447945.15202343,nd
Hund,495687.021642497,5446504.80504325,nd
d'Hunde,495403.223912426,5448828.46287652,nd
Hund ,492034.641714111,5446144.23406607,nd
Hind,489965.608720622,5449220.32124311,nd
Hind,490958.799245139,5450654.91250596,nd
Hund,504060.659169169,5452596.68327944,nd
Hind,507433.312103704,5454176.59160376,nd
Hund/e,504220.209507303,5454373.29728905,nd
Hind,457315.129587489,5445653.15529964,nd
d'Hund,457377.365754984,5442852.20286851,nd
d'Hund,456839.586041603,5441428.90655429,nd
Hunde,455639.861236227,5438675.73707905,nd
Hunde,462112.250044154,5439236.85463544,nd
"Hunde, d'Hund",462768.532847048,5445962.7691464,nd
Hund (m) ,473185.459138137,5445508.79844684,nd
Hünde,470890.006672373,5441291.48971259,nd
Hund,466566.019441895,5442708.92491484,nd
Hind,465044.300905481,5441773.3816528,nd
die Hünde,465520.191966581,5438763.2104052,nd
Hünd,464250.23480024,5437664.00518676,nd
"Hund, Hind",467374.873830822,5437123.31646902,nd
die Hund,473880.809809135,5436976.51680305,nd
"Hund, Hünd",474117.700302173,5438759.66969725,nd
Hind,470890.006672373,5441291.48971259,nd
Hund,479476.662769974,5444560.23217635,nd
Hünd,477326.235178781,5443657.04978005,nd
Hund,475637.386783762,5443543.06419936,nd
Hund (m) ,479263.186590488,5441108.11126796,nd
Hund,479126.080403458,5439578.94342763,nd
Hunde,481424.779816005,5439056.03691953,nd
Hünd,484443.387974858,5437137.97309639,nd
Hund,484436.526248255,5440667.57685293,nd
Hundä,483273.062157006,5442967.71804281,nd
Hunde,485872.415768684,5444036.57360169,nd
Hund,498802.762987549,5444834.61162761,nd
Hunde,497409.619341723,5443771.20962328,nd
"d'r Hind, d'Hund",493420.663748181,5442693.96598356,nd
Hunt,489532.884834176,5443090.16305634,nd
Hunda,489541.113135979,5438955.81090683,nd
Hund (m) ,492919.697586068,5438246.76627579,nd
Hünd,507482.097571655,5443961.32029988,nd
Hund  ,451535.852667851,5427911.86030524,nd
Hind,461384.943918551,5434796.12967367,nd
"Hunde, Hünd",461143.283624029,5432940.1495771,nd
Hund,460169.775988836,5430681.39364781,nd
Hinn,463109.30278216,5428368.74259517,nn
Hund,456795.751524703,5428777.81980351,nd
Hind,452847.441317133,5428011.73879414,nd
der Hond,452074.894085143,5431041.1439338,nd
Hūnd,454627.991023097,5433496.59710187,nd
"Hond, Honde",454627.991023097,5433496.59710187,nd
Hund,455876.651361999,5437060.72022282,nd
Hind,469723.435533666,5436108.33424829,nd
Hunde,474857.338985825,5434138.30646529,nd
d'Hund,474226.808246842,5430039.09828274,nd
Hunn,471584.095008222,5428659.0670153,nn
Hund,468356.061621861,5427488.13949117,nd
Hunn,465415.110803706,5427995.93368042,nn
Hünde,468890.665784572,5431124.77959837,nd
Hunde,465743.057191221,5433486.78699385,nd
Hund,478808.521637051,5435744.83925299,nd
Hind,476999.47954596,5435400.76481683,nd
Hund,479774.305161344,5432615.19178626,nd
Hund,478552.65522753,5431339.13388089,nd
Hund,476502.583837792,5432073.36609831,nd
Hundā ,476844.635368314,5431378.24071135,nd
Hun,476764.241357147,5427887.92256819,nn
Hunde,479842.003647708,5428519.55002664,nd
Hund,430270.079183071,5426558.34445659,nd
Hund,432052.790485326,5425445.57989802,nd
Hund,434426.905081526,5424766.66221134,nd
Hund,434426.905081526,5424766.66221134,nd
Hund,434426.905081526,5424766.66221134,nd
Hund,436688.547274392,5425218.50143203,nd
Hund,436033.656067919,5422811.22519049,nd
Hund,437464.031861054,5419071.65823186,nd
d'Hund,434363.596115371,5420517.07551978,nd
Hund,431937.787356794,5422148.30040572,nd
Hund',403992.591663008,5352405.95455352,nd
d'Hund,428107.913472441,5421636.13236973,nd
Hund,428987.234938267,5421789.38532893,nd
d'Hond,428986.078705326,5420264.01052057,nd
Hund,431668.954802661,5419516.65914368,nd
"Hund, Hundä",440027.000438893,5424994.69259688,nd
Hund,446409.954964942,5424358.04206489,nd
Hind,450005.629697835,5424818.1446879,nd
Hunde,447941.803023953,5423256.21075682,nd
Hunde,446422.88228978,5420075.5190365,nd
Hunde,445409.065128604,5421115.94802067,nd
Hünd,442400.941611436,5420024.52419265,nd
die Hund,442085.992727142,5420520.29555302,nd
"Hund, Hünd",454114.39947538,5426611.47476117,nd
Hǖnde,454818.287406838,5426172.13558675,nd
Hond,456530.784968592,5424728.81410173,nd
Hunde,459911.370306822,5424757.8744611,nd
Hund,460594.668593937,5426272.67893526,nd
Hünd,461262.996275709,5427476.39483761,nd
Hind,461800.411552358,5423933.03342832,nd
Hunn,460960.988306285,5422906.10171178,nn
"Honn, Honn",462120.254688951,5421674.114914,nn
de Hunn,460622.792972164,5420012.53148471,nn
die Hund,455018.633324545,5419730.38305712,nd
Hunn,456243.476589976,5421232.53300509,nn
Hund,466528.113467402,5426024.76088023,nd
Hund,467343.922687565,5423786.53691193,nd
Ho̊nn,468378.611374308,5422836.74171343,nn
Hun,468722.207360732,5421840.96161337,nn
Hunn,468443.227983718,5419772.60345015,nn
Honn ,465898.00315314,5421345.0743508,nn
Hunde,464198.945846494,5422452.97944031,nd
Ho̊nn,471606.059145801,5423654.19067754,nn
Honn,471606.059145801,5423654.19067754,nn
Honn,472175.279155749,5421997.14942992,nn
"d'r Hunn, d'Hinn",473261.481238408,5420098.65848027,nn
"Hund, Hind",477579.43472765,5426363.80921656,nd
Hunn,480082.522898131,5424213.21044093,nn
Hunn,478659.615191808,5422836.69774423,nn
Hünn,475738.892080196,5421698.1029561,nn
Hunn,482148.686219334,5422652.09644848,nn
Hon,481900.615822274,5420207.26310373,nn
Honn,483590.513469868,5418561.23319682,nn
Hund,427225.21759771,5418763.58318169,nd
Hund,429728.183913474,5417422.85520052,nd
Hund,395807.356937412,5414917.25606628,nd
Hund,434313.984858521,5416122.82528392,nd
"Heind, Hound",438158.837681083,5414735.83826653,nd
die Hånde,437948.286957104,5412352.36407174,nd
Hungd,436501.196040752,5410692.12434321,ng
"Hund, Hunde",393522.39757681,5271836.06587355,nd
Hund,428224.165697232,5410464.43262439,nd
Hund,429367.048284565,5412228.7058739,nd
Hund,431624.460267725,5414097.27391022,nd
Hund,432708.482605039,5412468.68616993,nd
der Hund,441337.463445999,5416698.17295255,nd
Hunde,445296.955537902,5417829.65545525,nd
Houn,443715.703207109,5415882.08822985,nn
"Hund, Hind",450985.516545335,5412241.50661979,nd
d Hünd,447517.400119211,5409658.3076335,nd
Hund,444835.560153004,5411854.23144733,nd
"Hund, Hind",442603.299903566,5410572.68823499,nd
Hünd,441423.411487906,5411900.12232945,nd
Hund,441423.411487906,5411900.12232945,nd
Hind,451207.423588823,5414381.81257324,nd
Hunde,452853.880585041,5406084.42994816,nd
Hunde,454478.431767687,5418434.08187466,nd
Hunn,456041.918484897,5416384.89419472,nn
Hunn,457622.842994742,5416380.42908865,nn
"Hunn, Hünn",458229.501489981,5417817.70959048,nn
Hund,460772.473070498,5417553.53727158,nd
Hunn,461188.094956703,5416205.49133939,nn
Hunde,458826.284983576,5413197.55018189,nd
Hun,460291.174791052,5412117.4970386,nn
"Hunn, Hunn",459605.138868367,5410161.42616815,nn
Hünd,455126.401921782,5409447.46177668,nd
Hunn ,455739.517882878,5413191.17353416,nn
die Hōnn ,463834.049348337,5418124.23037375,nn
Hunde,465683.201192973,5417978.01687335,nd
Hunn,467765.277450963,5418182.35275744,nn
Honn,468933.710340411,5416571.5793584,nn
Hinn,470750.635316921,5416031.48368847,nn
Hunn,463832.700363096,5412719.28677547,nn
Hunn,463391.041534389,5410236.48074384,nn
Hunde,475305.474759758,5411456.13006796,nd
Hun,475649.782316478,5418232.34222959,nn
Honn ,475662.051111825,5415169.68622404,nn
Honn ,478027.35821415,5415285.47723551,nn
"hon, d'Hon",478027.35821415,5415285.47723551,nn
Hinn,478027.35821415,5415285.47723551,nn
Hund,481369.561752125,5417558.84537973,nd
d'Honn,486380.899804573,5417021.86746015,nn
Hunde,480224.996415343,5408864.20822116,nd
Honn,477681.642678748,5411507.26222987,nn
Honn,480666.55100751,5411971.90427632,nn
Hūnd,426536.998907812,5405208.72367581,nd
d'Hund,427184.430443426,5407093.61972989,nd
Hend,427116.955322618,5408112.89359542,nd
Hund,429546.877834834,5409096.77497492,nd
Hend,432908.831539489,5408323.84127014,nd
Hind,430831.319748072,5406007.79529061,nd
"Hund, d'Hund",430568.556672774,5403594.07776892,nd
"Hund, Hind",430097.155347181,5401852.2573098,nd
d'Hund,427013.696229378,5400418.50947428,nd
Hund,433539.922919336,5400204.96852195,nd
Hund,437015.384464548,5401158.69504709,nd
Hund,438685.336878569,5401562.61496046,nd
Hund,436713.208151848,5399394.4511739,nd
d'Hund,434568.258119977,5405221.27564697,nd
Hunde,436883.061304219,5408121.88437357,nd
Hind,445286.603867728,5408623.59015043,nd
Hind,446843.798067477,5408664.14069152,nd
Hind,449263.918204403,5406661.7002114,nd
Hind,450173.338670864,5405556.27848254,nd
Hund,449510.214191742,5403362.18814771,nd
Hünd,449164.284352462,5401755.59333074,nd
Hind,446289.802782799,5403254.3232244,nd
Hund,443229.186486634,5404357.34018588,nd
d'Hind,440958.325504566,5406485.34037568,nd
Hind,444708.599901716,5401903.4388933,nd
Hind,438680.572389187,5402335.31640145,nd
Hind,439883.627605392,5400565.7482629,nd
"Hind, Hind",444217.406481238,5401358.01809473,nd
Hind,444217.406481238,5401358.01809473,nd
Hünd,444217.406481238,5401358.01809473,nd
Hind,444217.406481238,5401358.01809473,nd
Hunn,452330.592654667,5407494.0405731,nn
"Hund, Hünd  ",451744.200079547,5403259.09972846,nd
"Hunn, Hünn ",451187.267495045,5401316.26154093,nn
"Hunn, Hinn",453745.769693797,5400538.60325603,nn
Hind,452853.880585041,5406084.42994816,nd
Hunn,481076.492635556,5407187.14391326,nn
Hün,483060.336614623,5407286.38299834,nn
Honn ,485561.858815889,5408044.15788935,nn
Honn ,484649.612460829,5406743.76536871,nn
Honn,486930.896419644,5405913.14284531,nn
Hunn ,483759.671686334,5404419.6540825,nn
"Hund, Hind",460058.431778422,5488001.14942343,nd
Hunde,460058.431778422,5488001.14942343,nd
Hunde,462353.780061501,5485980.22419614,nd
Hind,462093.507112573,5487995.50217799,nd
Hünd,461380.295774993,5481676.5912189,nd
Hund,463112.492288251,5477979.03479925,nd
Hunde,463112.492288251,5477979.03479925,nd
di Hind,463112.492288251,5477979.03479925,nd
"Hūnd, Hünd",529987.318219283,5514665.17194656,nd
Hünd,528911.924696735,5512486.79381276,nd
Hünd,533938.035517547,5513652.31490393,nd
Hünd,544617.310979453,5512853.79745999,nd
die Hünd,540624.846983983,5513501.65571849,nd
Hünd ,538955.044245887,5512694.38614052,nd
Huund,523435.409806354,5511047.1549539,nd
Huund,527672.630795248,5509924.22566736,nd
"Hūnd, Hünd",529702.609986472,5508697.53146463,nd
"Hūnd, Hünd",531673.138808538,5507317.81253868,nd
Hünd,533675.930067309,5504390.23271283,nd
"Hūnd, Hünd",535417.387473701,5508975.40755539,nd
Hūnd,534954.821524694,5510743.55371298,nd
Hünd,532531.709596282,5509356.43609328,nd
da Hund,526020.373089546,5507095.34990178,nd
Hūnd,526020.373089546,5507095.34990178,nd
Hūnd,537679.338211945,5510251.51375542,nd
Hünd,538481.646081289,5508373.70018277,nd
die Hünde,539401.114845439,5506918.24312709,nd
Hünd,536118.619490693,5506811.9649162,nd
Hünd,541260.941100943,5503161.83735366,nd
"Hūnd, Hünd",546086.605973196,5502168.91501235,nd
Hünd,543262.488260666,5504761.8218,nd
Hünd,544524.906966851,5505962.84232719,nd
Hünd,543908.248405331,5506867.30349749,nd
Hünd,545002.764694332,5510151.82692459,nd
Huund,545002.764694332,5510151.82692459,nd
die Hünd,543704.44472183,5510230.12973441,nd
Hünd,541106.489996064,5510766.80015646,nd
die Hünd,552061.835521241,5506721.63168261,nd
Hund,550585.443898779,5505536.83697678,nd
Hünd,549023.485355533,5503214.24632329,nd
Hünn,556456.273889372,5506327.57809085,nn
"Hund, Hünde ",557766.31393227,5503029.05749951,nd
Hund,475028.737817807,5495538.79525251,nd
Hunde,474493.148470508,5493326.59693681,nd
Hunde,522429.581936298,5498375.0036454,nd
Hünd,521496.072807139,5496705.76691154,nd
Hunde,523034.814939718,5497147.89574777,nd
Hünd,524915.011928615,5498666.01292022,nd
Hünd,530942.176785046,5497072.67097384,nd
Hünd,534286.690946061,5495160.42752201,nd
Hünd,530892.070732612,5494451.86796074,nd
Huund,534957.240790079,5499638.63756758,nd
Hunde,526468.886015673,5496871.14282325,nd
Hünd,527978.019532053,5497649.18308366,nd
Hünd,542427.585203306,5500942.71372938,nd
Huhnd,547606.358577588,5499613.66164536,nd
Hün,545961.744252376,5493211.9595803,nn
Huhnd,537892.297396646,5496362.89668992,nd
"Hound, Hünd",548067.839554088,5496985.97900621,nd
Hünd,544215.534384794,5498088.44128369,nd
Hünn ,552970.993842168,5501708.10031048,nn
Hünd,553484.967523645,5497152.25230641,nd
Hünd,548871.142905984,5495528.84134523,nd
Hünd,553938.844367022,5495159.82908229,nd
Hūnd,556320.313722951,5498654.15022274,nd
Hünn,559664.834304102,5497893.7626485,nn
"Hund, Hünde",557019.404216431,5501805.85667225,nd
Hünn ,561506.542051467,5497380.59991425,nn
Hünn,561506.542051467,5497380.59991425,nn
Hünd,560593.173942348,5495990.47559433,nd
Hund,475492.70449961,5491726.58880878,nd
Hund,471276.87264798,5483704.56625348,nd
Hund,465047.034135239,5484552.53571318,nd
Hind,465047.034135239,5484552.53571318,nd
Hind,463830.365144079,5486551.69594555,nd
Hund,476181.467266901,5489202.0119162,nd
Hunde (m) ,475848.919217077,5486137.19822068,nd
Hunde,476067.81741765,5485226.80294524,nd
Hunde,478903.946557798,5483799.81299444,nd
Hunde,480533.261190398,5484300.71880529,nd
Hunde,481463.006073575,5484368.63216119,nd
Hunde,486148.296759634,5483289.65618011,nd
Hunde,503908.388454889,5485303.52998413,nd
Hunn,508988.784623449,5483421.78056761,nn
"Hunde, Hindli ",510936.228904935,5483878.9327863,nd
"Hå̄d, Hind ",511015.933507682,5487426.71201889,nd
Hunde,511432.906771141,5485933.36589862,nd
"Hund, Ho̍ed",514916.668259164,5486770.04906662,nd
Hind,514834.654351338,5484999.90121411,nd
Hind,523597.20418648,5485360.97890492,nd
Hūnd ,519924.822112985,5486324.67550167,nd
Hund ,517597.154819438,5488465.7082531,nd
Hund,520967.892866711,5493198.2470619,nd
Hünn ,526522.515348637,5485262.13600494,nn
Hünd,528411.288186493,5484636.82595628,nd
Hünn ,532107.417219979,5485264.37090684,nn
Hünn,532463.006151068,5490330.68684774,nn
Hunn ,535193.145515949,5491855.25895371,nn
"der Hund, die Hünd",526595.686594012,5492357.88575545,nd
Hünd,535872.267887585,5489180.24719458,nd
"Hünd, Hünde",540221.069619725,5487478.43187532,nd
Hind,539081.916792489,5483380.93134357,nd
Hünn (m) ,545424.824332202,5483830.31373775,nn
Hūnd  ,544869.974711843,5486146.08429938,nd
Hünn ,546085.14777397,5488880.19575562,nn
Hünn ,549107.009002837,5490608.83173236,nn
Hünd,550759.340780963,5491082.07093303,nd
Hünd,551885.575772961,5492180.08253924,nd
Hūnde,555036.268551022,5492390.05481302,nd
Hünd,557019.54909164,5491744.47182779,nd
Hünd,557430.022187901,5487787.20566295,nd
Hünd,557430.022187901,5487787.20566295,nd
di Hünd,554065.548330318,5486398.54279059,nd
Hünd,552881.986221135,5488588.38765806,nd
Huhnd,550942.145566774,5488468.72041146,nd
Hūnd ,548987.847193313,5485764.6022169,nd
Hūnd,549889.951006609,5484866.6394918,nd
Hünd,551384.2719501,5485925.64456905,nd
Hund,467297.923727103,5482660.76883537,nd
Hind,466175.623210036,5481633.65082107,nd
Hind,468606.041293246,5479939.23594558,nd
Hund,471816.220366677,5480049.5792684,nd
Hund,471184.789071661,5479151.22906754,nd
Hund,468346.235767325,5479490.46646532,nd
Hund,469214.025162004,5476485.94843445,nd
Hunde,471873.503615984,5477384.37805866,nd
Hund(ä),478833.534530943,5473464.09034778,nd
Hund,465960.057944437,5475280.06491755,nd
Hundä ,490403.77416801,5481785.20539629,nd
die Hund,475102.492348211,5482898.63021256,nd
Hunde,475742.005015823,5480480.994055,nd
Hunde,475940.510303542,5477521.72019625,nd
Hund,477240.004124007,5475054.73047464,nd
die Hund,545845.366228173,5501256.26522277,nd
Hundä ,482367.152703108,5474037.45242109,nd
Hunde,482205.902854958,5479754.58650152,nd
Hunde,482205.902854958,5479754.58650152,nd
Hund,481055.041477931,5481541.7150031,nd
Hunde,480041.314582013,5482409.1652341,nd
Hunde,482834.405320308,5482857.70867773,nd
die Hunde ,485303.405880681,5481435.23594748,nd
Hunde,487522.518952507,5481062.83448826,nd
Hund,485856.305498586,5479019.05261011,nd
Hunde,515542.611076309,5480912.83150685,nd
Hunde,496039.151616619,5478836.52928424,nd
Hund,499097.850168806,5478951.90085147,nd
Hunde,499930.41329806,5477118.56662128,nd
Hunde,496588.558702142,5477891.17830285,nd
die Hund,496822.326432974,5474829.31099601,nd
Hunde,496822.326432974,5474829.31099601,nd
Hunde,494835.29015131,5474741.88734603,nd
Hund,491434.611541866,5473612.18421746,nd
"die Hunde, der Hund",505488.116090355,5479096.88621246,nd
Hunde,503885.896939654,5477240.01531015,nd
Hundĕ̱,505772.804559654,5475740.83489987,nd
Hund,503219.875399903,5473355.17634066,nd
die Hünd,503974.388300812,5478153.92961173,nd
Hunde,511788.140521879,5477932.8448313,nd
Hunde,510604.22072234,5480000.48984992,nd
Hunde,507206.918508113,5479058.86064337,nd
Hunde,517555.587432759,5481375.86497372,nd
Hund,486208.252192993,5476060.90888333,nd
Hunde,512576.79282328,5480715.08443522,nd
Hünd,517036.761246819,5479357.49940818,nd
"Hunde, Hindli ",515348.697876018,5478773.27345559,nd
Hund,513337.133886444,5477857.47180539,nd
Hunde,512292.425757744,5476386.40842187,nd
Hunde,514671.225610177,5474693.53072559,nd
Hund,517112.298527851,5474668.38169211,nd
Hunde,517886.501676633,5478086.14802652,nd
Hünd,518643.585273039,5479440.57024371,nd
"Hund, Hunde",522836.352942924,5480206.92883724,nd
"Hunde, Hind",520997.656211696,5476812.03002892,nd
Hunde,520938.663195689,5475179.75315957,nd
Hünd ,526683.302063981,5477832.96457886,nd
die Hund,524189.296723013,5476688.47486788,nd
Hund,527047.682142536,5475673.49090422,nd
Hūnd,527047.682142536,5475673.49090422,nd
Hünd,531061.63121044,5475435.77515205,nd
Hünn ,535015.886976399,5476993.91494333,nn
die Hünd,532870.007337569,5481711.20380102,nd
Hünd,528577.404489992,5482774.35622388,nd
Hünn,534438.981063245,5478238.77650188,nn
Hünd,529016.055215524,5475030.97583353,nd
Hünd,529016.055215524,5475030.97583353,nd
Hünd,529868.102649371,5479942.90723938,nd
Hünn,537430.124110497,5482244.21251496,nn
Hund,536277.267369144,5480156.27108958,nd
Hünn (m) ,539150.425705684,5480390.68985418,nn
Hünn ,541639.618815257,5478791.43662513,nn
Hünn (m) ,543625.686022775,5478288.83492177,nn
Hünn ,545091.801150256,5476103.81158029,nn
Hünn ,540290.313633682,5475437.05168256,nn
Hund,542883.225197074,5483399.48215785,nd
Hünn ,543258.613465503,5481624.66408391,nn
Hūhnd,545638.598480133,5481557.32335263,nd
Hūnd ,551813.155992907,5482911.06399645,nd
Hünn ,548213.525409111,5482391.0899581,nn
Hund,548834.82065905,5479486.97559159,nd
"Hūnd, Hǖnd",549845.448373023,5475139.99760034,nd
Hunde,466247.732450112,5471482.7027165,nd
Hunde,468838.758678762,5470418.9562414,nd
Hund,470444.178960992,5471090.45339294,nd
Hunde,473072.130891788,5472171.97789254,nd
di Hunde,475184.05392687,5465571.57716845,nd
Heinde,469584.964440535,5468475.86100449,nd
"(dä Hund,) d'Hund",465464.529451723,5468452.46848134,nd
Hind,478833.534530943,5473464.09034778,nd
Hunde,474388.119276117,5472296.84993254,nd
Hunde,475881.57856591,5469571.84561471,nd
Hunde,477498.85152372,5469751.73808805,nd
"Hund, Hunde ",477405.520854833,5466302.39452362,nd
Hund,477405.520854833,5466302.39452362,nd
Hunde,481062.48403298,5465038.96408627,nd
Hund,482260.050784804,5465368.48012507,nd
"Hund, Hind",485302.449541333,5465413.96102305,nd
Hind,483735.778391354,5466957.01377837,nd
Hunda,485734.569749643,5467609.59305367,nd
Hunde,481859.647994794,5468180.2466369,nd
Hūnde,485306.871639231,5471396.17221519,nd
Hund,482637.081883322,5473619.68558693,nd
Hund,488115.08531055,5471749.55913055,nd
Hund,492173.934676974,5469191.94624556,nd
Hund,490690.676580315,5467355.46989573,nd
Hunde,491571.468438342,5465913.25218247,nd
Hund,489340.201967863,5464832.09345031,nd
Hundä,496012.403055039,5466974.36668976,nd
Hunde,499259.98470527,5466888.47597321,nd
"Hund, Hind ",498694.628190874,5468428.31717093,nd
Hunde,497482.391902655,5468876.76487558,nd
Hŭndĕ,494856.704382575,5471291.04892181,nd
Hunde,498255.846115249,5472139.38456296,nd
Hund,494814.335533425,5473291.09373157,nd
Hund,493525.654570227,5464944.51300868,nd
Hunde,500368.45538355,5473766.69438448,nd
Hund,500643.721232571,5470577.16538343,nd
Hunde,502509.02080882,5470190.82104713,nd
Hunde,505182.949084082,5470795.25505615,nd
Hunde,507044.540079011,5471228.68426154,nd
Hundä,504189.264539287,5468209.64125839,nd
Hund (m) ,503083.369904104,5467152.77092056,nd
Hund,499259.98470527,5466888.47597321,nd
Hund ,501861.073000859,5465401.26048517,nd
Hünd,506977.89719901,5466576.02462558,nd
"Hund, Hünd",508255.810046514,5466296.53360481,nd
Hind,427190.038339789,5347299.19963946,nd
Hund,510616.502496948,5466932.0543254,nd
Hünn,509109.139071294,5468961.57780241,nn
Hund,510290.476426216,5471933.10157838,nd
Hund,501595.171759139,5468013.72095466,nd
Hundä,505136.789635982,5472038.12559699,nd
die Hunde,511977.257573778,5469337.30162589,nd
Hunde,513928.557391634,5470445.86467167,nd
Hunde,520291.276245407,5472007.72514311,nd
Hunde,519648.359680834,5471018.1535974,nd
Hunde,519323.12071892,5468998.07919394,nd
Hund,520521.811382661,5467601.64808548,nd
Hunde,518452.968453634,5466115.69106179,nd
Hunde,516445.557343853,5471866.97294544,nd
Hund,512137.809832385,5472880.74874215,nd
Hunde,516070.027425615,5466561.777387,nd
Hind,528368.03881706,5472318.22046293,nd
Hind,527899.734920927,5469821.03920291,nd
Hind,530512.812430577,5468518.65108688,nd
Hünd,531835.132739554,5465980.25468374,nd
Hind,528853.306324249,5467101.07743831,nd
Hund,537590.510469011,5473449.97893842,nd
Hünd,539966.808282107,5472172.70250729,nd
Hünn,540018.496104337,5470460.93859267,nn
Hǖnd,542931.54466353,5473000.08458732,nd
Hinn,544442.097279628,5473342.34473041,nn
Hind,547898.429774413,5473051.30382061,nd
Hünd,545985.0973964,5471181.52671871,nd
Huhnd,544470.172138932,5468631.91153597,nd
Hünn,541559.255712752,5467220.45547382,nn
