"","utm_x","utm_y","l).Hunde","class","n_places","new"
"438",383455.694775891,5394922.6758421,"Heöng","ng",1,"ng"
"439",383472.656617811,5367050.23036378,"Hu<U+0366>nd, Hennd","nd, nn",1,"nd, nn"
"440",383495.078272518,5353175.93336198,"Hind","nd",1,"nd"
"441",383569.073741823,5338011.09904591,"Hund","nd",1,"nd"
"442",383613.604730582,5412326.0730593,"Hund","nd",1,"nd"
"443",383659.0629814,5328533.64679909,"Hund","nd",1,"nd"
"444",383662.529351545,5320361.22828216,"Hind","nd",1,"nd"
"445",383775.308121379,5329380.77301001,"Hund","nd",1,"nd"
"446",383811.327057805,5415053.15245734,"Heinnd","nd, nn",1,"nd, nn"
"447",383875.595425402,5357930.59380467,"Hund","nd",1,"nd"
"448",383881.085864796,5261749.47062649,"Hung","ng",1,"ng"
"449",383920.763541613,5377798.25103241,"Hund, Hind","nd",1,"nd"
"450",383974.222048779,5307391.72654167,"Hund","nd",1,"nd"
"451",384053.784697243,5278910.80230669,"Heng","ng",1,"ng"
"452",384126.871260893,5390667.56806295,"Hind","nd",1,"nd"
"453",384153.28417607,5368677.51695894,"Hund, Hind","nd, nd",2,"nd"
"455",384198.015812423,5418693.76065368,"Hund, Hend","nd",1,"nd"
"456",384222.724246863,5275921.16791248,"Heng","ng",1,"ng"
"457",384238.804424402,5405485.14308153,"Hund","nd",1,"nd"
"458",384241.746904585,5377032.17291363,"Hund","nd",1,"nd"
"459",384289.675363713,5302840.17508507,"Hundä<U+02D8>","nd",1,"nd"
"460",384310.260288763,5331236.80820036,"Hund","nd",1,"nd"
"461",384318.178091874,5381080.44683345,"Heund","nd",1,"nd"
"462",384333.318023215,5269557.35649968,"Hong","ng",1,"ng"
"463",384555.554022727,5272194.53818008,"Heng, Heng","ng, ng",2,"ng"
"465",384697.369426211,5360156.63066553,"Hünd","nd",1,"nd"
"466",384702.275440994,5370357.59648267,"Hund, Hend","nd, nd",2,"nd"
"468",384712.638518721,5361490.65492248,"Hünde","nd",1,"nd"
"469",384753.123473832,5327457.4714668,"Hend","nd",1,"nd"
"470",384757.642286942,5382398.0406737,"Hund","nd",1,"nd"
"471",384794.648331981,5264332.93189509,"Hünd","nd",1,"nd"
"472",384841.414700158,5373701.77808896,"Hen","nn",1,"nn"
"473",384971.548009486,5317941.0223268,"Hund","nd",1,"nd"
"474",385016.991145565,5398903.71297667,"Höünd","nd",1,"nd"
"475",385127.961560527,5346112.02786293,"Hend, Hund, Hünd, Hend","nd, nd, nd",3,"nd"
"478",385200.149410663,5397358.70836074,"Hönd","nd",1,"nd"
"479",385249.524872923,5384631.98409521,"Huönd","nd",1,"nd"
"480",385262.803582507,5310950.53541839,"Hind","nd",1,"nd"
"481",385266.473210791,5407907.09030423,"Hend","nd",1,"nd"
"482",385343.954232045,5264502.23914943,"Hing","ng",1,"ng"
"483",385403.911445838,5305078.31926886,"Hund (Hind)","nd",1,"nd"
"484",385451.500776734,5363900.83045917,"Hund","nd",1,"nd"
"485",385470.446769907,5362640.61406727,"Hund, Hend, Hund","nd, nd, nd",3,"nd"
"488",385473.405954282,5394344.03072932,"Hünd","nd",1,"nd"
"489",385596.121368611,5276736.76378754,"Heng","ng",1,"ng"
"490",385606.333141196,5388287.60901649,"Hend, Hind","nd, nd",2,"nd"
"492",385620.543168407,5377399.91710213,"Hund, Hend","nd",1,"nd"
"493",385627.732678376,5414351.70616868,"Hind","nd",1,"nd"
"494",385661.492528728,5267452.18969623,"Hing","ng",1,"ng"
"495",385678.931311905,5261334.96322437,"Hung, Hing (Merzahl)","ng",1,"ng"
"496",385892.496069953,5393701.65372013,"Hönd","nd",1,"nd"
"497",385949.857196198,5392066.96386122,"Hund","nd",1,"nd"
"498",386037.61528454,5395662.49760385,"Hung","ng",1,"ng"
"499",386165.627638315,5402792.31617251,"Hund","nd",1,"nd"
"500",386304.351853961,5412132.70802939,"Hénd","nd",1,"nd"
"501",386313.291549195,5381505.76217337,"Hend, Heng","nd, ng",2,"nd, ng"
"503",386329.030234806,5357232.68313251,"Hend, Hund","nd, nd",2,"nd"
"505",386332.198714481,5328763.52095462,"Hund, Hend, Hind","nd, nd",2,"nd"
"507",386474.391380919,5406559.11460134,"Hond","nd",1,"nd"
"508",386628.460888771,5363127.71329285,"Hend","nd",1,"nd"
"509",386682.467205485,5393115.19748056,"Höhnd","nd",1,"nd"
"510",386715.17372503,5331068.6316695,"Hund, Hünd","nd",1,"nd"
"511",386731.201813941,5359857.68925579,"k.A.","0",1,"0"
"512",386750.889720477,5324395.60073818,"Hind","nd",1,"nd"
"513",386800.789882799,5383623.14946976,"Hö¯nd","nd",1,"nd"
"514",386876.279341622,5381027.40443915,"Hend","nd",1,"nd"
"515",386876.447911815,5395212.95249545,"Hönd","nd",1,"nd"
"516",386899.10508169,5372587.16787625,"Hund u. Hind, Hu(ö)nd, Hund ","nd, nd, nd",3,"nd"
"519",386956.047251659,5273081.39887184,"Huend, Hend, Hend","nd, nd, nd",3,"nd"
"522",386975.757093617,5386164.94552814,"Hond","nd",1,"nd"
"523",387060.731415206,5397418.77564855,"Hund","nd",1,"nd"
"524",387180.683845441,5314695.1334012,"Hend","nd",1,"nd"
"525",387277.560423642,5327073.70944663,"Ho°nd","nd",1,"nd"
"526",387312.195136167,5401250.1151413,"Hind","nd",1,"nd"
"527",387477.554815412,5411829.81075683,"Hend","nd",1,"nd"
"528",387482.588743578,5421049.55763671,"Hund","nd",1,"nd"
"529",387523.440050803,5333444.33187449,"Hent","nd",1,"nd"
"530",387567.108736421,5390995.76066032,"d'Hehnd","nd",1,"nd"
"531",387727.90696653,5382807.3078314,"Hend","nd",1,"nd"
"532",387733.714028431,5282674.27392112,"Hund (m), Hénd, Hend","nd, nd, nd",3,"nd"
"535",387887.722120024,5365524.44639043,"Hund, Hund","nd",1,"nd"
"536",387903.588565915,5268466.00391335,"Hun, Hün","nn",1,"nn"
"537",387964.94431606,5290605.72055017,"Hund","nd",1,"nd"
"538",387984.943941385,5391484.46879249,"Hönd, Hung (Pl.)","nd, ng",1,"nd, ng"
"539",388007.695177745,5368782.26412204,"Hünd","nd",1,"nd"
"540",388070.543985255,5359453.05462186,"Hund, Hünd","nd",1,"nd"
"541",388131.179633369,5293663.27531469,"Hend","nd",1,"nd"
"542",388167.941342312,5285537.62395765,"Hind","nd",1,"nd"
"543",388168.191976328,5375729.84401449,"Hund","nd",1,"nd"
"544",388232.020542477,5264508.57207578,"Hung","ng",1,"ng"
"545",388281.617538822,5403660.40792485,"Hund","nd",1,"nd"
"546",388286.775728101,5320439.55280388,"Hund","nd",1,"nd"
"547",388302.914786822,5405352.45079381,"Hund, Hung","nd, ng",1,"nd, ng"
"548",388325.566876364,5364012.46925444,"Hund","nd",1,"nd"
"549",388327.376406832,5409149.46844284,"Hund, Hund","nd, nd",2,"nd"
"551",388371.931883658,5407520.59607807,"Hind","nd",1,"nd"
"552",388391.123383282,5380983.85673765,"Hund","nd",1,"nd"
"553",388513.391446074,5384215.01615307,"Hend","nd",1,"nd"
"554",388554.850019308,5335317.65917761,"Hund","nd",1,"nd"
"555",388565.938721624,5414475.70192486,"Hend","nd",1,"nd"
"556",388570.541253662,5396010.81365496,"Hing","ng",1,"ng"
"557",388593.15667273,5377463.86373529,"Hend","nd",1,"nd"
"558",388603.265133758,5399397.27835999,"Hund, Hend, Hund","nd, nd",2,"nd"
"560",388609.32443419,5327599.15620209,"He<U+0358>nd","nd",1,"nd"
"561",388760.658568237,5386426.26797374,"Hund, Hend (Mehrz.)","nd",1,"nd"
"562",388774.250567675,5297883.49559115,"Hund","nd",1,"nd"
"563",388781.596239689,5270272.47661592,"Hend","nd",1,"nd"
"564",388783.328143805,5419851.32986727,"Hend","nd",1,"nd"
"565",388812.790265051,5361607.81002009,"Hend","nd",1,"nd"
"566",388872.822507103,5351573.88250243,"Hend","nd",1,"nd"
"567",388924.604182398,5371487.31295333,"Hään","nn",1,"nn"
"568",388925.472791475,5268582.10852707,"Hend","nd",1,"nd"
"569",388971.884589417,5411430.69442975,"Hund","nd",1,"nd"
"570",389045.765135626,5337805.37055967,"Hund","nd",1,"nd"
"571",389070.049387929,5300968.61947799,"Hend","nd",1,"nd"
"572",389087.068389801,5287382.22217149,"Hend","nd",1,"nd"
"573",389087.687054645,5383305.2106127,"Hend","nd",1,"nd"
"574",389118.489865188,5317662.74878024,"Hund","nd",1,"nd"
"575",389151.502540749,5283013.94912344,"d'Hünd","nd",1,"nd"
"576",389155.792576301,5385153.05679591,"Hund","nd",1,"nd"
"577",389355.136544631,5394110.47935875,"Heund","nd",1,"nd"
"578",389359.802059664,5379807.21615364,"Hi°nd, Hend","nd",1,"nd"
"579",389452.091210462,5275558.32501214,"Hend","nd",1,"nd"
"580",389611.540770512,5412934.78609932,"Hund","nd",1,"nd"
"581",389678.748809885,5339741.10757526,"Hund","nd",1,"nd"
"582",389864.242007488,5382542.7385804,"Hend","nd",1,"nd"
"583",389948.682797611,5276978.6346283,"Hind","nd",1,"nd"
"584",389975.909694587,5285125.09167374,"Hund","nd",1,"nd"
"585",390037.257720168,5279757.45762024,"k.A.","0",1,"0"
"586",390105.061573184,5342926.18098071,"Hund","nd",1,"nd"
"587",390138.797731281,5380619.26866301,"Hünd","nd",1,"nd"
"588",390229.710831999,5388001.96642514,"Hund, Hund","nd",1,"nd"
"589",390279.347236517,5400516.21698001,"Hund","nd",1,"nd"
"590",390317.065957414,5319395.33336947,"Hend","nd",1,"nd"
"591",390349.098430533,5351967.75085877,"Hund","nd",1,"nd"
"592",390396.518322012,5367722.52077575,"Hund","nd",1,"nd"
"593",390396.810747869,5304476.59827182,"Händ","nd",1,"nd"
"594",390425.030201104,5391932.27377434,"Hund","nd",1,"nd"
"595",390509.752518825,5406875.60328422,"Hund, Hung","nd, ng",1,"nd, ng"
"596",390549.916096873,5283051.93056084,"Hung","ng",1,"ng"
"597",390552.722066363,5364208.07097061,"Hünd","nd",1,"nd"
"598",390622.865967791,5390631.86987041,"Hüend","nd",1,"nd"
"599",390682.703574785,5296929.89665734,"Hind","nd",1,"nd"
"600",390699.43029175,5307975.25993878,"Hend, Hiend","nd, nd",2,"nd"
"602",390737.666584984,5270480.10765234,"Hünd","nd",1,"nd"
"603",390755.097271696,5396136.85905371,"Höhnd","nd",1,"nd"
"604",390825.332520046,5325995.49362758,"Hend","nd",1,"nd"
"605",390860.236281177,5313935.96041233,"Hund","nd",1,"nd"
"606",390879.985172329,5309419.41094944,"Hend ","nd",1,"nd"
"607",391133.189707559,5280968.66814082,"Hin<U+035C>g","ng",1,"ng"
"608",391152.022282955,5347061.16826502,"Hend","nd",1,"nd"
"609",391204.980713553,5285924.64323521,"Hund","nd",1,"nd"
"610",391210.447162346,5401734.5718911,"Hund, Hund","nd, nd",2,"nd"
"612",391244.927751114,5399041.81135329,"Hund","nd",1,"nd"
"613",391303.682212014,5375351.69896257,"Hund","nd",1,"nd"
"614",391379.941685435,5388868.07916411,"Hun","nn",1,"nn"
"615",391415.068189606,5380636.78978333,"Hund, Hend","nd, nd",2,"nd"
"617",391525.101497987,5321823.97160705,"Hund, Hend","nd",1,"nd"
"618",391529.896735124,5330230.45263733,"Hund","nd",1,"nd"
"619",391536.917570006,5343724.88900793,"Hund","nd",1,"nd"
"620",391582.555500486,5373179.19797177,"Höin","nn",1,"nn"
"621",391591.289381845,5291659.67529345,"Hend","nd",1,"nd"
"622",391699.621158092,5405583.650691,"Hend, Hund","nd, nd",2,"nd"
"624",391708.189439296,5379645.97710244,"Hehnd","nd",1,"nd"
"625",391824.238657513,5287510.67048035,"Hund, Hünd","nd",1,"nd"
"626",391861.665657817,5414399.69534831,"Hund","nd",1,"nd"
"627",391878.325066051,5335939.85465293,"Hund","nd",1,"nd"
"628",391975.615307425,5354893.11860301,"Hund","nd",1,"nd"
"629",391990.295555909,5271259.45489644,"Hind","nd",1,"nd"
"630",392090.853063462,5319194.97682573,"Hund, Hend","nd",1,"nd"
"631",392099.859251757,5407744.27570368,"Hund","nd",1,"nd"
"632",392114.343800969,5282734.73932389,"d' Hung","ng",1,"ng"
"633",392132.795290876,5404387.68632741,"Hung","ng",1,"ng"
"634",392193.469954579,5418013.93586974,"Hend","nd",1,"nd"
"635",392206.865811537,5296623.36242272,"Hund","nd",1,"nd"
"636",392212.449793747,5278386.00145643,"Hünd, Hünd","nd, nd",2,"nd"
"638",392260.87926558,5396562.52345927,"Hünd","nd",1,"nd"
"639",392333.006771399,5367183.87848546,"Hund","nd",1,"nd"
"640",392365.004166129,5387706.05317803,"Hoang","ng",1,"ng"
"641",392377.544885869,5317933.2509055,"Hind","nd",1,"nd"
"642",392377.813101991,5340696.93292608,"Hund","nd",1,"nd"
"643",392475.468953693,5281032.63789199,"Hüng","ng",1,"ng"
"644",392476.647008551,5316170.2890007,"Hend","nd",1,"nd"
"645",392497.309687144,5327666.11393627,"Hund","nd",1,"nd"
"646",392610.166597661,5309920.57967627,"Hend ","nd",1,"nd"
"647",392630.349227626,5273423.2872262,"Hünd","nd",1,"nd"
"648",392711.191996993,5355806.49042329,"Hind","nd",1,"nd"
"649",392831.86357174,5411216.24976876,"Hund","nd",1,"nd"
"650",392891.249355793,5390104.47202838,"Heng, 2 Hunn, 1 Hund","ng, nd, nn",2,"nd, ng, nn"
"652",392981.263152089,5416589.84668453,"Hund","nd",1,"nd"
"653",393106.035953697,5394690.50004242,"Hönd","nd",1,"nd"
"654",393238.531221175,5418497.54036902,"Hend","nd",1,"nd"
"655",393294.682420884,5290139.42745031,"Hind","nd",1,"nd"
"656",393310.398503878,5405602.72498739,"Hund","nd",1,"nd"
"657",393341.125501481,5342813.60404119,"Hund","nd",1,"nd"
"658",393391.466031692,5275819.53952969,"k.A.","0",1,"0"
"659",393411.478944098,5337786.73736406,"Hund","nd",1,"nd"
"660",393522.39757681,5271836.06587355,"Hund, Hunde","nd",1,"nd"
"661",393522.417864042,5271837.17722223,"Hind","nd",1,"nd"
"662",393533.684714007,5318519.88105062,"Hund","nd",1,"nd"
"663",393564.959065217,5382486.05136873,"d'Heend","nd",1,"nd"
"664",393589.171169104,5299833.02671289,"Hünd","nd",1,"nd"
"665",393615.261469617,5412270.98897606,"Hung","ng",1,"ng"
"666",393757.708086994,5338252.8206176,"Hund, Hend","nd",1,"nd"
"667",393757.941750212,5349585.92575057,"Hund, Hend","nd",1,"nd"
"668",393837.578808183,5407094.96084312,"Hung","ng",1,"ng"
"669",393841.284816128,5286495.09265609,"Hüng","ng",1,"ng"
"670",393893.039112546,5415377.02570952,"Hund","nd",1,"nd"
"671",393987.587898601,5370215.9234711,"Hönd","nd",1,"nd"
"672",394042.344134618,5340570.171391,"Hund","nd",1,"nd"
"673",394114.267217517,5380076.17607752,"Hind","nd",1,"nd"
"674",394117.297994971,5375596.22065375,"d'Hund","nd",1,"nd"
"675",394141.694160414,5385459.58879633,"Hünd, Heend","nd, nd",2,"nd"
"677",394167.839008249,5343168.45028282,"Hund","nd",1,"nd"
"678",394203.695337233,5404162.43982474,"Hund, Hend","nd",1,"nd"
"679",394241.218565895,5408475.0452022,"Hung","ng",1,"ng"
"680",394268.255475184,5398705.96135801,"Hünd","nd",1,"nd"
"681",394297.04077611,5409795.00979247,"Hung","ng",1,"ng"
"682",394315.21884617,5359275.48912436,"Hend","nd",1,"nd"
"683",394462.865315368,5276259.1722247,"Hünd","nd",1,"nd"
"684",394483.787589766,5395304.9019947,"Hönd","nd",1,"nd"
"685",394546.237697966,5390437.88473647,"Hund","nd",1,"nd"
"686",394556.206768349,5293670.61785923,"Hünd","nd",1,"nd"
"687",394610.970349127,5279872.92799565,"Hung","ng",1,"ng"
"688",394614.261955274,5372462.47416866,"Heïn","nn",1,"nn"
"689",394647.271684606,5290848.45124079,"Hund","nd",1,"nd"
"690",394672.761044706,5357067.33280952,"Hünd","nd",1,"nd"
"691",394741.736551068,5303158.34650094,"Hund","nd",1,"nd"
"692",394769.121341079,5281723.31575113,"Hüng","ng",1,"ng"
"693",394898.790528561,5388215.20330306,"Hing","ng",1,"ng"
"694",394901.539033717,5386903.07891126,"Hind ","nd",1,"nd"
"695",394903.398918062,5401468.32851292,"Hind","nd",1,"nd"
"696",395161.098450993,5322297.87915254,"Hind","nd",1,"nd"
"697",395329.94845189,5346543.68677536,"Hund","nd",1,"nd"
"698",395342.049924605,5288266.63612569,"Hind","nd",1,"nd"
"699",395392.40787312,5393864.6076816,"Hund, Hung","nd, ng",1,"nd, ng"
"700",395491.84196685,5390820.51110816,"Heng","ng",1,"ng"
"701",395522.151140029,5361302.31714272,"Hi°nd","nd",1,"nd"
"702",395555.984276979,5314895.03190568,"Hünd ","nd",1,"nd"
"703",395643.052015197,5342274.03285647,"Hend","nd",1,"nd"
"704",395730.874433542,5328579.20692344,"k.A.","0",1,"0"
"705",395758.253238595,5285132.95232918,"Hüng","ng",1,"ng"
"706",395807.253071184,5414911.69815021,"Hennd","nd, nn",1,"nd, nn"
"707",395807.356937412,5414917.25606628,"Hund","nd",1,"nd"
"708",395825.816233476,5274312.48876562,"Hünd","nd",1,"nd"
"709",395845.317043873,5379660.31924281,"Hend","nd",1,"nd"
"710",395866.338206468,5358673.08821328,"Hound, Heind, Hend","nd, nd, nd",3,"nd"
"713",395875.98758655,5375962.6793391,"Hend","nd",1,"nd"
"714",396056.210398828,5407717.09792036,"Hund","nd",1,"nd"
"715",396140.200334019,5362906.5119719,"Hund","nd",1,"nd"
"716",396206.055489265,5399637.12337097,"Hund","nd",1,"nd"
"717",396208.996459261,5396896.14230397,"Hung","ng",1,"ng"
"718",396318.2988754,5345170.28205568,"Hund, Hund","nd, nd",2,"nd"
"720",396350.182858312,5385635.30228639,"Hund","nd",1,"nd"
"721",396410.514556638,5275277.03389215,"Hüng","ng",1,"ng"
"722",396454.86796428,5384392.48183721,"Hüend, Hünd","nd, nd",2,"nd"
"724",396524.265502534,5330367.06329454,"Hund","nd",1,"nd"
"725",396630.578570311,5276242.53394071,"Hünd","nd",1,"nd"
"726",396670.171446976,5348766.25099954,"Hund, Hond","nd",1,"nd"
"727",396717.741531873,5419476.07262758,"Hend","nd",1,"nd"
"728",396778.68853717,5298179.8445507,"Hund, Hind","nd",1,"nd"
"729",396798.592208552,5405366.02069948,"Hund","nd",1,"nd"
"730",396860.186809837,5332565.72045188,"Hund","nd",1,"nd"
"731",396948.64357823,5279097.3239048,"Hung","ng",1,"ng"
"732",397036.084584904,5283355.86620199,"Hung","ng",1,"ng"
"733",397088.769503907,5401288.74338168,"Hung","ng",1,"ng"
"734",397122.491339879,5413093.68086511,"Hünd","nd",1,"nd"
"735",397150.708827703,5363931.01600115,"Hend","nd",1,"nd"
"736",397163.862013022,5352102.84616287,"Hend","nd",1,"nd"
"737",397169.871578202,5373406.0792906,"Hö¯nd","nd",1,"nd"
"738",397181.720095769,5307985.01021997,"Hund","nd",1,"nd"
"739",397228.172766254,5271946.35572434,"Hund","nd",1,"nd"
"740",397276.29689375,5343239.47583988,"Hund","nd",1,"nd"
"741",397369.249645689,5295893.60119953,"Hünd","nd",1,"nd"
"742",397391.461122285,5359770.50947814,"Hend","nd",1,"nd"
"743",397409.325762719,5388366.75629932,"Hünd","nd",1,"nd"
"744",397445.445504122,5390951.29687321,"Hing","ng",1,"ng"
"745",397458.047153041,5310200.28235364,"Hïnd","nd",1,"nd"
"746",397496.567073471,5354677.43427758,"Hünd","nd",1,"nd"
"747",397527.730653147,5324738.88739061,"Hünd","nd",1,"nd"
"748",397554.555641911,5394588.61655162,"Hünd","nd",1,"nd"
"749",397665.795577911,5285613.75784525,"Hund (Hünd)","nd",1,"nd"
"750",397670.562590379,5329023.4212618,"Hund","nd",1,"nd"
"751",397828.40880853,5379332.71654009,"Heend","nd",1,"nd"
"752",397907.60911768,5364863.52330367,"hind","nd",1,"nd"
"753",397929.221218166,5411071.78781577,"Hund, Hund","nd, nd",2,"nd"
"755",397956.539673239,5277293.05657686,"Hünd","nd",1,"nd"
"756",397999.11993752,5411483.04376612,"Hund","nd",1,"nd"
"757",398054.9560166,5300293.97941129,"Hind","nd",1,"nd"
"758",398077.236571345,5392361.93617157,"Hun<U+0360>g","ng",1,"ng"
"759",398081.593159655,5421840.55618973,"Hind","nd",1,"nd"
"760",398168.833705951,5292042.89608028,"Hünd","nd",1,"nd"
"761",398185.492264962,5287910.3263136,"Hünd","nd",1,"nd"
"762",398195.809298155,5396785.21943383,"Hünd","nd",1,"nd"
"763",398203.570802129,5387463.90728816,"Hind, Hing, Hund, Hunde","nd, ng, nd",2,"nd, ng"
"765",398247.38208666,5301574.65316279,"Hünd","nd",1,"nd"
"766",398351.592488357,5361273.13007759,"Hend","nd",1,"nd"
"767",398392.260780396,5327141.65085892,"Hund","nd",1,"nd"
"768",398400.330105125,5290156.6838223,"Hünd","nd",1,"nd"
"769",398466.805358281,5415605.41694267,"Hund","nd",1,"nd"
"770",398478.172648882,5331189.28515388,"Hund","nd",1,"nd"
"771",398511.030630521,5278974.26103375,"Hünd","nd",1,"nd"
"772",398585.360197543,5404558.31388348,"Hein","nn",1,"nn"
"773",398662.297827365,5355739.46012966,"Hend","nd",1,"nd"
"774",398715.751489186,5412676.4562131,"Hend","nd",1,"nd"
"775",398743.79692409,5295694.85326556,"Hund","nd",1,"nd"
"776",398750.890188224,5318921.46192959,"Hund","nd",1,"nd"
"777",398902.966448434,5326069.75206384,"Hund, Hind","nd",1,"nd"
"778",398947.942484333,5280560.83626275,"Hüng","ng",1,"ng"
"779",398997.640545438,5275763.00121248,"Hund, Hünd","nd",1,"nd"
"780",399053.665000923,5322269.24997293,"Hund","nd",1,"nd"
"781",399096.311712314,5297356.29383736,"Hunde","nd",1,"nd"
"782",399144.705840531,5310101.5884666,"Hend","nd",1,"nd"
"783",399206.565367194,5408324.32489014,"Hund","nd",1,"nd"
"784",399227.692326948,5411162.72613528,"Hend","nd",1,"nd"
"785",399249.862405437,5305042.39874667,"Hünd","nd",1,"nd"
"786",399256.859731905,5361840.69656182,"Hind","nd",1,"nd"
"787",399265.782530474,5400352.94597641,"Hung","ng",1,"ng"
"788",399292.821614444,5396044.88957245,"Hünd","nd",1,"nd"
"789",399332.713704127,5376567.09786635,"Hund","nd",1,"nd"
"790",399350.005036072,5411515.22884471,"Hend","nd",1,"nd"
"791",399380.934019936,5293483.6406659,"Hund","nd",1,"nd"
"792",399483.626927546,5298704.75232412,"Hund","nd",1,"nd"
"793",399512.293056697,5397450.85996703,"Hung","ng",1,"ng"
"794",399520.95186313,5342014.29407212,"Hind","nd",1,"nd"
"795",399571.339675202,5335666.10640935,"Hund","nd",1,"nd"
"796",399577.498792202,5394147.31378009,"Hung","ng",1,"ng"
"797",399604.128958225,5274106.10905687,"Hünd, Hünd","nd, nd",2,"nd"
"799",399635.968045725,5267299.86088485,"Hünd","nd",1,"nd"
"800",399660.746345815,5285442.20835337,"Hünd","nd",1,"nd"
"801",399745.701948134,5417846.19774111,"Hunt","nd",1,"nd"
"802",399767.681993787,5331036.48314386,"Hind","nd",1,"nd"
"803",399808.345082033,5374449.41119255,"Hend","nd",1,"nd"
"804",399886.478890323,5367720.13694051,"Hend","nd",1,"nd"
"805",399931.201305454,5379125.99952743,"d'Hend","nd",1,"nd"
"806",399932.10876882,5428642.20564393,"Hund","nd",1,"nd"
"807",399933.648977404,5328051.76837148,"Hind","nd",1,"nd"
"808",399958.437669092,5314882.40333838,"Hund ","nd",1,"nd"
"809",399975.039575494,5331997.89021972,"Hund","nd",1,"nd"
"810",400096.60420029,5390595.52883292,"Huend","nd",1,"nd"
"811",400165.462211534,5414803.04562075,"Hund","nd",1,"nd"
"812",400290.190926957,5306397.33325195,"Hünd","nd",1,"nd"
"813",400324.310832689,5406358.39699148,"Hund","nd",1,"nd"
"814",400368.446883653,5302830.63871026,"Hünd","nd",1,"nd"
"815",400618.552674561,5382400.55277494,"Hend","nd",1,"nd"
"816",400635.825807581,5297974.45089868,"Hund","nd",1,"nd"
"817",400636.512805789,5422905.17877126,"Hund, Hend, Hend, Hund","nd, nd, nd",3,"nd"
"820",400733.899616564,5349415.51553381,"Hind","nd",1,"nd"
"821",400759.579950031,5395013.58407221,"Hung, Hind","nd, ng",1,"nd, ng"
"822",400769.410073814,5276804.21481942,"Hünd","nd",1,"nd"
"823",400849.070249427,5315711.921596,"Hend","nd",1,"nd"
"824",400885.971616205,5312219.27302814,"Hund","nd",1,"nd"
"825",400999.094819766,5308848.74040129,"Hind","nd",1,"nd"
"826",401077.514415342,5363968.94601663,"Hend","nd",1,"nd"
"827",401115.914309985,5295532.67273056,"Hund, Hünd","nd",1,"nd"
"828",401183.691400449,5392639.97922198,"Hun","nn",1,"nn"
"829",401290.887315938,5395970.45290483,"Hind","nd",1,"nd"
"830",401296.224252921,5409401.16591601,"Hund, Hind","nd",1,"nd"
"831",401333.931064826,5271356.30760473,"Hünd","nd",1,"nd"
"832",401336.865326197,5304391.5608331,"Hünd","nd",1,"nd"
"833",401416.88752646,5351578.35818574,"Hund","nd",1,"nd"
"834",401504.031222032,5331455.50629675,"Hund, Hint","nd",1,"nd"
"835",401511.158970215,5267104.5280092,"Hünd","nd",1,"nd"
"836",401570.313081085,5404202.55160374,"Hend","nd",1,"nd"
"837",401621.088939103,5381939.31677256,"Hünd","nd",1,"nd"
"838",401627.658072731,5339111.36877535,"Hind","nd",1,"nd"
"839",401712.546738879,5371934.28402025,"Hend","nd",1,"nd"
"840",401729.992780243,5322878.75434089,"Hind","nd",1,"nd"
"841",401748.31244449,5417930.60352703,"Hund","nd",1,"nd"
"842",401768.681665949,5276444.87731885,"Hünd","nd",1,"nd"
"843",401839.525758911,5387144.64970369,"Hund","nd",1,"nd"
"844",401871.908766251,5369065.16376966,"Hend","nd",1,"nd"
"845",401889.801124781,5277434.4520379,"Hünd","nd",1,"nd"
"846",401962.881705205,5328737.12117915,"Hund","nd",1,"nd"
"847",402078.617982901,5388600.38259147,"Hünd, Hung","nd, ng",1,"nd, ng"
"848",402104.873174248,5420783.12239915,"Hund","nd",1,"nd"
"849",402133.772299211,5310323.5409635,"Hi<U+0364>nd', Hund","nd, nd",2,"nd"
"851",402195.306418486,5354058.72343204,"Hünd","nd",1,"nd"
"852",402212.036715969,5319054.97179707,"Hind","nd",1,"nd"
"853",402440.149557845,5371572.55632102,"Hund, Hund, Hung","nd, nd, ng",3,"nd, ng"
"856",402508.484752196,5394599.31911314,"Hung","ng",1,"ng"
"857",402553.235078003,5302822.27207225,"Hind","nd",1,"nd"
"858",402594.437719428,5295716.60950004,"Hind","nd",1,"nd"
"859",402663.118508609,5408346.42946934,"Hénd","nd",1,"nd"
"860",402822.572179127,5301624.86039085,"Hund, Hind","nd",1,"nd"
"861",402863.288831477,5403679.59352843,"Hend","nd",1,"nd"
"862",402880.781175452,5313643.88841573,"Hund","nd",1,"nd"
"863",402896.038332463,5357059.73192978,"Hund, Heend","nd",1,"nd"
"864",403066.842556645,5384458.20760327,"Hüend","nd",1,"nd"
"865",403122.140856019,5308014.45340765,"Hund, Hind","nd",1,"nd"
"866",403135.530290011,5416098.31001943,"Hund ","nd",1,"nd"
"867",403140.756513807,5413021.52410857,"Hend","nd",1,"nd"
"868",403175.826506232,5287384.6937804,"Hünd, Hünd","nd, nd",2,"nd"
"870",403177.164365225,5381524.31861227,"Hund (Sg.), Hind (Pl.)","nd",1,"nd"
"871",403273.428682999,5299461.68436854,"Hund","nd",1,"nd"
"872",403378.962439054,5401922.75593594,"Hünd","nd",1,"nd"
"873",403437.522935328,5399136.44415883,"Hong","ng",1,"ng"
"874",403525.066965962,5332885.28874043,"Hind","nd",1,"nd"
"875",403563.897661172,5335276.05828441,"Hünd","nd",1,"nd"
"876",403616.354837693,5359683.57928836,"Hund","nd",1,"nd"
