"","utm_x","utm_y","l).Hunde","class","n_places","new"
"877",403648.90730003,5385378.84722153,"Hung","ng",1,"ng"
"878",403778.385664636,5401083.06603673,"Hund","nd",1,"nd"
"879",403812.654294625,5309805.00111052,"Hünd","nd",1,"nd"
"880",403835.048015376,5392978.65364243,"Hung","ng",1,"ng"
"881",403988.138313592,5312489.12252404,"Hund","nd",1,"nd"
"882",403992.591663008,5352405.95455352,"Hund'","nd",1,"nd"
"883",404186.43316702,5315115.06622507,"Hind","nd",1,"nd"
"884",404209.975162542,5317155.82204867,"Hund","nd",1,"nd"
"885",404224.742584596,5386377.47929546,"Hünd","nd",1,"nd"
"886",404230.635338511,5342297.95859341,"Hind","nd",1,"nd"
"887",404315.673972623,5389381.31155496,"k.A.","0",1,"0"
"888",404378.710969586,5267617.15407509,"Hund","nd",1,"nd"
"889",404419.483939296,5302822.21707593,"Hund, Hind","nd",1,"nd"
"890",404454.899150714,5343756.1947199,"Hind","nd",1,"nd"
"891",404455.111058215,5319693.17913727,"Hund. Mehrzahl Hünd","nd",1,"nd"
"892",404479.352377613,5279442.41624394,"Hünd","nd",1,"nd"
"893",404518.590226358,5432223.05943372,"Hund","nd",1,"nd"
"894",404583.154136243,5407357.07121224,"Hind","nd",1,"nd"
"895",404612.489130292,5291650.89779009,"Hünd","nd",1,"nd"
"896",404722.334360684,5405311.02488948,"Hind","nd",1,"nd"
"897",404895.390645058,5375878.00004874,"Hunde, Hind, Hund","nd, nd",2,"nd"
"899",404912.986027959,5355958.26367578,"Hund","nd",1,"nd"
"900",404914.973881596,5310234.73330903,"Hund","nd",1,"nd"
"901",404967.183171728,5285025.01377005,"Hund","nd",1,"nd"
"902",404972.643251352,5404174.85641858,"Hend","nd",1,"nd"
"903",405019.614640166,5303928.47252762,"Hund","nd",1,"nd"
"904",405076.77963212,5423899.51709883,"Hund","nd",1,"nd"
"905",405094.528425294,5371333.90525091,"Hond","nd",1,"nd"
"906",405103.238412468,5325691.40968897,"Hind","nd",1,"nd"
"907",405121.535294062,5322607.12412189,"Hund","nd",1,"nd"
"908",405171.800978469,5398272.91285186,"Hund","nd",1,"nd"
"909",405233.959995223,5391497.20337796,"Henn","nn",1,"nn"
"910",405299.554295135,5277555.86182095,"Hund","nd",1,"nd"
"911",405346.718067631,5282668.74601173,"Hünd","nd",1,"nd"
"912",405373.109861535,5388432.77916454,"Hund","nd",1,"nd"
"913",405428.089073343,5276079.71575623,"Hünd","nd",1,"nd"
"914",405439.286642824,5346953.94993718,"Hint","nd",1,"nd"
"915",405512.182351381,5401226.99655719,"Hund","nd",1,"nd"
"916",405638.792573838,5369270.13554446,"Hind","nd",1,"nd"
"917",405788.437788722,5276987.65621675,"Hünd","nd",1,"nd"
"918",405792.165852561,5416586.48796962,"Hind","nd",1,"nd"
"919",406001.185433241,5418415.39040277,"Hund, Hind","nd",1,"nd"
"920",406069.201624757,5431530.52366197,"Hund","nd",1,"nd"
"921",406130.791270422,5308149.23875882,"Hind","nd",1,"nd"
"922",406180.509683849,5415092.20225998,"Hund, Hind, Hind","nd, nd",2,"nd"
"924",406185.57605501,5330638.66383061,"d'hind","nd",1,"nd"
"925",406198.170492712,5433923.45893055,"Hund","nd",1,"nd"
"926",406397.390151392,5421926.81733289,"Hund","nd",1,"nd"
"927",406429.246838622,5401246.06508841,"Hund","nd",1,"nd"
"928",406516.091190362,5383250.21989074,"Hund","nd",1,"nd"
"929",406600.847859583,5327527.8787972,"Hund","nd",1,"nd"
"930",406677.770935849,5349559.55273294,"Hind, Hund,Hind","nd, nd",2,"nd"
"932",406759.731365706,5307669.89472202,"Hünd","nd",1,"nd"
"933",406790.189549552,5382120.49023166,"Hend, Hünde","nd",1,"nd"
"934",406902.883264373,5274228.4134949,"Hünd","nd",1,"nd"
"935",406983.014545993,5310530.04762473,"Hind","nd",1,"nd"
"936",407080.117199966,5333789.22754722,"Hind","nd",1,"nd"
"937",407158.011026326,5408385.56347303,"Hunnd, Hend","nd, nn, nd",2,"nd, nn"
"939",407279.037627669,5387701.6693606,"Hund","nd",1,"nd"
"940",407304.09283002,5402889.32235666,"Hund","nd",1,"nd"
"941",407319.360050893,5424684.49838274,"Hund, Hind(e)","nd",1,"nd"
"942",407321.724775358,5281222.8963382,"Hünd","nd",1,"nd"
"943",407346.912824788,5414277.68702376,"Hend","nd",1,"nd"
"944",407579.775817871,5312852.81032465,"Hund, Hind","nd",1,"nd"
"945",407594.434235857,5289015.73938393,"Hünd","nd",1,"nd"
"946",407615.03279394,5269643.81322563,"Hünd","nd",1,"nd"
"947",407738.15662923,5320578.92852822,"Hünd","nd",1,"nd"
"948",407744.079517789,5312482.19949736,"Hind","nd",1,"nd"
"949",407747.535896432,5384408.46303294,"He<U+0365>nd","nd",1,"nd"
"950",407807.198098553,5359945.24709156,"Hend","nd",1,"nd"
"951",407835.425898141,5397391.24427727,"der Hünd, die Hung","nd, ng",1,"nd, ng"
"952",407865.142616071,5417142.24655967,"Hund","nd",1,"nd"
"953",407938.038774728,5286240.01324229,"Hunde","nd",1,"nd"
"954",407998.716383519,5421187.37039188,"Hund","nd",1,"nd"
"955",408003.476798359,5353269.1025019,"Hünd","nd",1,"nd"
"956",408049.732223986,5416156.27807672,"Hunde","nd",1,"nd"
"957",408057.049268124,5385390.71393944,"Hennd","nd, nn",1,"nd, nn"
"958",408129.293385113,5355868.64395337,"Hind","nd",1,"nd"
"959",408195.184446348,5389109.80187344,"Hond","nd",1,"nd"
"960",408200.350339759,5277095.87203842,"Hünd","nd",1,"nd"
"961",408268.792213809,5386078.82367802,"Hund","nd",1,"nd"
"962",408349.468473918,5335887.7382287,"Hund","nd",1,"nd"
"963",408349.653875697,5324690.30229936,"k.A.","0",1,"0"
"964",408594.728048533,5338480.85932546,"Hind","nd",1,"nd"
"965",408775.521536034,5415211.47209426,"Hind","nd",1,"nd"
"966",408796.68296677,5308123.13392085,"Hund, Hund, Hünd","nd, nd",2,"nd"
"968",408880.233181358,5268047.64351044,"Hünd, Hund, Hünd ","nd, nd",2,"nd"
"970",408905.473603234,5312309.18369763,"Hind","nd",1,"nd"
"971",408945.667551108,5419876.4287695,"Hund","nd",1,"nd"
"972",409030.315272012,5328984.08115509,"k.A.","0",1,"0"
"973",409035.83928007,5323792.22463847,"Hint","nd",1,"nd"
"974",409100.112334191,5272886.45409164,"Hünd","nd",1,"nd"
"975",409123.017332864,5323038.20759459,"Hund","nd",1,"nd"
"976",409195.360788276,5341752.05912466,"Hind","nd",1,"nd"
"977",409225.221775615,5300917.08973593,"Hund, Hünde","nd",1,"nd"
"978",409376.78237017,5426813.23353743,"Hund","nd",1,"nd"
"979",409419.79814886,5327151.33918334,"Hind","nd",1,"nd"
"980",409458.750240941,5344397.18816678,"Hind","nd",1,"nd"
"981",409496.585974262,5418835.60498321,"Hund","nd",1,"nd"
"982",409522.02641459,5362480.31204739,"Hund","nd",1,"nd"
"983",409677.640326391,5271292.30268681,"Hund, Hünd, Hund, Hünde","nd, nd",2,"nd"
"985",409701.030691852,5416709.68430366,"Hund, Hend","nd",1,"nd"
"986",409731.864799753,5285922.81978311,"Hund","nd",1,"nd"
"987",409788.014377911,5422752.53636694,"Hu<U+033D>nd","nd",1,"nd"
"988",409789.203562246,5299371.92381049,"Hünd","nd",1,"nd"
"989",409807.740730552,5278914.95598049,"Hund, Hünd","nd",1,"nd"
"990",409814.024654876,5282467.65887556,"Hünde","nd",1,"nd"
"991",409848.83929945,5289299.31348223,"Hünd","nd",1,"nd"
"992",409883.114793782,5357810.62156437,"Hind","nd",1,"nd"
"993",410023.183632751,5400776.88553751,"Heng","ng",1,"ng"
"994",410230.446761275,5420989.69292132,"Hund","nd",1,"nd"
"995",410316.383341923,5335122.79364466,"Hund, Hind","nd",1,"nd"
"996",410425.884603391,5394089.32057758,"Hing","ng",1,"ng"
"997",410457.408206544,5396939.59264293,"d' Hung","ng",1,"ng"
"998",410568.537739878,5318844.36801153,"Hind","nd",1,"nd"
"999",410583.615575669,5340076.96797513,"Hünd","nd",1,"nd"
"1000",410591.621929272,5324826.1252378,"Hind","nd",1,"nd"
"1001",410728.697196289,5322429.35954531,"Hind","nd",1,"nd"
"1002",410787.513557253,5276588.77770726,"Hünd","nd",1,"nd"
"1003",410866.332156224,5347935.95490544,"Hünd","nd",1,"nd"
"1004",410868.225128458,5314694.18253522,"Hind","nd",1,"nd"
"1005",410965.397302662,5331327.21051192,"Hünd","nd",1,"nd"
"1006",411000.589384318,5422881.9932512,"Hund","nd",1,"nd"
"1007",411073.047004995,5407525.77925132,"Hend, Hünd","nd, nd",2,"nd"
"1009",411091.755244911,5274566.52879954,"Hünd","nd",1,"nd"
"1010",411092.590585111,5309546.92030003,"Hind","nd",1,"nd"
"1011",411150.906345808,5302704.74797206,"Hind","nd",1,"nd"
"1012",411166.69567165,5332452.48528254,"Hunde","nd",1,"nd"
"1013",411252.824982917,5415547.29941564,"Hund, e paår Hund","nd",1,"nd"
"1014",411348.797717406,5340923.29804076,"Hind","nd",1,"nd"
"1015",411439.130139317,5311046.80710366,"Hund","nd",1,"nd"
"1016",411464.872084564,5417032.73368719,"Hund  ","nd",1,"nd"
"1017",411468.459971097,5428941.03443273,"Hund","nd",1,"nd"
"1018",411527.618355484,5284883.59124816,"Hünd","nd",1,"nd"
"1019",411590.103424764,5384801.53805679,"Hund (Hind)","nd",1,"nd"
"1020",411598.029614296,5352471.63689702,"Hind","nd",1,"nd"
"1021",411620.256391719,5278041.20146243,"Hünd","nd",1,"nd"
"1022",411630.047062615,5318076.4389122,"Hünd'","nd",1,"nd"
"1023",411850.665652588,5338538.6309058,"Budel","0",1,"0"
"1024",411940.603993602,5345468.945995,"Hind","nd",1,"nd"
"1025",411965.274770192,5348889.41934117,"Hind","nd",1,"nd"
"1026",411987.034166004,5346552.18272011,"Hund","nd",1,"nd"
"1027",412048.968280859,5336837.95886951,"Hünd","nd",1,"nd"
"1028",412083.937310457,5315804.95870251,"Hünd","nd",1,"nd"
"1029",412094.149497082,5364955.79721753,"Hind","nd",1,"nd"
"1030",412111.734143868,5292088.16683171,"Hünd","nd",1,"nd"
"1031",412162.189466372,5294229.5513735,"Hünd","nd",1,"nd"
"1032",412317.812829789,5313227.83087703,"Hünd","nd",1,"nd"
"1033",412322.975989578,5360136.03626636,"Hund","nd",1,"nd"
"1034",412323.347543159,5368670.05012762,"Hind","nd",1,"nd"
"1035",412386.699519668,5343288.61380688,"Hund","nd",1,"nd"
"1036",412408.704718524,5289275.65800947,"Hünd","nd",1,"nd"
"1037",412425.913289487,5366888.49349147,"Hind","nd",1,"nd"
"1038",412436.606669897,5399258.76585142,"d' Hüng","ng",1,"ng"
"1039",412441.806646494,5421863.97837542,"Hynd","nd",1,"nd"
"1040",412517.799440649,5326053.76665199,"Hund","nd",1,"nd"
"1041",412586.013969595,5380800.13798952,"Hind","nd",1,"nd"
"1042",412606.890632815,5279366.92114421,"Hund","nd",1,"nd"
"1043",412633.240067939,5312169.15984733,"Hund","nd",1,"nd"
"1044",412743.090819434,5277731.90717122,"Hund","nd",1,"nd"
"1045",412747.503047414,5285529.89584172,"Hünd","nd",1,"nd"
"1046",412788.663775033,5374002.78375174,"Hund, Hind","nd",1,"nd"
"1047",412812.481691172,5400634.92370456,"Hünd, Hing","nd, ng",1,"nd, ng"
"1048",412825.584192507,5349688.86894505,"Hund","nd",1,"nd"
"1049",412952.966597757,5335168.75974556,"Hind","nd",1,"nd"
"1050",412957.532469283,5303369.80829422,"Hind","nd",1,"nd"
"1051",412957.927709178,5353923.73428091,"Hind","nd",1,"nd"
"1052",412979.664095699,5281544.56089574,"Hünd","nd",1,"nd"
"1053",413040.337677422,5341295.27378128,"Hünd","nd",1,"nd"
"1054",413098.708248072,5374997.50731698,"Hend, Hind","nd",1,"nd"
"1055",413120.621177193,5340126.73242456,"Hind","nd",1,"nd"
"1056",413150.359551828,5306839.75169798,"Hund","nd",1,"nd"
"1057",413180.071041471,5294973.45869268,"Hind","nd",1,"nd"
"1058",413298.050921917,5332223.02191424,"Hint","nd",1,"nd"
"1059",413408.252844195,5423347.66540873,"Hund","nd",1,"nd"
"1060",413528.071248848,5390243.78641555,"Hünd","nd",1,"nd"
"1061",413539.511341058,5431020.98394624,"Hund","nd",1,"nd"
"1062",413777.491908577,5333570.95785684,"Hund","nd",1,"nd"
"1063",413780.596715075,5368665.44210224,"Hunde","nd",1,"nd"
"1064",413821.07987527,5372193.62295272,"Hund","nd",1,"nd"
"1065",413866.640698412,5353230.61056711,"Hund","nd",1,"nd"
"1066",413882.667392559,5356976.97932944,"Hund","nd",1,"nd"
"1067",413957.765496143,5284431.33923175,"Hünd","nd",1,"nd"
"1068",414101.742713613,5274251.2657228,"Hünd","nd",1,"nd"
"1069",414104.794686955,5421322.14283813,"Hund","nd",1,"nd"
"1070",414189.58859086,5384212.07535032,"Hünd","nd",1,"nd"
"1071",414260.049007509,5362042.00682246,"Hünd","nd",1,"nd"
"1072",414379.947896773,5330377.97340688,"Hind","nd",1,"nd"
"1073",414405.970910949,5324042.00345048,"Hünd","nd",1,"nd"
"1074",414448.190712139,5404811.33443335,"k.A.","0",1,"0"
"1075",414494.212306172,5427397.00222734,"Hund","nd",1,"nd"
"1076",414507.696372628,5281621.94024545,"Hünd","nd",1,"nd"
"1077",414716.794240877,5380314.98984595,"Hund","nd",1,"nd"
"1078",414783.902624969,5309397.78441068,"Hund, Hind","nd",1,"nd"
"1079",414801.080540496,5300228.57938828,"Hind","nd",1,"nd"
"1080",414855.634473635,5327876.22201113,"Hind","nd",1,"nd"
"1081",414911.027725916,5346616.71026827,"Hind","nd",1,"nd"
"1082",415049.795734039,5359416.37406268,"Hend","nd",1,"nd"
"1083",415067.8149526,5279676.19230714,"Hund","nd",1,"nd"
"1084",415086.878967162,5421263.70538689,"Hund","nd",1,"nd"
"1085",415115.422136697,5319809.27591706,"Hind","nd",1,"nd"
"1086",415168.182422849,5347984.75390936,"Hind","nd",1,"nd"
"1087",415227.151840058,5375830.11664788,"Hund","nd",1,"nd"
"1088",415255.049445532,5287412.53521113,"d' Hünd","nd",1,"nd"
"1089",415283.247930648,5344443.29067332,"Hind","nd",1,"nd"
"1090",415445.390371756,5355793.94045189,"Hund","nd",1,"nd"
"1091",415507.412047095,5285274.54529613,"Hünd","nd",1,"nd"
"1092",415509.513060789,5352329.90456078,"Hund, Hind","nd, nd",2,"nd"
"1094",415591.546305293,5424013.46012678,"Hund","nd",1,"nd"
"1095",415671.360926071,5418069.33006099,"Hund","nd",1,"nd"
"1096",415707.581602487,5386316.01444911,"Hund","nd",1,"nd"
"1097",415791.504029217,5271761.09044995,"Hünd","nd",1,"nd"
"1098",415914.68927909,5371616.20200385,"Hind","nd",1,"nd"
"1099",415927.193802772,5305108.90079606,"Hünd","nd",1,"nd"
"1100",415927.908519606,5391927.3354283,"Hünd","nd",1,"nd"
"1101",415947.22146561,5430096.69616865,"Hund","nd",1,"nd"
"1102",416011.870905905,5321752.65857559,"Hind","nd",1,"nd"
"1103",416012.318830601,5320559.81817333,"Hind","nd",1,"nd"
"1104",416167.426527336,5402322.59654519,"Hend","nd",1,"nd"
"1105",416232.362325339,5420721.54315424,"Hund","nd",1,"nd"
"1106",416288.142148906,5286716.12176789,"Hünd'","nd",1,"nd"
"1107",416289.322316142,5293859.39689072,"Hind","nd",1,"nd"
"1108",416303.024745379,5299310.65614389,"Hund","nd",1,"nd"
"1109",416364.772446553,5290262.19597535,"Hünd","nd",1,"nd"
"1110",416490.700429878,5382414.16862229,"Hund, Hind","nd",1,"nd"
"1111",416491.979193401,5328304.60162424,"Hünd","nd",1,"nd"
"1112",416496.785370333,5403954.28440858,"Hind","nd",1,"nd"
"1113",416553.651055999,5324457.26300314,"Hund","nd",1,"nd"
"1114",416558.345526635,5379759.32918416,"Hung","ng",1,"ng"
"1115",416632.70112513,5284072.19487714,"Hünd","nd",1,"nd"
"1116",416699.780322709,5358456.9314125,"Hind","nd",1,"nd"
"1117",416710.191212154,5354721.32495663,"Hint","nd",1,"nd"
"1118",416853.252214201,5388080.06461397,"Hind","nd",1,"nd"
"1119",416855.466937449,5343750.88875565,"Hind","nd",1,"nd"
"1120",416972.026682895,5331266.95469506,"Hund","nd",1,"nd"
"1121",417031.174025937,5383654.72043972,"Hond","nd",1,"nd"
"1122",417146.891269308,5330030.44226266,"Hünd","nd",1,"nd"
"1123",417164.272973757,5336214.56174875,"Hind","nd",1,"nd"
"1124",417190.039481714,5293148.34957612,"Hünd","nd",1,"nd"
"1125",417237.441646837,5278425.50298533,"Hünd","nd",1,"nd"
"1126",417275.883664967,5295014.65391058,"Hünd","nd",1,"nd"
"1127",417354.021188869,5426543.15401507,"Hund","nd",1,"nd"
"1128",417361.320069043,5423637.74594517,"Hund","nd",1,"nd"
"1129",417377.371368966,5379151.35191027,"d'Hond","nd",1,"nd"
"1130",417381.580862053,5374749.76977083,"d'Hound, d'Hund","nd, nd",2,"nd"
"1132",417555.105482264,5393777.71276123,"Hünd, Heng","nd, ng",1,"nd, ng"
"1133",417622.604769293,5305880.39213858,"hind","nd",1,"nd"
"1134",417675.090191159,5417177.67021208,"Hund","nd",1,"nd"
"1135",417690.499405329,5367302.00185027,"Hund","nd",1,"nd"
"1136",417697.324589161,5275677.7955453,"Hünd","nd",1,"nd"
"1137",417808.396360331,5285550.55458462,"de Hunde","nd",1,"nd"
"1138",417880.919301002,5422531.53223941,"Hund","nd",1,"nd"
"1139",417943.33767767,5363262.67175841,"Hind","nd",1,"nd"
"1140",418008.4202677,5337574.22729173,"Hund","nd",1,"nd"
"1141",418010.523534468,5288335.6122861,"Hünd","nd",1,"nd"
"1142",418050.182582035,5388911.90242643,"Hund, Hound","nd, nd",2,"nd"
"1144",418135.49716915,5315454.4159455,"Hünd","nd",1,"nd"
"1145",418162.469936368,5314412.40773552,"Hind","nd",1,"nd"
"1146",418175.416066671,5421145.15801783,"Hund","nd",1,"nd"
"1147",418188.203523164,5424154.76102958,"Hund","nd",1,"nd"
"1148",418229.141298547,5376767.52273978,"unsre Hund","nd",1,"nd"
"1149",418235.513824912,5322584.33131997,"Hund","nd",1,"nd"
"1150",418245.162594865,5418462.35212383,"Hunde","nd",1,"nd"
"1151",418254.435765673,5425422.41708591,"Hund","nd",1,"nd"
"1152",418268.680880781,5268938.01799607,"Hünde","nd",1,"nd"
"1153",418350.468064715,5271556.85987253,"Hünd","nd",1,"nd"
"1154",418408.89022925,5358841.22361407,"Hund, Hind","nd",1,"nd"
"1155",418509.059728163,5312901.1971316,"Hind","nd",1,"nd"
"1156",418595.164508964,5287092.38500043,"d'Hund","nd",1,"nd"
"1157",418603.845539978,5294703.47787796,"Hund, Hind","nd",1,"nd"
"1158",418649.306294892,5361144.62956632,"Hind","nd",1,"nd"
"1159",418684.098602729,5336733.02104074,"Hind","nd",1,"nd"
"1160",418697.535956769,5328462.97934182,"Hund","nd",1,"nd"
"1161",418727.928190784,5386565.0830752,"Hund","nd",1,"nd"
"1162",418970.883440887,5326045.65542777,"Hind","nd",1,"nd"
"1163",419009.238880122,5300974.02126659,"Hind","nd",1,"nd"
"1164",419046.59305503,5428149.32609079,"Hund","nd",1,"nd"
"1165",419067.483443563,5354538.28990889,"Hünd","nd",1,"nd"
"1166",419180.319427668,5384502.87992654,"Hind","nd",1,"nd"
"1167",419209.654847475,5363994.9033076,"Hünd","nd",1,"nd"
"1168",419242.905968439,5416768.91532883,"Hund","nd",1,"nd"
"1169",419337.243899801,5293048.02562071,"Hind","nd",1,"nd"
"1170",419538.182150523,5426482.17826176,"Hund","nd",1,"nd"
"1171",419550.551550728,5400900.97744454,"Hunde","nd",1,"nd"
"1172",419588.203527234,5397991.9533515,"Hünd, Hind","nd",1,"nd"
"1173",419637.379909067,5405971.81956621,"Hund","nd",1,"nd"
"1174",419689.924967393,5332910.15546036,"Hunde","nd",1,"nd"
"1175",419813.820852478,5380007.81524021,"Hung","ng",1,"ng"
"1176",419818.689427223,5299406.46091907,"Hind","nd",1,"nd"
"1177",419840.571014921,5320738.56570181,"Hünd","nd",1,"nd"
"1178",419905.819784665,5325252.12728719,"Hund, Hünd","nd",1,"nd"
"1179",419920.704977723,5283203.36920885,"Hünd","nd",1,"nd"
"1180",420037.57840118,5334361.59189978,"Hünd","nd",1,"nd"
"1181",420043.158403939,5372232.23711392,"Hind","nd",1,"nd"
"1182",420091.949239669,5395973.50560477,"Hünd, Hind","nd",1,"nd"
"1183",420109.828013382,5370832.70984687,"Hünd, Hünd","nd, nd",2,"nd"
"1185",420185.351603405,5353757.61543678,"Hünd","nd",1,"nd"
"1186",420323.142882689,5420898.29206768,"Hund","nd",1,"nd"
"1187",420388.233025917,5376686.61913675,"Hind","nd",1,"nd"
"1188",420430.094068579,5386438.4653232,"Hund, Hind","nd",1,"nd"
"1189",420441.892821202,5422696.66496419,"Hund","nd",1,"nd"
"1190",420530.730861705,5373591.7033576,"Hind","nd",1,"nd"
"1191",420533.568456218,5432216.13995718,"Hunde","nd",1,"nd"
"1192",420537.381795907,5430798.46510584,"Hund","nd",1,"nd"
"1193",420566.892828518,5296561.51224484,"Hund","nd",1,"nd"
"1194",420578.597703617,5416775.28863453,"Hund","nd",1,"nd"
"1195",420603.726165343,5295098.1249611,"Hind","nd",1,"nd"
"1196",420621.315498531,5416737.98945267,"Hund, Hund","nd",1,"nd"
"1197",420649.899160642,5406519.93486986,"Hund","nd",1,"nd"
"1198",420910.441883933,5429885.85998023,"Hund","nd",1,"nd"
"1199",420952.008045701,5300251.2488,"Hind","nd",1,"nd"
"1200",421019.822986517,5275604.01482267,"Hünd","nd",1,"nd"
"1201",421095.847292637,5418463.48208837,"Hund, Hund","nd, nd",2,"nd"
"1203",421128.160149037,5389650.56536323,"Hend","nd",1,"nd"
"1204",421128.218808615,5371836.77054754,"Hund","nd",1,"nd"
"1205",421135.060314481,5317326.7716844,"Hinde","nd",1,"nd"
"1206",421142.549449466,5297817.54306335,"Hünd","nd",1,"nd"
"1207",421202.489820196,5309220.87142713,"Hund","nd",1,"nd"
"1208",421345.476323006,5361351.17238364,"Hind","nd",1,"nd"
"1209",421386.907856392,5288068.79045243,"Hünd","nd",1,"nd"
"1210",421432.059387605,5305176.96625735,"Hünd","nd",1,"nd"
"1211",421481.063463181,5351283.79905176,"Hund, Hünd","nd",1,"nd"
"1212",421568.818595252,5290985.38090263,"Hund","nd",1,"nd"
"1213",421652.975169179,5391472.10119735,"Hund","nd",1,"nd"
"1214",421661.969165797,5314329.24721737,"Hund, Hünd","nd",1,"nd"
"1215",421740.154194192,5321602.8022829,"Hünd","nd",1,"nd"
"1216",421780.800997444,5429218.64348191,"Hund, d'Hund","nd, nd",2,"nd"
"1218",421799.292961056,5273774.97388836,"Hünd","nd",1,"nd"
"1219",421814.688293973,5312768.65290675,"Hind","nd",1,"nd"
"1220",421914.271057165,5269560.61138242,"Hünd","nd",1,"nd"
"1221",422000.563112845,5369295.45242184,"k.A.","0",1,"0"
"1222",422040.167721407,5363740.68462843,"Hunde","nd",1,"nd"
"1223",422162.142179568,5425062.7722132,"Hund","nd",1,"nd"
"1224",422170.065396854,5349335.51897718,"Hind","nd",1,"nd"
"1225",422273.13444696,5371591.88969046,"Hint","nd",1,"nd"
"1226",422335.724041365,5344398.43454013,"Hund","nd",1,"nd"
"1227",422445.200158948,5419954.38845552,"Hund, Hund","nd",1,"nd"
"1228",422466.792509646,5315064.25725175,"Hund","nd",1,"nd"
"1229",422503.123050097,5346934.15323565,"Hind","nd",1,"nd"
"1230",422598.064443591,5327227.26306441,"Hind","nd",1,"nd"
"1231",422628.87333646,5422835.92021025,"Hund","nd",1,"nd"
"1232",422694.998549713,5309434.10417808,"Hund, Hind","nd",1,"nd"
"1233",422794.674257457,5272995.83954991,"Hünd","nd",1,"nd"
"1234",422796.476480384,5322157.66667393,"Hind","nd",1,"nd"
"1235",422914.312800171,5419548.7265828,"Hund","nd",1,"nd"
"1236",422969.437728852,5374045.97443714,"Hund, Hind","nd",1,"nd"
"1237",422999.415062465,5278359.76571783,"Hünd","nd",1,"nd"
"1238",423014.196251314,5292319.92852689,"Hünd","nd",1,"nd"
"1239",423080.221189754,5276460.14032777,"Hünnd","nd, nn",1,"nd, nn"
"1240",423182.96128027,5274451.30101392,"Hünd","nd",1,"nd"
"1241",423209.454751416,5299128.11057458,"Hend","nd",1,"nd"
"1242",423332.532410502,5427185.67389001,"Hund","nd",1,"nd"
"1243",423345.342471757,5341290.95113888,"Hund, (Hind)","nd",1,"nd"
"1244",423411.839649651,5432134.49785601,"Hind","nd",1,"nd"
"1245",423480.718000572,5328577.19136567,"Hind","nd",1,"nd"
"1246",423481.171630013,5417132.70265829,"Hund","nd",1,"nd"
"1247",423612.028539969,5370656.45483057,"Hund","nd",1,"nd"
"1248",423617.684777081,5409056.86140217,"Hund, Hend","nd",1,"nd"
"1249",423838.139057157,5313570.80762457,"Hund","nd",1,"nd"
"1250",423876.044634838,5367043.10902192,"Hünd","nd",1,"nd"
"1251",423903.011218159,5395689.25392679,"Hund","nd",1,"nd"
"1252",423915.935368345,5378724.69821519,"Hind","nd",1,"nd"
"1253",423944.402139094,5333046.56067042,"Hund","nd",1,"nd"
"1254",423951.926569362,5317095.39999041,"Hünd","nd",1,"nd"
"1255",423986.979340624,5269941.18924507,"Hünde","nd",1,"nd"
"1256",424339.989525022,5277952.02739473,"Hünd","nd",1,"nd"
"1257",424571.520214158,5368453.46977749,"He<U+0307>nd, Hund","nd",1,"nd"
"1258",424624.236071873,5329927.14414908,"Hund","nd",1,"nd"
"1259",424669.785440184,5328749.30317372,"Hind","nd",1,"nd"
"1260",424685.090515333,5431477.74977222,"Hund","nd",1,"nd"
"1261",424717.08253151,5376819.53888533,"Hind","nd",1,"nd"
"1262",424741.382430613,5369495.11786305,"Hind","nd",1,"nd"
"1263",424810.312531668,5336378.99782618,"Hund, Hind","nd",1,"nd"
"1264",424837.622485378,5269297.70277548,"Hünde","nd",1,"nd"
"1265",424884.228017708,5373178.6006034,"Hund","nd",1,"nd"
"1266",425042.961720464,5362005.91438862,"Hünd","nd",1,"nd"
"1267",425045.316537373,5279646.92599664,"Hund","nd",1,"nd"
"1268",425085.068544022,5417035.30157481,"Hund","nd",1,"nd"
"1269",425096.239139398,5310893.07860881,"Hund (m) ","nd",1,"nd"
"1270",425096.267900071,5392642.50941171,"Hund","nd",1,"nd"
"1271",425138.020648571,5398581.03706943,"Hund","nd",1,"nd"
"1272",425361.078245382,5288030.76349002,"Hünd, Hund, Hünde, Hünd (m) , Hund, Hünd (m) ","nd, nd, nd, nd, nd",5,"nd"
"1277",425401.390085205,5359824.46276319,"Hünd","nd",1,"nd"
"1278",425488.85909745,5420643.2758143,"Hund","nd",1,"nd"
"1279",425493.550787579,5364805.93542329,"Hend","nd",1,"nd"
"1280",425531.731071173,5393891.90020838,"Honnd","nd, nn",1,"nd, nn"
"1281",425671.177517214,5402789.80388343,"Hind","nd",1,"nd"
"1282",425707.590706344,5281175.72059798,"Hund","nd",1,"nd"
"1283",425772.452041449,5283668.13090132,"Hund","nd",1,"nd"
"1284",425798.187671986,5330967.88152201,"Händ","nd",1,"nd"
"1285",425854.880661428,5314534.93247496,"d'Hund","nd",1,"nd"
"1286",425926.212691315,5312479.74060117,"Hund","nd",1,"nd"
"1287",425928.539433016,5385740.80132485,"Hind","nd",1,"nd"
"1288",426005.736405435,5277583.81128574,"Hünd","nd",1,"nd"
"1289",426039.287131697,5424301.59069798,"Hund","nd",1,"nd"
"1290",426062.727975515,5290253.82390436,"Hund","nd",1,"nd"
"1291",426185.870883364,5396115.68441138,"Hund","nd",1,"nd"
"1292",426202.895907671,5419581.98809765,"Hund, 3 Hund","nd",1,"nd"
