hunde,X,Y
Hund (m) ,479263.186590488,5441108.11126796
Hund,479126.080403458,5439578.94342763
Hunde,481424.779816005,5439056.03691953
Hünd,484443.387974858,5437137.97309639
,486652.49592484,5439416.70219155
Hund,484436.526248255,5440667.57685293
Hundä,483273.062157006,5442967.71804281
Hunde,485872.415768684,5444036.57360169
Hund,498802.762987549,5444834.61162761
Hunde,497409.619341723,5443771.20962328
"d'r Hind, d'Hund",493420.663748181,5442693.96598356
Hunt,489532.884834176,5443090.16305634
Hunda,489541.113135979,5438955.81090683
Hund (m) ,492919.697586068,5438246.76627579
Hünd,507482.097571655,5443961.32029988
Hund  ,451535.852667851,5427911.86030524
Hind,461384.943918551,5434796.12967367
"Hunde, Hünd",461143.283624029,5432940.1495771
Hund,460169.775988836,5430681.39364781
Hinn,463109.30278216,5428368.74259517
die/der Hun',459831.591086072,5428701.65798744
Hund,456795.751524703,5428777.81980351
Hind,452847.441317133,5428011.73879414
der Hond,452074.894085143,5431041.1439338
Hūnd,454627.991023097,5433496.59710187
"Hond, Honde",454627.991023097,5433496.59710187
Hund,455876.651361999,5437060.72022282
Hind,469723.435533666,5436108.33424829
Hunde,474857.338985825,5434138.30646529
d'Hund,474226.808246842,5430039.09828274
Hunn,471584.095008222,5428659.0670153
Hund,468356.061621861,5427488.13949117
Hunn,465415.110803706,5427995.93368042
Hünde,468890.665784572,5431124.77959837
Hunde,465743.057191221,5433486.78699385
k.A.,481208.033108848,5435840.67540575
Hund,478808.521637051,5435744.83925299
Hind,476999.47954596,5435400.76481683
Hund,479774.305161344,5432615.19178626
Hund,478552.65522753,5431339.13388089
Hund,476502.583837792,5432073.36609831
Hundā ,476844.635368314,5431378.24071135
Hun,476764.241357147,5427887.92256819
Hunde,479842.003647708,5428519.55002664
k.A.,488519.075393085,5436063.03768496
Hund,430270.079183071,5426558.34445659
Hund,432052.790485326,5425445.57989802
Hund,434426.905081526,5424766.66221134
Hund,434426.905081526,5424766.66221134
Hund,434426.905081526,5424766.66221134
Hund,436688.547274392,5425218.50143203
Hund,436033.656067919,5422811.22519049
k.A.,437840.232516327,5420414.89935177
Hund,437464.031861054,5419071.65823186
d'Hund,434363.596115371,5420517.07551978
Hund,431937.787356794,5422148.30040572
Hund',403992.591663008,5352405.95455352
d'Hund,428107.913472441,5421636.13236973
Hund,428987.234938267,5421789.38532893
d'Hond,428986.078705326,5420264.01052057
Hund,431668.954802661,5419516.65914368
"Hund, Hundä",440027.000438893,5424994.69259688
Hund,446409.954964942,5424358.04206489
Hind,450005.629697835,5424818.1446879
Hunde,447941.803023953,5423256.21075682
Hunde,446422.88228978,5420075.5190365
Hunde,445409.065128604,5421115.94802067
Hünd,442400.941611436,5420024.52419265
die Hund,442085.992727142,5420520.29555302
Houd,444308.741795064,5422327.53177578
"Hund, Hünd",454114.39947538,5426611.47476117
Hǖnde,454818.287406838,5426172.13558675
Hond,456530.784968592,5424728.81410173
Hunde,459911.370306822,5424757.8744611
Hund,460594.668593937,5426272.67893526
Hünd,461262.996275709,5427476.39483761
Hind,461800.411552358,5423933.03342832
Hunn,460960.988306285,5422906.10171178
"Honn, Honn",462120.254688951,5421674.114914
de Hunn,460622.792972164,5420012.53148471
k.A.,461575.15399574,5419082.06498543
die Hund,455018.633324545,5419730.38305712
k.A.,453926.426528419,5419549.21438014
"Hunn, Hund",456243.476589976,5421232.53300509
Hunn,456243.476589976,5421232.53300509
Hund,466528.113467402,5426024.76088023
Hund,467343.922687565,5423786.53691193
Ho̊nn,468378.611374308,5422836.74171343
Hun,468722.207360732,5421840.96161337
Hunn,468443.227983718,5419772.60345015
Honn ,465898.00315314,5421345.0743508
Hunde,464198.945846494,5422452.97944031
Ho̊nn,471606.059145801,5423654.19067754
Honn,471606.059145801,5423654.19067754
Honn,472175.279155749,5421997.14942992
"d'r Hunn, d'Hinn",473261.481238408,5420098.65848027
"Hund, Hind",477579.43472765,5426363.80921656
Hunn,480082.522898131,5424213.21044093
Hunn,478659.615191808,5422836.69774423
Hünn,475738.892080196,5421698.1029561
Hunn,482148.686219334,5422652.09644848
Hon,481900.615822274,5420207.26310373
Honn,483590.513469868,5418561.23319682
Hund,427225.21759771,5418763.58318169
Hund,429728.183913474,5417422.85520052
Hund,395807.356937412,5414917.25606628
Hund,434313.984858521,5416122.82528392
"Heind, Hound",438158.837681083,5414735.83826653
die Hånde,437948.286957104,5412352.36407174
Hungd,436501.196040752,5410692.12434321
"Hund, Hunde",393522.39757681,5271836.06587355
Hund,428224.165697232,5410464.43262439
Hund,429367.048284565,5412228.7058739
Hund,431624.460267725,5414097.27391022
Hund,432708.482605039,5412468.68616993
der Hund,441337.463445999,5416698.17295255
Hunde,445296.955537902,5417829.65545525
Houn,443715.703207109,5415882.08822985
Houn ,446929.541252831,5413280.26574789
"Hund, Hind",450985.516545335,5412241.50661979
k.A.,449416.314320187,5410840.31129113
d Hünd,447517.400119211,5409658.3076335
Hund,444835.560153004,5411854.23144733
"Hund, Hind",442603.299903566,5410572.68823499
Hünd,441423.411487906,5411900.12232945
Hund,441423.411487906,5411900.12232945
Hind,451207.423588823,5414381.81257324
Hunde,452853.880585041,5406084.42994816
Hunde,454478.431767687,5418434.08187466
Hunn,456041.918484897,5416384.89419472
Hunn,457622.842994742,5416380.42908865
"Hunn, Hünn",458229.501489981,5417817.70959048
Hund,460772.473070498,5417553.53727158
Hunn,461188.094956703,5416205.49133939
Hunde,458826.284983576,5413197.55018189
Hun,460291.174791052,5412117.4970386
"Hunn, Hunn",459605.138868367,5410161.42616815
Hünd,455126.401921782,5409447.46177668
Hunn ,455739.517882878,5413191.17353416
die Hōnn ,463834.049348337,5418124.23037375
Hunde,465683.201192973,5417978.01687335
Hunn,467765.277450963,5418182.35275744
Honn,468933.710340411,5416571.5793584
Hinn,470750.635316921,5416031.48368847
Hon(d),466515.218973094,5414627.94258223
Hunn,463832.700363096,5412719.28677547
Hunn,463391.041534389,5410236.48074384
Hunde,475305.474759758,5411456.13006796
Hun,475649.782316478,5418232.34222959
Honn ,475662.051111825,5415169.68622404
Honn ,478027.35821415,5415285.47723551
"hon, d'Hon",478027.35821415,5415285.47723551
"der Honnd, die Honnd  ",478027.35821415,5415285.47723551
Hinn,478027.35821415,5415285.47723551
Hund,481369.561752125,5417558.84537973
d'Honn,486380.899804573,5417021.86746015
Hunde,480224.996415343,5408864.20822116
Honn,477681.642678748,5411507.26222987
Honn,480666.55100751,5411971.90427632
Hūnd,426536.998907812,5405208.72367581
d'Hund,427184.430443426,5407093.61972989
Hend,427116.955322618,5408112.89359542
Hund,429546.877834834,5409096.77497492
Hend,432908.831539489,5408323.84127014
Hind,430831.319748072,5406007.79529061
"Hund, d'Hund",430568.556672774,5403594.07776892
"Hund, Hind",430097.155347181,5401852.2573098
d'Hund,427013.696229378,5400418.50947428
Hund,433539.922919336,5400204.96852195
Hund,437015.384464548,5401158.69504709
Hund,438685.336878569,5401562.61496046
Hund,436713.208151848,5399394.4511739
d'Hund,434568.258119977,5405221.27564697
Hunde,436883.061304219,5408121.88437357
Hind,445286.603867728,5408623.59015043
Hind,446843.798067477,5408664.14069152
Hind,449263.918204403,5406661.7002114
Hind,450173.338670864,5405556.27848254
Hund,449510.214191742,5403362.18814771
Hünd,449164.284352462,5401755.59333074
Hind,446289.802782799,5403254.3232244
Hund,443229.186486634,5404357.34018588
k.A.,442870.557621026,5406210.88684548
d'Hind,440958.325504566,5406485.34037568
Hind,444708.599901716,5401903.4388933
Hind,438680.572389187,5402335.31640145
Hind,439883.627605392,5400565.7482629
"Hind, Hind",444217.406481238,5401358.01809473
Hind,444217.406481238,5401358.01809473
Hünd,444217.406481238,5401358.01809473
Hind,444217.406481238,5401358.01809473
Hunn,452330.592654667,5407494.0405731
k.A.,451028.81566137,5404708.28408982
"Hund, Hünd  ",451744.200079547,5403259.09972846
"Hunn, Hünn ",451187.267495045,5401316.26154093
"Hunn, Hinn",453745.769693797,5400538.60325603
Hind,452853.880585041,5406084.42994816
Hunn,481076.492635556,5407187.14391326
Hün,483060.336614623,5407286.38299834
Honn ,485561.858815889,5408044.15788935
Honn ,484649.612460829,5406743.76536871
Honn,486930.896419644,5405913.14284531
Hon ,486515.237514105,5404668.00437795
Hunn ,483759.671686334,5404419.6540825
"Hund, Hind",460058.431778422,5488001.14942343
Hunde,460058.431778422,5488001.14942343
Hunde,462353.780061501,5485980.22419614
Hind,462093.507112573,5487995.50217799
Hünd,461380.295774993,5481676.5912189
Hund,463112.492288251,5477979.03479925
Hunde,463112.492288251,5477979.03479925
di Hind,463112.492288251,5477979.03479925
"Hūnd, Hünd",529987.318219283,5514665.17194656
Hünd,528911.924696735,5512486.79381276
Hünd,533938.035517547,5513652.31490393
Hünd,544617.310979453,5512853.79745999
k.A.,542024.858354692,5511812.33186542
Köter,536204.205429258,5514484.23114655
die Hünd,540624.846983983,5513501.65571849
Hünd ,538955.044245887,5512694.38614052
Huund,523435.409806354,5511047.1549539
Huund,527672.630795248,5509924.22566736
"Hūnd, Hünd",529702.609986472,5508697.53146463
"Hūnd, Hünd",531673.138808538,5507317.81253868
Hünd,533675.930067309,5504390.23271283
"Hūnd, Hünd",535417.387473701,5508975.40755539
Hūnd,534954.821524694,5510743.55371298
Hünd,532531.709596282,5509356.43609328
da Hund,526020.373089546,5507095.34990178
Hūnd,526020.373089546,5507095.34990178
Hūnd,537679.338211945,5510251.51375542
Hünd,538481.646081289,5508373.70018277
die Hünde,539401.114845439,5506918.24312709
Hünd,536118.619490693,5506811.9649162
"Hund, Hün",537781.432834676,5502013.52348571
Hünnd,541260.941100943,5503161.83735366
Hünd,541260.941100943,5503161.83735366
"Hūnd, Hünd",546086.605973196,5502168.91501235
Hünd,543262.488260666,5504761.8218
Hünd,544524.906966851,5505962.84232719
Hünd,543908.248405331,5506867.30349749
Hünd,545002.764694332,5510151.82692459
Huund,545002.764694332,5510151.82692459
die Hünd,543704.44472183,5510230.12973441
Hünd,541106.489996064,5510766.80015646
die Hünd,552061.835521241,5506721.63168261
Hund,550585.443898779,5505536.83697678
Hünd,549023.485355533,5503214.24632329
Hünn,556456.273889372,5506327.57809085
"Hund, Hünde ",557766.31393227,5503029.05749951
Hund,475028.737817807,5495538.79525251
Hunde,474493.148470508,5493326.59693681
Hunde,522429.581936298,5498375.0036454
Hünd,521496.072807139,5496705.76691154
Hunde,523034.814939718,5497147.89574777
Hünd,524915.011928615,5498666.01292022
Hünd,530942.176785046,5497072.67097384
Hünd,534286.690946061,5495160.42752201
Hünd,530892.070732612,5494451.86796074
Huund,534957.240790079,5499638.63756758
Hunde,526468.886015673,5496871.14282325
Hünd,527978.019532053,5497649.18308366
Hünd,542427.585203306,5500942.71372938
Hunnd,545845.366228173,5501256.26522277
Huhnd,547606.358577588,5499613.66164536
Hün,545961.744252376,5493211.9595803
Hün ,542440.008732085,5493713.67704356
"Hund, Hünn",542920.177027275,5496331.3574345
Huhnd,537892.297396646,5496362.89668992
"Hound, Hünd",548067.839554088,5496985.97900621
Hünd,544215.534384794,5498088.44128369
Hünn ,552970.993842168,5501708.10031048
Scherenschleifa,554415.823247245,5498900.46466659
Hünd,553484.967523645,5497152.25230641
Hünd,548871.142905984,5495528.84134523
k.A.,550116.946211248,5494094.78151712
Hünd,553938.844367022,5495159.82908229
"Hund, Hünn ",559571.506530489,5493360.69134993
Hūnd,556320.313722951,5498654.15022274
Hünn,559664.834304102,5497893.7626485
"Hund, Hünde",557019.404216431,5501805.85667225
Hünn ,561506.542051467,5497380.59991425
Hünn,561506.542051467,5497380.59991425
Hünd,560593.173942348,5495990.47559433
Hund,475492.70449961,5491726.58880878
k.A.,475351.235294808,5484422.84909733
Hund,471276.87264798,5483704.56625348
Hund,465047.034135239,5484552.53571318
Hind,465047.034135239,5484552.53571318
Hind,463830.365144079,5486551.69594555
Hund,476181.467266901,5489202.0119162
Hunde (m) ,475848.919217077,5486137.19822068
Hunde,476067.81741765,5485226.80294524
Hunde,478903.946557798,5483799.81299444
Hunde,480533.261190398,5484300.71880529
Hunde,481463.006073575,5484368.63216119
Hunde,486148.296759634,5483289.65618011
Hunde,503908.388454889,5485303.52998413
Hunn,508988.784623449,5483421.78056761
"Hunde, Hindli ",510936.228904935,5483878.9327863
"Hå̄d, Hind ",511015.933507682,5487426.71201889
Hunde,511432.906771141,5485933.36589862
"Hond, Hinn ",512444.552493972,5490718.38796695
"Hünde, Hünn ",513897.219966679,5489854.72429028
"Hund, Ho̍ed",514916.668259164,5486770.04906662
Hind,514834.654351338,5484999.90121411
Hind,523597.20418648,5485360.97890492
Hūnd ,519924.822112985,5486324.67550167
Hund ,517597.154819438,5488465.7082531
Hund,520967.892866711,5493198.2470619
Hood ,523934.788737433,5487434.79641942
Hünn ,526522.515348637,5485262.13600494
Hünd,528411.288186493,5484636.82595628
Hünn ,532107.417219979,5485264.37090684
Hünn,532463.006151068,5490330.68684774
Hunn ,535193.145515949,5491855.25895371
"der Hund, die Hünd",526595.686594012,5492357.88575545
Hünd,535872.267887585,5489180.24719458
k.A.,538040.369246533,5492233.53660711
Hün (m) ,540096.815503604,5490791.82665782
"Hünd, Hünde",540221.069619725,5487478.43187532
"Hūnd, d'e Hünn ",536532.440651064,5487053.31357293
Hind,539081.916792489,5483380.93134357
Hünn (m) ,545424.824332202,5483830.31373775
Hūnd  ,544869.974711843,5486146.08429938
Hünn ,546085.14777397,5488880.19575562
Hünn ,549107.009002837,5490608.83173236
Hünd,550759.340780963,5491082.07093303
Hünd,551885.575772961,5492180.08253924
"Hūnd, Hünn ",552526.076546386,5490610.73358946
Hūnde,555036.268551022,5492390.05481302
Hünd,557019.54909164,5491744.47182779
Hünd,557430.022187901,5487787.20566295
Hünd,557430.022187901,5487787.20566295
di Hünd,554065.548330318,5486398.54279059
Hünd,552881.986221135,5488588.38765806
Huhnd,550942.145566774,5488468.72041146
Hūnd ,548987.847193313,5485764.6022169
Hūnd,549889.951006609,5484866.6394918
Hünd,551384.2719501,5485925.64456905
Hund,467297.923727103,5482660.76883537
Hind,466175.623210036,5481633.65082107
Hind,468606.041293246,5479939.23594558
Hund,471816.220366677,5480049.5792684
Hund,471184.789071661,5479151.22906754
Hund,468346.235767325,5479490.46646532
Hund,469214.025162004,5476485.94843445
Hunde,471873.503615984,5477384.37805866
Hund(ä),478833.534530943,5473464.09034778
Hund,465960.057944437,5475280.06491755
Hundä ,490403.77416801,5481785.20539629
die Hund,475102.492348211,5482898.63021256
Hunde,475742.005015823,5480480.994055
Hunde,475940.510303542,5477521.72019625
Hund,477240.004124007,5475054.73047464
die Hund,545845.366228173,5501256.26522277
Hundä ,482367.152703108,5474037.45242109
Hunde,482205.902854958,5479754.58650152
Hunde,482205.902854958,5479754.58650152
Hund,481055.041477931,5481541.7150031
Hunde,480041.314582013,5482409.1652341
Hunde,482834.405320308,5482857.70867773
die Hunde ,485303.405880681,5481435.23594748
Hunde,487522.518952507,5481062.83448826
Hund,485856.305498586,5479019.05261011
Hunde,515542.611076309,5480912.83150685
k.A.,490403.77416801,5481785.20539629
Hunde,496039.151616619,5478836.52928424
Hund,499097.850168806,5478951.90085147
Hunde,499930.41329806,5477118.56662128
Hunde,496588.558702142,5477891.17830285
die Hund,496822.326432974,5474829.31099601
Hunde,496822.326432974,5474829.31099601
Hunde,494835.29015131,5474741.88734603
Hund,491434.611541866,5473612.18421746
"die Hunde, der Hund",505488.116090355,5479096.88621246
Hunde,503885.896939654,5477240.01531015
Hundĕ̱,505772.804559654,5475740.83489987
Hund,503219.875399903,5473355.17634066
k.A.,510866.992106014,5475370.59371903
die Hünd,503974.388300812,5478153.92961173
Hunde,511788.140521879,5477932.8448313
Hunde,510604.22072234,5480000.48984992
Hunde,507206.918508113,5479058.86064337
Hunde,517555.587432759,5481375.86497372
Hund,486208.252192993,5476060.90888333
Hunde,512576.79282328,5480715.08443522
Hünd,517036.761246819,5479357.49940818
"Hunde, Hindli ",515348.697876018,5478773.27345559
Hund,513337.133886444,5477857.47180539
Hunde,512292.425757744,5476386.40842187
Hunde,514671.225610177,5474693.53072559
Hund,517112.298527851,5474668.38169211
Hunde,517886.501676633,5478086.14802652
Hünd,518643.585273039,5479440.57024371
"Hund, Hunde",522836.352942924,5480206.92883724
"Hunde, Hind",520997.656211696,5476812.03002892
Hunde,520938.663195689,5475179.75315957
Hün ,526556.884001597,5480578.40896029
Hünd ,526683.302063981,5477832.96457886
die Hund,524189.296723013,5476688.47486788
Hund,527047.682142536,5475673.49090422
Hūnd,527047.682142536,5475673.49090422
Hünd,531061.63121044,5475435.77515205
Hünn ,535015.886976399,5476993.91494333
die Hünd,532870.007337569,5481711.20380102
Hünd,528577.404489992,5482774.35622388
Hünn,534438.981063245,5478238.77650188
Hünd,529016.055215524,5475030.97583353
Hünd,529016.055215524,5475030.97583353
Hünd,529868.102649371,5479942.90723938
Hünn,537430.124110497,5482244.21251496
Hund,536277.267369144,5480156.27108958
Hünn (m) ,539150.425705684,5480390.68985418
Hünn ,541639.618815257,5478791.43662513
Hünn (m) ,543625.686022775,5478288.83492177
Hünn ,545091.801150256,5476103.81158029
Hünn ,540290.313633682,5475437.05168256
Hund,542883.225197074,5483399.48215785
Hünn ,543258.613465503,5481624.66408391
Hūhnd,545638.598480133,5481557.32335263
"Hunnd, d' Hünn",546573.729865273,5481217.22366164
Hūnd ,551813.155992907,5482911.06399645
Hünn ,548213.525409111,5482391.0899581
Hund,548834.82065905,5479486.97559159
"Hūnd, Hǖnd",549845.448373023,5475139.99760034
Hunde,466247.732450112,5471482.7027165
Hunde,468838.758678762,5470418.9562414
Hund,470444.178960992,5471090.45339294
Hunde,473072.130891788,5472171.97789254
di Hunde,475184.05392687,5465571.57716845
Heinde,469584.964440535,5468475.86100449
"(dä Hund,) d'Hund",465464.529451723,5468452.46848134
Hind,478833.534530943,5473464.09034778
Hunde,474388.119276117,5472296.84993254
Hunde,475881.57856591,5469571.84561471
Hunde,477498.85152372,5469751.73808805
"Hund, Hunde ",477405.520854833,5466302.39452362
Hund,477405.520854833,5466302.39452362
Hunde,481062.48403298,5465038.96408627
Hund,482260.050784804,5465368.48012507
"Hund, Hind",485302.449541333,5465413.96102305
Hind,483735.778391354,5466957.01377837
Hunda,485734.569749643,5467609.59305367
Hunde,481859.647994794,5468180.2466369
k.A.,483432.848012139,5468846.75280512
Hūnde,485306.871639231,5471396.17221519
Hund,482637.081883322,5473619.68558693
Hund,488115.08531055,5471749.55913055
k.A.,489506.117929661,5470666.11274722
Hund,492173.934676974,5469191.94624556
Hund,490690.676580315,5467355.46989573
Hunde,491571.468438342,5465913.25218247
Hund,489340.201967863,5464832.09345031
Hundä,496012.403055039,5466974.36668976
Hunde,499259.98470527,5466888.47597321
"Hund, Hind ",498694.628190874,5468428.31717093
Hunde,497482.391902655,5468876.76487558
Hŭndĕ,494856.704382575,5471291.04892181
Hunde,498255.846115249,5472139.38456296
Hund,494814.335533425,5473291.09373157
Hund,493525.654570227,5464944.51300868
Hunde,500368.45538355,5473766.69438448
Hund,500643.721232571,5470577.16538343
Hunde,502509.02080882,5470190.82104713
Hunde,505182.949084082,5470795.25505615
Hunde,507044.540079011,5471228.68426154
Hundä,504189.264539287,5468209.64125839
Hund (m) ,503083.369904104,5467152.77092056
Hund,499259.98470527,5466888.47597321
Hund ,501861.073000859,5465401.26048517
Hünd,506977.89719901,5466576.02462558
"Hund, Hünd",508255.810046514,5466296.53360481
Hind,427190.038339789,5347299.19963946
Hund,510616.502496948,5466932.0543254
Hünn,509109.139071294,5468961.57780241
Hund,510290.476426216,5471933.10157838
Hund,501595.171759139,5468013.72095466
Hundä,505136.789635982,5472038.12559699
die Hunde,511977.257573778,5469337.30162589
Hunde,513928.557391634,5470445.86467167
k.A.,520489.286177233,5473769.46677669
Hunde,520291.276245407,5472007.72514311
Hunde,519648.359680834,5471018.1535974
Hunde,519323.12071892,5468998.07919394
Hund,520521.811382661,5467601.64808548
Hunde,518452.968453634,5466115.69106179
Hunde,516445.557343853,5471866.97294544
Hund,512137.809832385,5472880.74874215
Hunde,516070.027425615,5466561.777387
Hind,528368.03881706,5472318.22046293
Hind,527899.734920927,5469821.03920291
Hind,530512.812430577,5468518.65108688
Hünd,531835.132739554,5465980.25468374
Hind,528853.306324249,5467101.07743831
Hund,537590.510469011,5473449.97893842
Hünd,539966.808282107,5472172.70250729
Hünn,540018.496104337,5470460.93859267
Hǖnd,542931.54466353,5473000.08458732
Hinn,544442.097279628,5473342.34473041
Hind,547898.429774413,5473051.30382061
Hünd,545985.0973964,5471181.52671871
Huhnd,544470.172138932,5468631.91153597
Hünn,541559.255712752,5467220.45547382
Hünd,539850.604704554,5473184.68897029
Hind,536736.485247239,5472080.03182325
Hund,548736.699989956,5470811.74395401
Hund,517536.774303942,5463479.00324952
Hind,519659.553152247,5459985.37409429
Hind,518913.871251459,5459033.34860901
Hi̯nd,521793.958909987,5456622.68433344
Hünd,527533.995014753,5463003.08284235
Hund,515062.680261938,5316752.30935525
d'Hund,519355.419938348,5312966.1608004
Hünd,519023.58396118,5308122.42642196
Hund,519023.58396118,5308122.42642196
Hünde,514972.237695804,5306485.54431996
d'Hund,518169.766643434,5305027.61486885
Hund,523037.660983218,5304681.54651677
Hund ,524679.931232587,5300642.64562424
k.A.,520620.227880363,5300728.9889867
Hund,512667.679342465,5301075.08419287
die Hund,512667.679342465,5301075.08419287
d'Hund,526387.538906677,5307204.45633903
d'Hund,528014.857014704,5301040.1887549
Hund,512990.56194751,5295177.43271924
Hūnd,514203.260827662,5291894.90931964
Hund,515749.961861404,5296662.48396254
d'Hund,519009.887096043,5296837.87830903
k.A.,523356.907126617,5296333.63752693
Hund,522037.729581204,5294818.02144862
Hund,520256.458041003,5295243.86367301
Hund,517778.095341891,5294573.3102698
Hund,519481.947493635,5293793.0100436
d'Hund,524061.258585167,5294722.71272826
Hind,522497.156016951,5292969.24982718
d'Hund,521425.487418733,5291513.65984029
Hund,521373.012852677,5289692.94833558
d'Hund,523332.213471028,5289636.03646713
Hunde,524308.22922964,5297425.65694777
"Hund, Hünd",514625.226631946,5288840.66656119
Hund,525937.108885796,5296185.68916156
Hūnde,528784.354503915,5294301.9096026
d'Hund,527350.509776997,5293950.41343195
Hūnd,532129.545313215,5293599.28243109
Hünd,530394.123235448,5290773.51744164
Hund,532284.536945654,5290109.08913971
Hind,514299.257895608,5298216.94464336
k.A.,528340.354079997,5291381.07429256
Hund,512973.152716824,5284542.24207525
Hund,517503.679527224,5285507.71885072
Hund,518405.829109387,5286939.78902013
"hund, Hindin",522440.100690756,5288163.21149435
d'Hund,522319.57387949,5286366.68771799
d'Hund,524182.350783744,5285788.42779084
Hind,516200.359544172,5290576.44345788
Hunde,520442.42228195,5282399.80263693
Hind,520086.968399746,5284291.29961818
Hund ,522503.829725338,5282159.57206739
Hind,523991.700405566,5280377.25623718
Hund,519618.598447834,5287266.07269419
Hund,525298.442032424,5288837.38135853
d'Hund,526144.950141909,5286443.7826471
Hund,529198.556444737,5285351.35213075
Hund,530769.004396404,5283515.59590601
Hünd,530017.902112659,5282232.41498115
Hund,532326.9007641,5285192.31598354
d'Hund,525564.08719881,5283145.8269315
Hund,513332.491268653,5278954.91983611
die Hund,527590.176807437,5279271.79143627
Hund,525004.456627349,5404484.20387877
Hond,550486.229717759,5400986.47856445
Hod,525195.271311063,5386007.77611572
Hōnd,536220.097410181,5383134.38936543
Hond,549082.078166023,5316965.39473375
Hund,426966.278197862,5397512.96254215
Hund,427513.607427383,5397577.01157626
Hind,429739.836687759,5399791.07983095
Hund,430802.682825601,5398339.24241789
Hund,431360.145067659,5396659.20755404
Hund,432914.756513062,5397724.33977988
Hund,433621.120560352,5395886.0124015
Hund,434903.683032075,5396347.91226162
Hunde,435951.920835727,5398917.27596547
Hind,438255.174130815,5397607.38527119
Hünd,436414.767924935,5393951.48978288
Hunde,434406.105377552,5394688.33717503
Hund ,434679.49927698,5391115.39820548
Hund,430676.905057783,5393217.86603384
Hund,444511.414498107,5398243.44705678
Hind,445701.425234372,5399325.69890809
Hund,445701.425234372,5399325.69890809
Hind,439662.734608767,5398346.91243114
Hünd,439965.345987381,5396664.9763881
Hund,438513.72722489,5395765.76377539
Hünd,438226.554359189,5394407.06825309
Hunde,440521.530664402,5392437.90378246
Hunde,440521.530664402,5392437.90378246
Hund,440521.530664402,5392437.90378246
Hundä,439852.618595958,5390672.97561012
Hünd,451943.584641989,5399096.36981438
Hinn,452491.351695443,5397450.8704077
Hind,455216.382473099,5397571.84321357
die Hinn,436814.138733759,5388102.70249789
Hunn,453158.264848518,5394792.82228951
Hund,451523.77042601,5393650.57194529
Hünd,452942.85162722,5392531.27980748
Hind,452807.454193892,5391923.22630153
Han̄,493660.874389022,5395288.94966211
Hond,500142.724210063,5394993.01991881
Hund,427744.319956736,5390584.41677156
Hüind,427744.319956736,5390584.41677156
Hund,429940.647752749,5389543.80399091
Hund,432725.43485524,5389716.56014059
Hund,433094.245776242,5387719.94739206
"Hund, Hind",431004.291045057,5386605.67875576
"Hund, Hünd",430087.855198104,5386038.89286079
Hind,428699.623647928,5384086.3173148
Hund,427203.064124533,5382043.19317812
"Hund, Hi̊nd",431071.584514616,5383012.86802149
Hund,432246.524945071,5385544.44814863
Hind,434214.09831924,5386958.54924142
"Hune, Hind",435666.414196714,5389269.67649584
Hind,437334.878711879,5389875.60670413
Hünd,435295.246878056,5385625.29546501
Hünd,434955.245927853,5382351.90000085
Hund,445942.952208628,5389817.33405998
Hünde,446248.574490734,5385499.99966258
Hund,452018.511021481,5387551.08935227
Honn,480783.645989527,5385526.20226549
Hünnd,429983.428895363,5381195.27969109
Hünd,430400.278647986,5379588.12606521
"Hund, d'Hund",430917.112606897,5378651.26286581
Hund,432730.723586544,5378683.81140089
Hūnd ,433974.110117927,5381258.27724627
Hind,436300.131243285,5380761.25392542
Hind,438014.740373522,5379776.07634265
Hünd,434605.603532799,5374580.7213591
d'Hünd,431949.299071046,5375753.82998332
Hund,429426.957776036,5375629.16267556
Hinnd,426609.687796431,5374811.28105818
Hunde,427732.514213499,5376276.5023598
k.A.,427433.467745023,5377594.40149964
Hind,428838.054791558,5378932.81139481
Hünd,428069.686104172,5380019.82604492
Hind,441194.650715997,5380481.27408599
k.A.,427431.340166922,5371682.28406088
k.A.,427431.340166922,5371682.28406088
"Hund, Hind, dr Hund, d'Hind",432613.592398154,5371958.30015422
"Hund, Hünd",436571.543594928,5371756.85657091
Hund,438097.026632824,5367343.28768238
d'r Hund,430059.435450989,5363589.33224096
Hund,427495.756989164,5364537.60057628
Hunde,430926.8509775,5372145.42014275
Hünd,440413.229578892,5374943.33098575
Hund,438228.005345913,5369248.3657223
die Hund,440919.997461305,5369097.32406719
d'Hund,449008.226878341,5369029.7436438
"Hund, Hünd",450326.514851259,5364096.86067631
Hind,450326.514851259,5364096.86067631
k.A.,441499.380591097,5364432.36756325
Hind,438949.090265211,5364896.16061398
Hünd,443757.106089441,5366876.23579641
k.A.,431964.002065595,5361054.85534936
Hund,431964.002065595,5361054.85534936
Hund,435367.351239478,5358222.54807582
Hund,435367.351239478,5358222.54807582
"Hund, Bauser",435367.351239478,5358222.54807582
Hunde,432468.61521327,5356116.33199158
Hind,432468.61521327,5356116.33199158
Hünd,430566.371279858,5356638.41119321
Hund,427954.915007983,5354426.44665547
"Hund, Hünd",427292.157595316,5357308.6066548
Hind,427000.320676232,5359844.79567519
Hind,427166.743474126,5361560.23218132
Hund,428391.559313186,5360366.23506456
Hund,435367.351239478,5358222.54807582
Hind,441194.650715997,5380481.27408599
Hind,447354.091072572,5358534.46484425
Hunde,441949.618100534,5351875.15014127
d'Hund,452020.616760284,5354983.77400618
Hind,426212.655344454,5352673.43177714
"Hunde, d'Hind",430302.479937185,5353364.42487795
